Gender,Age,Married,Education,Job,Employment Years,Annual Income (USD),Interest Rate,Down Payment (USD),Credit Score,Existing Monthly Debt (USD),Area,Loans Repaid,Max Loan Amount (USD)
Male,42,Yes,Master's,Accountant,20,127617.2,0.1,109782.97,639,2716.15,Urban,3,310902.55
Female,31,Yes,Bachelor's,Engineer,6,55955.49,0.12,62222.02,580,196.28,Suburban,0,206336.4
Female,85,No,Bachelor's,Software Engineer,50,153528.07,0.04,52083.98,769,1387.49,Suburban,11,1022511.35
Female,45,No,High School,Engineer,24,57085.09,0.04,47239.0,765,421.17,Suburban,5,427855.85
Female,84,No,High School,Business Owner,50,175043.76,0.06,108838.99,715,3225.5,Urban,8,633041.63
Male,71,No,Bachelor's,Business Owner,42,159446.58,0.03,106201.47,835,2786.69,Rural,7,1021021.33
Female,50,No,Master's,Business Owner,31,154452.21,0.05,90435.56,756,1563.86,Urban,6,936897.76
Female,65,No,PhD,Lawyer,44,176745.31,0.03,67807.93,850,3671.15,Rural,11,943802.79
Male,31,Yes,High School,Software Engineer,9,124557.64,0.08,24336.52,675,2236.35,Rural,4,322352.39
Male,31,Yes,Master's,Lawyer,10,133546.1,0.06,63829.16,745,1597.02,Urban,1,688503.98
Male,45,Yes,Bachelor's,Doctor,20,136593.59,0.05,71853.68,766,2534.48,Urban,6,654362.22
Female,28,No,PhD,Doctor,1,161711.07,0.05,57387.45,761,1256.2,Urban,0,978751.9
Male,59,No,Bachelor's,Retired,39,116729.12,0.07,9965.85,706,1840.14,Urban,6,389597.52
Female,48,No,Bachelor's,Teacher,23,136147.23,0.07,119962.43,702,1380.26,Urban,3,638296.55
Female,65,No,Master's,Banker,42,149757.1,0.04,118527.45,763,2103.96,Suburban,10,902526.15
Female,53,No,Bachelor's,Software Engineer,28,173885.59,0.03,27796.33,798,2455.92,Suburban,6,1031643.77
Female,68,Yes,Master's,Software Engineer,46,142295.74,0.03,89785.82,850,2660.27,Suburban,5,865090.4
Female,76,Yes,Master's,Nurse,50,134405.7,0.07,95986.38,714,2734.52,Urban,9,423436.55
Male,48,Yes,PhD,Retired,25,77352.4,0.04,69047.9,802,978.78,Urban,3,536254.73
Female,70,No,PhD,Business Owner,43,155010.16,0.04,20098.5,790,1412.14,Rural,6,1053281.59
Male,56,Yes,Master's,Engineer,30,72390.96,0.09,39446.34,647,784.72,Urban,1,262949.89
Female,80,No,Master's,Freelancer,50,132729.8,0.03,109981.23,850,2552.7,Urban,12,816261.37
Male,68,Yes,High School,Engineer,44,88568.6,0.04,49901.9,787,1523.31,Urban,8,474845.83
Female,70,No,PhD,Nurse,48,124488.72,0.03,97281.7,821,1399.01,Rural,5,995758.6
Female,59,No,PhD,Accountant,29,103053.99,0.06,41517.96,733,1530.64,Urban,7,392702.42
Female,86,Yes,Bachelor's,Sales Manager,50,161602.56,0.03,73801.99,835,2828.54,Rural,3,1000002.3
Male,31,Yes,Bachelor's,Banker,7,112913.9,0.1,76230.95,633,697.11,Urban,0,457063.77
Male,40,Yes,High School,Accountant,23,93612.6,0.05,57109.81,748,1579.49,Urban,3,470325.67
Female,78,No,Bachelor's,Nurse,50,81453.27,0.07,15853.8,693,852.24,Rural,6,324691.13
Male,62,Yes,Master's,Nurse,38,100560.8,0.03,52151.3,809,1184.7,Rural,11,764982.33
Female,81,No,PhD,Teacher,50,94084.65,0.05,57451.54,754,806.22,Urban,6,601323.05
Male,54,No,Master's,Banker,30,110580.53,0.04,74583.22,789,2315.39,Urban,4,524551.32
Female,28,Yes,PhD,Accountant,4,66355.72,0.06,48608.24,738,810.54,Suburban,2,320191.91
Male,76,No,Master's,Teacher,50,108539.48,0.03,84515.03,850,1764.54,Suburban,7,738666.54
Female,76,Yes,Master's,Business Owner,50,200272.18,0.03,23518.7,835,3694.13,Urban,6,1126577.2
Female,66,No,PhD,Teacher,39,98275.85,0.09,30334.57,642,960.35,Urban,6,336694.49
Male,41,No,PhD,Teacher,15,127799.95,0.09,105000.41,661,1223.0,Rural,3,518720.94
Male,64,No,Bachelor's,Accountant,37,94397.13,0.04,42704.66,782,1204.55,Rural,7,594538.69
Male,57,Yes,High School,Accountant,32,78409.54,0.07,61835.72,683,1033.62,Urban,2,326798.28
Female,41,No,Master's,Banker,15,97541.05,0.05,110434.36,757,724.3,Suburban,1,681296.82
Female,38,Yes,Master's,Business Owner,18,160338.12,0.06,80919.84,734,1719.38,Suburban,3,785280.42
Female,58,No,Master's,Nurse,33,123492.64,0.03,46220.42,812,1374.84,Suburban,11,915253.92
Female,84,Yes,High School,Freelancer,50,101230.03,0.03,41414.61,806,1524.03,Suburban,11,673878.17
Male,55,No,Master's,Nurse,30,132288.88,0.03,66860.81,850,1576.42,Rural,6,1000345.76
Male,54,Yes,Master's,Business Owner,33,145105.75,0.08,110896.74,694,2835.02,Urban,7,461109.54
Male,30,Yes,PhD,Doctor,5,155011.04,0.04,135894.22,774,1711.78,Suburban,2,1087081.33
Male,33,Yes,Bachelor's,Lawyer,2,136907.37,0.08,91572.89,710,1631.51,Suburban,6,568269.89
Female,66,Yes,Master's,Software Engineer,41,147301.65,0.05,69227.87,758,2548.06,Urban,3,714591.19
Female,46,Yes,PhD,Retired,23,157116.75,0.07,12443.16,678,2724.92,Suburban,5,408810.88
Male,68,No,High School,Teacher,42,64327.76,0.09,23095.8,669,1349.0,Urban,4,135346.26
Female,61,Yes,Bachelor's,Sales Manager,37,127607.86,0.03,68203.49,842,1111.25,Urban,10,1065761.04
Female,55,Yes,Bachelor's,Doctor,37,182227.32,0.04,70026.92,762,2803.87,Suburban,9,967725.93
Male,39,Yes,Bachelor's,Teacher,16,131181.31,0.03,118798.94,776,2326.02,Urban,2,777745.5
Male,66,Yes,Bachelor's,Nurse,44,85251.84,0.03,12701.97,850,1031.34,Suburban,8,610612.44
Male,37,Yes,High School,Nurse,8,74918.98,0.08,38286.26,690,984.44,Suburban,7,281019.91
Female,79,No,Bachelor's,Lawyer,50,165547.31,0.06,127748.1,701,2578.22,Urban,10,676200.05
Female,74,Yes,Master's,Business Owner,50,168292.35,0.03,65824.99,850,2172.03,Urban,6,1213856.95
Female,52,No,PhD,Teacher,30,100767.72,0.06,40264.25,731,1446.6,Urban,5,392936.02
Male,50,Yes,Bachelor's,Nurse,25,79410.7,0.06,7270.29,736,1025.98,Urban,1,322466.27
Male,83,No,Bachelor's,Engineer,50,102380.77,0.04,48402.31,791,1967.92,Urban,5,509823.06
Female,86,Yes,Bachelor's,Nurse,50,120755.3,0.03,103595.4,824,2503.7,Urban,6,699517.31
Female,53,No,Bachelor's,Accountant,30,87360.26,0.03,51276.99,850,1483.74,Rural,16,562720.41
Female,46,Yes,PhD,Software Engineer,22,134542.32,0.06,65331.48,727,1720.5,Urban,1,578860.69
Female,65,Yes,High School,Business Owner,44,150543.57,0.03,183353.79,811,2799.67,Urban,6,1007106.37
Male,47,Yes,Master's,Lawyer,24,135765.6,0.06,104433.18,749,1712.46,Suburban,3,746103.99
Female,72,Yes,Master's,Engineer,50,129118.41,0.04,80812.3,780,1748.11,Urban,7,760869.96
Female,79,Yes,Bachelor's,Nurse,50,85890.0,0.03,57808.49,835,1485.95,Suburban,7,554196.45
Male,71,No,High School,Engineer,49,128582.23,0.07,47650.23,704,1849.4,Urban,5,456635.9
Female,45,No,PhD,Lawyer,20,180407.33,0.05,101563.56,775,3350.48,Rural,3,835019.06
Male,75,Yes,High School,Accountant,48,103225.16,0.04,5662.13,776,1907.76,Urban,0,475043.47
Male,38,Yes,Bachelor's,Nurse,10,105206.71,0.08,38697.94,677,1227.8,Urban,1,355357.6
Male,85,No,Bachelor's,Accountant,50,154611.94,0.03,83656.31,830,1531.3,Urban,8,1248460.02
Male,52,No,Bachelor's,Teacher,31,92548.85,0.1,61018.16,642,1471.27,Urban,4,256355.03
Male,70,Yes,Master's,Teacher,45,90868.42,0.03,72472.25,850,1100.67,Rural,5,709446.87
Male,28,Yes,Bachelor's,Engineer,2,109228.27,0.06,89721.71,731,2066.4,Suburban,2,417401.11
Female,59,Yes,High School,Doctor,33,136763.47,0.08,34658.72,678,2426.63,Rural,2,361823.36
Male,60,Yes,Bachelor's,Engineer,37,111630.0,0.06,71937.41,735,1242.71,Urban,4,543301.65
Male,34,No,Bachelor's,Software Engineer,7,145258.55,0.11,49430.32,584,1481.53,Urban,0,331214.55
Male,58,Yes,Bachelor's,Nurse,31,112584.74,0.03,93275.24,810,1656.58,Suburban,4,803456.06
Female,53,Yes,Master's,Accountant,34,154249.96,0.03,16689.24,797,2935.84,Urban,5,790902.23
Male,34,Yes,Bachelor's,Nurse,9,106791.82,0.04,46600.72,806,1621.54,Urban,4,622698.64
Male,63,Yes,High School,Lawyer,37,85567.4,0.04,28940.73,774,941.67,Rural,7,533165.03
Female,73,No,Bachelor's,Retired,47,141341.65,0.06,86245.47,717,2402.54,Urban,11,533794.54
Female,51,Yes,Bachelor's,Nurse,25,49673.34,0.06,27819.3,737,773.45,Urban,6,198262.01
Female,32,Yes,Master's,Retired,10,116639.6,0.03,40797.71,837,1062.79,Urban,5,941449.55
Female,49,No,Master's,Retired,19,105764.56,0.07,89176.19,693,2353.51,Rural,2,322001.68
Male,71,No,Master's,Retired,50,140383.31,0.06,34357.08,729,1702.95,Urban,4,595814.98
Female,63,Yes,Bachelor's,Teacher,37,117042.74,0.03,14952.21,841,878.09,Suburban,6,963397.06
Male,30,Yes,Master's,Banker,4,109205.58,0.08,95665.69,692,1256.72,Urban,1,457257.68
Male,77,No,Bachelor's,Software Engineer,50,135145.88,0.03,88532.31,826,1818.08,Rural,6,953208.22
Male,83,Yes,Bachelor's,Banker,50,130611.19,0.03,109873.97,850,1899.67,Suburban,12,950107.92
Female,86,No,Master's,Lawyer,50,205606.06,0.04,90039.78,782,1640.51,Urban,11,1446084.93
Male,64,Yes,PhD,Teacher,41,141099.41,0.03,81200.84,850,2421.04,Urban,7,901423.74
Female,85,Yes,Bachelor's,Engineer,50,60371.26,0.03,76950.11,838,809.24,Urban,9,481648.64
Female,65,No,Bachelor's,Retired,39,110049.41,0.04,9070.24,823,824.14,Urban,5,786836.35
Male,73,Yes,PhD,Software Engineer,50,166387.98,0.03,40241.75,825,2734.42,Urban,7,1036059.45
Female,33,No,Bachelor's,Sales Manager,9,83314.87,0.04,18745.85,773,971.0,Suburban,0,485371.51
Female,79,No,PhD,Retired,50,101135.02,0.03,78633.44,820,1841.41,Suburban,9,631172.29
Female,52,No,Bachelor's,Sales Manager,28,109893.59,0.06,48246.3,727,1610.79,Rural,7,447032.89
Male,50,Yes,PhD,Nurse,26,116863.86,0.07,28460.48,707,1126.8,Urban,3,498434.0
Female,39,Yes,Master's,Software Engineer,16,143962.67,0.03,40958.8,827,1929.99,Suburban,6,1004096.96
Male,55,No,Master's,Engineer,33,103920.7,0.07,79256.38,690,2050.52,Urban,1,335330.46
Female,85,Yes,Bachelor's,Banker,50,161284.38,0.03,70308.86,809,3252.62,Urban,9,821447.08
Female,71,No,Master's,Lawyer,47,111464.98,0.03,37377.81,830,1705.59,Urban,8,734425.38
Male,67,Yes,PhD,Retired,44,90634.74,0.03,66251.02,843,1624.82,Rural,8,576592.75
Female,59,No,PhD,Business Owner,35,123665.08,0.06,17009.61,737,1612.26,Suburban,4,519493.22
Female,82,No,Bachelor's,Banker,50,171262.24,0.04,132928.34,770,1912.57,Suburban,6,1202024.16
Female,79,Yes,Master's,Doctor,50,180818.33,0.03,78230.38,831,2842.49,Urban,12,1191029.35
Male,52,No,Master's,Banker,30,122728.7,0.06,47426.58,737,1871.2,Rural,8,487295.94
Male,61,No,Master's,Retired,39,138017.86,0.05,80742.95,766,1234.45,Rural,8,862617.03
Female,57,Yes,Bachelor's,Lawyer,35,133208.47,0.03,130332.5,850,1121.78,Suburban,4,1180741.98
Female,64,Yes,High School,Retired,37,126307.5,0.07,68847.72,699,1343.56,Urban,6,549376.13
Female,45,Yes,Master's,Sales Manager,16,130503.06,0.04,46888.44,786,2399.47,Urban,4,664581.86
Male,83,No,Bachelor's,Doctor,50,188275.46,0.03,63806.92,850,3638.88,Urban,7,1061407.73
Male,84,No,PhD,Nurse,50,59911.43,0.05,26646.17,757,1122.65,Urban,12,261904.08
Female,62,Yes,Bachelor's,Lawyer,35,85795.72,0.05,34939.58,762,1089.77,Rural,9,453977.27
Female,75,No,Bachelor's,Doctor,50,177185.64,0.03,15818.88,827,1168.12,Urban,7,1417757.48
Male,64,Yes,Master's,Business Owner,36,162849.23,0.03,117069.16,808,1218.01,Urban,7,1436496.49
Female,68,Yes,Bachelor's,Nurse,42,94274.9,0.03,78841.69,814,693.21,Rural,7,832457.49
Female,33,No,Bachelor's,Freelancer,12,113298.53,0.06,15471.05,715,2449.03,Urban,0,287207.61
Male,46,No,PhD,Software Engineer,17,106054.6,0.07,5399.41,689,897.38,Rural,7,453356.3
Male,49,Yes,Bachelor's,Business Owner,24,101262.97,0.12,68044.52,594,1928.14,Urban,4,175931.74
Male,84,Yes,PhD,Sales Manager,50,183122.56,0.03,115511.28,850,3507.48,Rural,12,1093353.22
Female,59,Yes,PhD,Banker,29,141637.51,0.03,19718.11,800,2817.73,Suburban,5,685289.77
Male,54,Yes,Bachelor's,Retired,31,75272.66,0.03,11575.87,850,864.21,Suburban,4,550505.85
Male,86,Yes,PhD,Freelancer,50,152484.93,0.06,38414.84,742,1983.52,Urban,6,759809.75
Female,43,No,Bachelor's,Nurse,16,104099.99,0.03,39541.65,847,2175.97,Urban,0,552233.43
Male,53,Yes,High School,Teacher,29,118712.42,0.05,56072.43,744,962.48,Urban,5,761593.88
Male,66,No,Master's,Business Owner,47,196674.32,0.03,112830.37,850,2126.44,Urban,6,1552172.28
Male,31,No,Bachelor's,Freelancer,9,132227.19,0.04,39930.09,819,1317.7,Suburban,1,903179.11
Female,43,Yes,Master's,Retired,21,131167.22,0.06,123741.06,732,1290.01,Urban,4,693855.91
Female,79,No,Master's,Sales Manager,50,160162.12,0.05,124132.47,800,2585.68,Rural,9,854173.67
Male,76,Yes,Bachelor's,Retired,50,95296.82,0.03,96705.25,811,1841.17,Suburban,7,572403.81
Female,46,Yes,High School,Nurse,27,88366.26,0.03,74476.09,804,812.48,Urban,3,676862.25
Female,55,No,Master's,Business Owner,29,164951.28,0.09,100065.82,628,2021.29,Urban,4,571739.75
Male,84,No,Master's,Software Engineer,50,60999.71,0.08,56657.12,692,730.64,Suburban,6,250967.06
Male,44,Yes,High School,Nurse,26,80431.48,0.09,88108.3,661,688.9,Urban,4,346369.99
Male,72,No,Bachelor's,Accountant,50,135339.52,0.06,89441.62,759,1739.8,Urban,13,704618.5
Male,29,No,Bachelor's,Accountant,4,67662.75,0.08,29655.15,651,1294.79,Rural,1,172754.68
Female,29,Yes,High School,Teacher,8,51362.08,0.05,34067.83,734,1226.98,Rural,3,154901.28
Female,51,Yes,Bachelor's,Nurse,28,117513.33,0.05,15721.65,775,1713.55,Urban,3,595084.14
Male,81,Yes,High School,Accountant,50,60664.64,0.03,5000.0,814,1206.35,Urban,15,293292.42
Male,82,No,Bachelor's,Sales Manager,50,134832.45,0.03,53808.97,850,2256.83,Urban,12,851045.63
Male,54,Yes,Bachelor's,Business Owner,32,130362.62,0.04,85759.23,782,1243.34,Urban,3,926513.84
Female,31,No,Master's,Accountant,8,95276.97,0.06,29086.05,729,1725.64,Urban,3,326795.53
Male,75,Yes,Bachelor's,Retired,50,120856.87,0.06,61265.94,723,2110.7,Urban,7,430797.2
Female,86,Yes,Bachelor's,Accountant,50,135029.74,0.06,123918.28,742,1246.15,Suburban,7,828593.51
Male,63,Yes,Master's,Accountant,39,96333.7,0.04,75478.45,801,546.6,Rural,4,749599.68
Female,47,Yes,High School,Sales Manager,21,141513.01,0.03,93768.06,791,1672.76,Urban,9,1029182.31
Female,39,Yes,Bachelor's,Software Engineer,12,65574.33,0.03,38152.05,788,1352.5,Rural,1,333052.65
Male,81,No,Master's,Sales Manager,50,178625.83,0.03,46235.66,806,1915.05,Suburban,11,1240243.44
Female,55,Yes,Bachelor's,Banker,37,127991.4,0.05,72333.4,744,1425.83,Urban,8,768655.4
Female,56,Yes,Master's,Doctor,33,164774.76,0.06,54376.73,715,1975.53,Urban,5,688216.69
Male,79,Yes,Bachelor's,Teacher,50,136726.48,0.05,23996.77,745,2691.57,Urban,5,526024.94
Female,73,Yes,High School,Engineer,42,142677.59,0.08,130372.63,658,1319.23,Urban,5,608400.49
Male,60,Yes,Master's,Freelancer,38,131594.72,0.1,39681.03,615,2933.65,Rural,6,150584.01
Female,76,Yes,Master's,Teacher,50,195977.82,0.03,86457.42,836,3205.71,Urban,10,1239417.67
Male,83,No,Master's,Engineer,50,176989.82,0.03,135689.67,792,1602.55,Urban,6,1424223.64
Female,45,No,Bachelor's,Freelancer,21,78882.19,0.03,80045.41,826,1134.21,Urban,5,553855.9
Female,39,No,Master's,Teacher,12,67538.65,0.05,5000.0,747,1116.7,Urban,2,316582.76
Female,84,No,Bachelor's,Lawyer,50,191608.45,0.03,70923.86,850,3852.74,Urban,10,1050739.55
Female,37,Yes,Bachelor's,Freelancer,17,75138.75,0.07,56867.44,682,1493.87,Rural,3,240674.94
Female,51,No,Bachelor's,Software Engineer,25,118218.26,0.07,29778.32,726,2006.06,Urban,4,393141.01
Male,74,Yes,High School,Sales Manager,50,128024.61,0.05,48668.81,763,1128.65,Urban,10,766516.95
Female,44,No,Bachelor's,Banker,24,117920.34,0.06,39204.42,726,1803.69,Rural,3,455848.37
Female,85,Yes,High School,Doctor,50,164470.45,0.03,86700.48,849,2785.16,Suburban,8,1051531.69
Female,70,Yes,Bachelor's,Retired,44,158399.18,0.05,115771.21,763,3466.25,Urban,7,685445.2
Female,59,Yes,PhD,Banker,34,125097.37,0.05,105653.63,739,1515.29,Rural,5,655821.48
Female,83,No,Bachelor's,Banker,50,117243.73,0.03,100044.19,825,2175.91,Suburban,14,699852.99
Female,52,No,Bachelor's,Lawyer,29,137686.23,0.03,96701.79,819,2254.01,Urban,4,898982.68
Male,79,Yes,High School,Banker,50,97399.49,0.03,71214.53,812,1719.81,Suburban,10,625880.94
Male,34,Yes,Master's,Retired,6,98347.28,0.11,70218.06,580,1611.2,Urban,2,206838.62
Male,47,Yes,Bachelor's,Retired,25,34036.3,0.08,5000.0,698,971.03,Urban,2,43797.77
Male,56,Yes,Master's,Teacher,35,155822.78,0.03,161944.52,822,2839.1,Urban,9,1010394.94
Female,46,Yes,Bachelor's,Software Engineer,19,89027.61,0.06,46668.68,716,1703.78,Urban,3,295482.89
Male,38,No,PhD,Engineer,11,144820.91,0.06,62119.91,767,2262.84,Urban,5,687866.76
Male,60,No,Bachelor's,Nurse,33,83356.69,0.03,68620.07,822,484.77,Urban,4,737817.48
Female,77,No,High School,Business Owner,50,192717.92,0.04,144196.96,760,3862.91,Urban,8,931881.45
Male,82,No,Master's,Nurse,50,110526.14,0.03,71971.9,850,1820.33,Urban,10,732526.71
Male,81,No,Master's,Nurse,50,106811.44,0.03,89929.83,850,1740.0,Rural,5,732825.54
Male,42,No,Master's,Freelancer,16,75793.77,0.03,24439.67,799,1258.24,Urban,3,459126.19
Male,58,Yes,Bachelor's,Banker,30,105647.8,0.08,91313.4,678,1836.66,Urban,2,356382.94
Female,40,Yes,Master's,Accountant,13,95145.43,0.06,45897.94,693,1662.8,Suburban,3,342936.07
Female,83,No,Master's,Freelancer,50,143753.18,0.03,174011.64,811,2402.66,Suburban,13,983421.51
Female,86,No,Bachelor's,Software Engineer,50,171807.83,0.03,57229.67,803,2268.56,Rural,12,1185730.46
Male,75,Yes,High School,Lawyer,47,150267.45,0.03,23983.06,850,1434.5,Urban,10,1168811.22
Female,46,Yes,Bachelor's,Nurse,24,86456.23,0.07,36330.09,703,1017.37,Urban,4,370667.14
Male,33,Yes,Bachelor's,Engineer,13,79496.74,0.08,53259.56,685,1203.7,Rural,2,294618.6
Male,55,Yes,Bachelor's,Freelancer,28,136867.62,0.04,88366.73,744,2449.18,Urban,7,706474.79
Male,49,Yes,PhD,Business Owner,26,158597.09,0.03,81653.32,808,1645.62,Urban,4,1187920.3
Male,55,Yes,Master's,Sales Manager,28,126306.68,0.05,44458.75,761,863.16,Urban,7,799476.63
Male,43,Yes,Bachelor's,Engineer,18,111500.68,0.03,5000.0,832,1510.18,Urban,9,748750.44
Male,77,Yes,Bachelor's,Business Owner,50,191212.67,0.03,51314.01,850,2112.45,Urban,6,1439997.21
Female,60,Yes,Bachelor's,Business Owner,32,149018.44,0.03,86220.39,835,1463.24,Suburban,5,1211887.07
Male,77,Yes,Bachelor's,Retired,50,127592.25,0.05,86447.86,776,1997.72,Urban,8,658467.25
Male,68,No,PhD,Sales Manager,40,140904.01,0.03,128050.78,822,2830.8,Urban,14,823702.61
Male,72,No,Bachelor's,Engineer,50,116734.34,0.06,66212.75,732,1222.82,Urban,7,561231.03
Female,75,Yes,Bachelor's,Teacher,50,106905.53,0.03,17698.98,840,1735.84,Urban,15,662510.0
Male,81,No,Bachelor's,Teacher,50,135915.65,0.03,48654.68,814,2076.66,Urban,8,802182.73
Female,78,No,Master's,Doctor,50,148904.76,0.03,146058.33,832,1872.27,Suburban,11,1173583.1
Female,53,No,Bachelor's,Lawyer,33,92396.32,0.08,24119.96,664,916.45,Urban,5,350164.48
Male,50,Yes,Bachelor's,Doctor,31,136804.79,0.08,51047.77,697,1497.5,Urban,6,544676.69
Male,28,No,Master's,Retired,5,95281.07,0.07,87784.71,690,671.13,Suburban,2,497637.96
Male,56,No,Bachelor's,Software Engineer,31,106986.4,0.06,56573.6,735,1466.5,Urban,6,470525.03
Female,35,Yes,Master's,Lawyer,12,162072.15,0.05,56757.01,766,2972.93,Suburban,0,756459.4
Male,69,No,Master's,Software Engineer,44,187186.9,0.03,128661.72,849,3370.05,Rural,5,1179267.62
Male,66,Yes,Bachelor's,Sales Manager,48,149532.85,0.04,81734.67,765,1908.43,Rural,6,935922.02
Male,30,Yes,Master's,Accountant,6,93384.42,0.03,60979.72,811,1465.27,Urban,3,618011.33
Female,40,Yes,Bachelor's,Business Owner,17,116517.07,0.09,27459.1,633,1589.33,Urban,1,345752.37
Male,47,No,Bachelor's,Lawyer,25,148592.64,0.05,121177.8,756,2222.3,Suburban,4,826762.79
Male,70,No,Master's,Retired,44,146288.51,0.06,164477.87,759,989.91,Suburban,9,1010403.44
Female,82,No,Bachelor's,Banker,50,130087.34,0.05,23775.82,727,3061.67,Urban,3,338947.92
Female,79,No,Master's,Accountant,50,135429.67,0.07,70975.64,718,2507.21,Urban,8,441618.02
Female,32,Yes,Bachelor's,Sales Manager,6,102716.22,0.03,89034.88,797,2030.87,Suburban,3,561319.84
Male,72,Yes,Master's,Engineer,50,104691.12,0.03,58752.22,817,891.94,Urban,6,881842.11
Female,39,No,High School,Retired,18,64232.58,0.05,20225.08,733,379.65,Urban,3,380766.28
Female,75,No,Bachelor's,Lawyer,50,135338.99,0.03,86102.67,842,1859.57,Urban,8,974993.36
Male,44,No,Master's,Sales Manager,23,137261.74,0.07,91983.5,685,1956.24,Urban,3,527544.45
Female,41,No,Master's,Doctor,22,127666.94,0.1,91273.61,624,805.11,Suburban,2,489389.87
Male,80,No,Master's,Accountant,50,164101.84,0.06,104843.68,734,1152.24,Urban,11,918765.48
Female,53,No,Master's,Doctor,29,129989.27,0.03,123802.72,850,1085.75,Urban,7,1150942.46
Male,57,Yes,Bachelor's,Nurse,34,96532.93,0.06,119295.07,733,1513.47,Suburban,4,444802.53
Female,69,No,Master's,Software Engineer,41,160149.74,0.03,149842.92,838,1639.17,Urban,4,1343789.63
Male,72,No,Master's,Lawyer,50,186463.18,0.03,36806.16,841,1916.96,Urban,8,1424917.44
Female,59,Yes,Bachelor's,Nurse,38,79372.97,0.07,60349.41,697,1879.29,Urban,6,216256.39
Male,57,No,Bachelor's,Freelancer,38,61301.1,0.08,5000.0,684,1364.4,Urban,7,131913.45
Female,39,No,Bachelor's,Banker,15,68323.87,0.08,63960.94,682,1539.25,Suburban,5,201919.74
Female,63,No,Bachelor's,Doctor,43,177694.17,0.05,111825.96,772,2692.9,Urban,7,954711.51
Male,46,No,PhD,Doctor,27,124176.76,0.07,43067.4,690,1387.53,Urban,3,500981.34
Female,71,Yes,High School,Banker,47,108594.71,0.04,58955.49,762,1127.47,Urban,4,739901.74
Female,52,Yes,Master's,Lawyer,31,158742.67,0.07,87088.43,698,2470.08,Suburban,4,593216.49
Male,60,No,PhD,Retired,34,194889.74,0.03,9746.79,845,3293.3,Urban,8,1154682.74
Male,69,No,Master's,Banker,47,166792.61,0.06,106867.17,726,2269.89,Suburban,10,766098.03
Female,48,No,Bachelor's,Engineer,19,131596.46,0.05,63048.36,738,2050.41,Urban,4,553488.82
Male,85,Yes,Bachelor's,Software Engineer,50,121875.42,0.03,68749.15,840,2232.46,Urban,10,743713.85
Male,29,No,High School,Business Owner,4,89575.69,0.05,64937.23,755,705.92,Urban,2,596139.92
Male,64,Yes,High School,Freelancer,41,64252.63,0.04,48123.85,811,1132.51,Urban,7,369736.99
Male,48,Yes,Bachelor's,Teacher,20,110674.69,0.06,43423.65,712,1201.31,Urban,4,525463.26
Male,53,Yes,PhD,Nurse,32,135357.81,0.05,175580.62,766,1385.93,Urban,4,913921.3
Male,59,Yes,PhD,Lawyer,38,160279.59,0.04,103894.99,791,1429.86,Urban,10,1122382.11
Female,54,Yes,PhD,Retired,35,122220.79,0.07,22835.07,676,2274.96,Urban,5,315128.77
Female,44,Yes,Master's,Freelancer,21,132760.5,0.05,21549.94,733,2869.2,Urban,3,375874.55
Male,31,No,Master's,Retired,9,138180.35,0.09,83755.26,637,2481.01,Suburban,0,377737.76
Female,66,Yes,Bachelor's,Software Engineer,41,134105.04,0.07,109074.64,685,1320.77,Suburban,7,619530.47
