Division,District,Market,Crop,Variety,Group,Arrivals (Tonnes),Min Price (BDT/Quintal),Max Price (BDT/Quintal),Price (BDT/Quintal),Reported Date,Quality_Grade,Market_Demand,Stock_Availability,Market_Type,Season
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-9,Pulses,4,2160,2340,2250,10/9/2023,Grade B,Medium,Medium,Wholesale,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Lentil,BARI Masur-9,Pulses,17,5520,5980,5750,1/14/2021,Grade A,Low,Low,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-8,Pulses,76,2009,2177,2093,4/23/2022,Grade C,Medium,High,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-9,Pulses,90,4427,4795,4611,5/18/2024,Grade A,Medium,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Lentil,BARI Masur-8,Pulses,533,5141,5569,5355,1/4/2023,Grade B,High,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-8,Pulses,19.9,4274,4630,4452,7/3/2024,Grade A,Medium,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-9,Pulses,2,1761,1907,1834,9/11/2021,Grade A,High,High,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-9,Pulses,559.8,4152,4498,4325,11/22/2024,Grade A,Medium,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Lentil,BARI Masur-9,Pulses,171,4884,5292,5088,8/9/2023,Grade A,Low,High,Retail,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Lentil,BARI Masur-8,Pulses,133,5993,6493,6243,11/17/2021,Grade A,Medium,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-8,Pulses,130,8904,9646,9275,5/15/2023,Grade A,Low,Medium,Wholesale,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Lentil,BARI Masur-8,Pulses,15,8170,8850,8510,10/22/2024,Grade C,Medium,Medium,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Lentil,BARI Masur-8,Pulses,100,4535,4913,4724,5/30/2020,Grade C,Low,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-9,Pulses,250.2,2296,2488,2392,3/11/2024,Grade C,Low,High,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Lentil,BARI Masur-8,Pulses,2,1289,1397,1343,6/7/2022,Grade B,High,High,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Lentil,BARI Masur-8,Pulses,22,8043,8713,8378,9/19/2023,Premium,Medium,High,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Lentil,BARI Masur-9,Pulses,13,2312,2504,2408,5/2/2022,Premium,Low,Medium,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Lentil,BARI Masur-9,Pulses,1,1089,1179,1134,10/24/2020,Grade A,Low,High,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Lentil,BARI Masur-8,Pulses,241.9,11194,12126,11660,5/14/2024,Grade A,High,Low,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-9,Pulses,43,4732,5126,4929,12/4/2023,Grade A,Low,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-8,Pulses,525,4346,4708,4527,11/30/2023,Grade C,Medium,Low,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Lentil,BARI Masur-8,Pulses,8,2376,2574,2475,8/14/2024,Grade B,Medium,Low,Retail,Winter
Barishal,Bhola,Bhola Bazar,Lentil,BARI Masur-8,Pulses,3,5294,5736,5515,1/14/2022,Grade C,Low,High,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-9,Pulses,14,6065,6571,6318,7/23/2022,Grade A,Medium,Medium,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Lentil,BARI Masur-9,Pulses,20,2164,2344,2254,2/6/2023,Grade C,Medium,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-8,Pulses,4,1639,1775,1707,5/28/2021,Grade A,Medium,High,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-8,Pulses,9.6,2533,2745,2639,4/5/2024,Grade A,High,High,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Lentil,BARI Masur-8,Pulses,5,1524,1650,1587,6/16/2020,Grade C,Low,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-8,Pulses,1,2016,2184,2100,2/8/2020,Grade B,Medium,High,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-9,Pulses,145,5232,5668,5450,5/13/2020,Grade B,High,Medium,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-9,Pulses,3,2269,2459,2364,11/15/2022,Grade A,High,Medium,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-8,Pulses,9,4387,4753,4570,7/3/2023,Grade B,High,High,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Lentil,BARI Masur-9,Pulses,28,1958,2122,2040,12/15/2021,Grade A,High,Medium,Retail,Winter
Khulna,Satkhira,Satkhira Market,Lentil,BARI Masur-9,Pulses,45,4128,4472,4300,5/14/2024,Grade B,Low,High,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Lentil,BARI Masur-8,Pulses,140,8044,8714,8379,3/21/2023,Grade A,Medium,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Lentil,BARI Masur-9,Pulses,25,3588,3888,3738,10/3/2020,Grade A,Low,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Lentil,BARI Masur-8,Pulses,8,949,1029,989,12/30/2020,Grade C,High,High,Wholesale,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Lentil,BARI Masur-8,Pulses,83,7581,8213,7897,5/21/2023,Grade A,Low,Medium,Wholesale,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Lentil,BARI Masur-9,Pulses,47,3320,3596,3458,8/24/2020,Grade B,High,Low,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Lentil,BARI Masur-8,Pulses,200,6975,7557,7266,7/27/2022,Grade A,Medium,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Lentil,BARI Masur-8,Pulses,140,4987,5403,5195,1/14/2023,Grade B,Medium,Medium,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Lentil,BARI Masur-9,Pulses,200,5693,6167,5930,6/10/2022,Grade B,Medium,High,Retail,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Lentil,BARI Masur-9,Pulses,250,1992,2158,2075,3/11/2022,Grade C,Medium,Medium,Retail,Winter
Chattogram,Noakhali,Maijdee Bazar,Lentil,BARI Masur-9,Pulses,29,2256,2444,2350,2/26/2021,Grade B,High,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-9,Pulses,69,5226,5662,5444,2/4/2020,Premium,Medium,Medium,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Lentil,BARI Masur-8,Pulses,750,5546,6008,5777,11/18/2021,Grade A,High,Low,Wholesale,Winter
Khulna,Khulna,Khulna New Market,Lentil,BARI Masur-9,Pulses,8,4128,4472,4300,1/8/2024,Grade B,Medium,Low,Retail,Winter
Barishal,Bhola,Bhola Bazar,Lentil,BARI Masur-9,Pulses,13.4,11295,12237,11766,6/22/2024,Grade A,Low,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-9,Pulses,4.5,2264,2452,2358,3/11/2024,Grade A,Low,High,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-9,Pulses,7,2230,2416,2323,6/28/2023,Grade C,Medium,Low,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-9,Pulses,5,1987,2153,2070,7/13/2022,Grade B,Medium,Low,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-8,Pulses,5,1236,1340,1288,2/12/2020,Grade C,Medium,High,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-9,Pulses,26,3202,3468,3335,2/11/2020,Grade C,Low,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Lentil,BARI Masur-8,Pulses,40,4944,5356,5150,12/29/2022,Grade B,High,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-8,Pulses,0.8,2181,2363,2272,8/30/2024,Grade C,Medium,Low,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Lentil,BARI Masur-8,Pulses,5,1685,1825,1755,1/5/2022,Grade B,High,High,Wholesale,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Lentil,BARI Masur-9,Pulses,250,4104,4446,4275,3/13/2024,Grade B,Medium,Medium,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Lentil,BARI Masur-8,Pulses,80,6238,6758,6498,6/18/2021,Grade A,High,Medium,Retail,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Lentil,BARI Masur-8,Pulses,93,5299,5741,5520,6/11/2022,Grade C,Medium,Low,Retail,Winter
Khulna,Jashore,Jashore Bazar,Lentil,BARI Masur-9,Pulses,13,11184,12116,11650,6/3/2024,Grade B,Low,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-9,Pulses,35,4524,4900,4712,10/3/2024,Premium,High,Low,Wholesale,Winter
Khulna,Jashore,Jashore Bazar,Lentil,BARI Masur-8,Pulses,109,6749,7311,7030,7/28/2023,Grade B,High,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-8,Pulses,85,3312,3588,3450,8/17/2020,Grade B,High,Low,Retail,Winter
Barishal,Bhola,Bhola Bazar,Lentil,BARI Masur-9,Pulses,2,1608,1742,1675,5/26/2020,Grade B,High,Medium,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-8,Pulses,128.7,11112,12038,11575,6/12/2024,Grade B,High,High,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-9,Pulses,0.84,10508,11384,10946,7/12/2024,Grade B,High,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-9,Pulses,17.4,9667,10473,10070,3/11/2024,Grade A,Low,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-8,Pulses,5,1984,2150,2067,1/24/2020,Grade A,Low,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-9,Pulses,25,5832,6318,6075,2/8/2022,Grade B,Low,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-8,Pulses,27,6284,6808,6546,12/9/2021,Grade A,High,Medium,Retail,Winter
Chattogram,Cumilla,Kandirpar Market,Lentil,BARI Masur-9,Pulses,92,6240,6760,6500,5/11/2022,Grade B,High,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Lentil,BARI Masur-9,Pulses,2.3,10404,11270,10837,7/6/2024,Grade B,Medium,Medium,Wholesale,Winter
Rajshahi,Pabna,Pabna Sadar Market,Lentil,BARI Masur-8,Pulses,285,4834,5236,5035,2/3/2020,Grade A,Low,Medium,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-8,Pulses,22,6685,7243,6964,4/26/2021,Grade A,High,Low,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Lentil,BARI Masur-8,Pulses,215,4512,4888,4700,2/1/2020,Grade B,High,High,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Lentil,BARI Masur-9,Pulses,25,7968,8632,8300,12/19/2022,Grade B,Medium,Medium,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Lentil,BARI Masur-9,Pulses,125,6129,6639,6384,7/9/2020,Premium,Low,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-9,Pulses,53,1781,1929,1855,9/3/2021,Grade A,High,High,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Lentil,BARI Masur-9,Pulses,10,2473,2679,2576,1/8/2020,Premium,Medium,Medium,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Lentil,BARI Masur-8,Pulses,550,7337,7949,7643,4/12/2022,Grade A,Medium,Low,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Lentil,BARI Masur-8,Pulses,102,1546,1674,1610,3/15/2021,Grade B,Low,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-9,Pulses,35,5006,5424,5215,1/9/2023,Grade B,Low,Low,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-8,Pulses,5,1236,1338,1287,3/3/2022,Grade B,Medium,Low,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-8,Pulses,10,6290,6814,6552,2/3/2022,Premium,High,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-8,Pulses,30,6432,6968,6700,5/14/2022,Grade B,Low,High,Retail,Winter
Khulna,Satkhira,Satkhira Market,Lentil,BARI Masur-9,Pulses,40,3533,3827,3680,11/8/2021,Grade C,Low,High,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-8,Pulses,20,6920,7496,7208,1/20/2023,Grade A,High,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-9,Pulses,50,12008,13008,12508,10/19/2023,Grade A,Low,High,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-8,Pulses,34,4992,5408,5200,6/13/2020,Grade B,Low,High,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-8,Pulses,17,10748,11644,11196,8/28/2023,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-9,Pulses,517,5904,6396,6150,5/25/2021,Grade B,Medium,High,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Lentil,BARI Masur-9,Pulses,8,2493,2701,2597,9/18/2023,Grade A,Medium,Medium,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-9,Pulses,47,8125,8803,8464,2/7/2024,Grade C,Medium,Low,Wholesale,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-9,Pulses,40,5209,5643,5426,2/27/2021,Premium,Low,Low,Retail,Winter
Khulna,Khulna,Khulna New Market,Lentil,BARI Masur-8,Pulses,8.8,3989,4321,4155,6/5/2024,Grade B,Medium,Low,Wholesale,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Lentil,BARI Masur-8,Pulses,800,3844,4164,4004,10/7/2020,Premium,Low,Medium,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Lentil,BARI Masur-9,Pulses,3,2192,2374,2283,7/8/2024,Grade C,Medium,High,Retail,Winter
Barishal,Bhola,Bhola Bazar,Lentil,BARI Masur-9,Pulses,3,2402,2602,2502,8/12/2022,Grade A,Low,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-8,Pulses,250,3336,3614,3475,10/5/2020,Grade B,Medium,Low,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Lentil,BARI Masur-8,Pulses,4,11194,12126,11660,5/10/2022,Grade A,Low,Medium,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Lentil,BARI Masur-9,Pulses,1.8,2225,2411,2318,8/5/2024,Grade C,Low,High,Retail,Winter
Barishal,Bhola,Bhola Bazar,Lentil,BARI Masur-8,Pulses,12,1807,1957,1882,8/24/2021,Grade A,Low,High,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-9,Pulses,105,1899,2057,1978,5/6/2022,Grade C,High,Medium,Retail,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Lentil,BARI Masur-8,Pulses,95,1644,1780,1712,8/27/2020,Grade A,High,Medium,Wholesale,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Lentil,BARI Masur-8,Pulses,40,12288,13312,12800,9/8/2023,Grade A,Medium,High,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-9,Pulses,525,4704,5096,4900,11/23/2023,Grade B,High,High,Wholesale,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Lentil,BARI Masur-9,Pulses,17,6580,7128,6854,3/2/2023,Grade C,High,High,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Lentil,BARI Masur-9,Pulses,31,3240,3510,3375,9/1/2020,Grade C,Low,Low,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Lentil,BARI Masur-9,Pulses,5,1656,1794,1725,9/18/2021,Grade B,High,Low,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Lentil,BARI Masur-9,Pulses,6,6518,7062,6790,2/25/2022,Grade B,Medium,Low,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-8,Pulses,3,8335,9029,8682,4/27/2023,Grade A,Medium,High,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-8,Pulses,1,2035,2205,2120,3/21/2020,Grade A,Medium,Medium,Retail,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Lentil,BARI Masur-9,Pulses,80,4732,5126,4929,7/19/2023,Grade A,Low,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-8,Pulses,12.03,4654,5042,4848,9/8/2023,Grade B,Low,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-8,Pulses,30,6477,7017,6747,9/23/2020,Grade B,Medium,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-9,Pulses,1,6497,7039,6768,4/21/2022,Grade B,Medium,Medium,Wholesale,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Lentil,BARI Masur-9,Pulses,220,6650,7204,6927,2/10/2021,Grade A,Medium,Low,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Lentil,BARI Masur-8,Pulses,10,1517,1643,1580,1/23/2020,Premium,Medium,Low,Wholesale,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-8,Pulses,1.04,10990,11906,11448,7/19/2024,Grade A,Medium,High,Retail,Winter
Chattogram,Chattogram,Agrabad Market,Lentil,BARI Masur-9,Pulses,120,6091,6599,6345,2/15/2022,Grade B,High,Low,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-8,Pulses,5,5616,6084,5850,9/11/2020,Grade B,Low,Medium,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Lentil,BARI Masur-8,Pulses,90,7530,8158,7844,6/8/2023,Grade A,Medium,High,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Lentil,BARI Masur-9,Pulses,4.5,2304,2496,2400,5/9/2024,Grade B,High,Medium,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Lentil,BARI Masur-8,Pulses,280,4292,4650,4471,9/8/2023,Grade C,Medium,Medium,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Lentil,BARI Masur-9,Pulses,1,1128,1222,1175,2/25/2020,Grade B,High,High,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-9,Pulses,10,5061,5483,5272,8/3/2022,Grade C,Medium,High,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Lentil,BARI Masur-8,Pulses,27.5,9464,10252,9858,11/26/2024,Grade A,Medium,High,Wholesale,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-8,Pulses,4,4181,4529,4355,1/31/2020,Grade B,Medium,Low,Retail,Winter
Khulna,Jashore,Jashore Bazar,Lentil,BARI Masur-9,Pulses,5.9,9627,10429,10028,5/3/2024,Grade C,Low,High,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Lentil,BARI Masur-8,Pulses,77,5655,6127,5891,11/25/2022,Premium,Medium,Low,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Lentil,BARI Masur-9,Pulses,10,2320,2514,2417,8/5/2022,Grade A,Low,Medium,Wholesale,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-8,Pulses,11,5616,6084,5850,4/22/2022,Grade B,High,High,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-8,Pulses,1,9600,10400,10000,9/20/2023,Grade B,Low,High,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-8,Pulses,1,4519,4895,4707,8/31/2023,Grade B,Medium,Low,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Lentil,BARI Masur-8,Pulses,407,5088,5512,5300,12/21/2022,Grade B,High,Medium,Retail,Winter
Dhaka,Tangail,Tangail Sadar Market,Lentil,BARI Masur-9,Pulses,2.2,2031,2201,2116,8/5/2024,Grade C,Medium,Medium,Retail,Winter
Rajshahi,Bogura,Satmatha Market,Lentil,BARI Masur-8,Pulses,300,4344,4706,4525,5/7/2024,Grade B,Medium,High,Retail,Winter
Barishal,Bhola,Bhola Bazar,Lentil,BARI Masur-9,Pulses,22,4368,4732,4550,2/8/2020,Grade B,High,High,Retail,Winter
Rajshahi,Rajshahi,Shaheb Bazar,Lentil,BARI Masur-9,Pulses,6,9667,10473,10070,11/16/2024,Grade A,High,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-9,Pulses,6,1236,1338,1287,12/6/2021,Grade B,Medium,Low,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Lentil,BARI Masur-9,Pulses,171,7059,7647,7353,2/22/2022,Premium,Medium,Low,Retail,Winter
Barishal,Patuakhali,Patuakhali Sadar Market,Lentil,BARI Masur-9,Pulses,72,4582,4964,4773,2/17/2021,Grade A,Medium,Medium,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-8,Pulses,40,9360,10140,9750,7/15/2023,Grade B,Low,Medium,Retail,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Lentil,BARI Masur-8,Pulses,21,5800,6284,6042,12/20/2021,Grade A,High,Low,Wholesale,Winter
Chattogram,Feni,Feni Sadar Market,Lentil,BARI Masur-8,Pulses,282,4630,5016,4823,10/22/2021,Grade A,Medium,Low,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Lentil,BARI Masur-8,Pulses,2,7242,7846,7544,1/16/2024,Grade C,High,Medium,Wholesale,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Lentil,BARI Masur-9,Pulses,7,2086,2260,2173,5/5/2022,Grade A,Medium,Low,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Lentil,BARI Masur-8,Pulses,19,1883,2039,1961,4/13/2023,Grade C,Medium,Medium,Wholesale,Winter
Chattogram,Cox's Bazar,Cox's Bazar Market,Lentil,BARI Masur-8,Pulses,10,4086,4426,4256,2/11/2021,Premium,Medium,High,Wholesale,Winter
Khulna,Kushtia,Kushtia Boro Bazar,Lentil,BARI Masur-8,Pulses,4,5699,6173,5936,8/12/2020,Grade A,Medium,High,Wholesale,Winter
Rajshahi,Naogaon,Naogaon Sadar Market,Lentil,BARI Masur-8,Pulses,16,11809,12793,12301,11/6/2023,Grade A,Medium,Low,Retail,Winter
Dhaka,Dhaka,Karwan Bazar,Lentil,BARI Masur-8,Pulses,2,1236,1340,1288,3/22/2022,Grade C,Low,Low,Wholesale,Winter
Khulna,Satkhira,Satkhira Market,Lentil,BARI Masur-9,Pulses,25,4070,4410,4240,1/30/2024,Grade A,Low,Medium,Retail,Winter
Barishal,Barishal,Nathullabad Market,Lentil,BARI Masur-9,Pulses,39.6,4314,4674,4494,7/22/2024,Grade A,Medium,Low,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Lentil,BARI Masur-8,Pulses,197,4704,5096,4900,3/6/2021,Grade B,Medium,Medium,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Lentil,BARI Masur-9,Pulses,60,1590,1722,1656,4/9/2021,Grade C,High,Low,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-9,Pulses,110,6227,6745,6486,4/12/2021,Grade C,Medium,Medium,Retail,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-8,Pulses,8,5494,5952,5723,3/26/2021,Premium,High,Medium,Retail,Winter
Rajshahi,Pabna,Pabna Sadar Market,Lentil,BARI Masur-9,Pulses,250,4452,4824,4638,2/7/2024,Grade A,Low,Low,Wholesale,Winter
Dhaka,Gazipur,Joydebpur Market,Lentil,BARI Masur-8,Pulses,4,2519,2729,2624,10/29/2022,Grade A,Medium,Medium,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Lentil,BARI Masur-9,Pulses,2,916,992,954,10/28/2020,Grade A,High,Medium,Retail,Winter
Chattogram,Feni,Feni Sadar Market,Lentil,BARI Masur-8,Pulses,46,1899,2057,1978,4/23/2022,Grade C,Low,Low,Wholesale,Winter
Chattogram,Noakhali,Maijdee Bazar,Lentil,BARI Masur-9,Pulses,232,4464,4836,4650,2/16/2021,Grade B,Medium,Medium,Retail,Winter
Dhaka,Narayanganj,Chashara Market,Lentil,BARI Masur-8,Pulses,95,3840,4160,4000,2/2/2021,Grade B,Low,High,Retail,Winter
Dhaka,Manikganj,Manikganj Bazar,Lentil,BARI Masur-8,Pulses,59,5215,5649,5432,11/10/2023,Premium,High,Medium,Wholesale,Winter
Chattogram,Chattogram,Agrabad Market,Lentil,BARI Masur-8,Pulses,33,3709,4019,3864,3/6/2020,Premium,Medium,Low,Wholesale,Winter
Barishal,Bhola,Bhola Bazar,Lentil,BARI Masur-8,Pulses,113,3817,4135,3976,6/3/2020,Premium,High,Low,Wholesale,Winter
Chattogram,Cumilla,Kandirpar Market,Lentil,BARI Masur-8,Pulses,3,1160,1256,1208,11/26/2020,Grade A,Medium,Low,Wholesale,Winter
Barishal,Barishal,Nathullabad Market,Maize,Hybrid,Cereals,7,5376,5824,5600,8/20/2020,Grade B,Medium,Medium,Retail,Summer
Dhaka,Dhaka,Karwan Bazar,Maize,Hybrid,Cereals,5,2472,2678,2575,2/19/2024,Grade B,Low,High,Retail,Summer
Dhaka,Tangail,Tangail Sadar Market,Maize,Hybrid,Cereals,2,11092,12016,11554,8/25/2023,Grade A,Medium,Medium,Wholesale,Summer
Chattogram,Noakhali,Maijdee Bazar,Maize,Hybrid,Cereals,8,1714,1856,1785,3/11/2023,Grade C,Low,High,Wholesale,Summer
Khulna,Khulna,Khulna New Market,Maize,Hybrid,Cereals,30,5343,5789,5566,1/3/2022,Grade C,High,Medium,Retail,Summer
Chattogram,Chattogram,Agrabad Market,Maize,Hybrid,Cereals,65,1781,1929,1855,7/29/2020,Grade A,High,Low,Wholesale,Summer
Dhaka,Tangail,Tangail Sadar Market,Maize,Hybrid,Cereals,2,1968,2132,2050,7/23/2022,Grade B,Low,Medium,Retail,Summer
Chattogram,Feni,Feni Sadar Market,Maize,Hybrid,Cereals,145,5107,5533,5320,11/2/2022,Premium,Medium,Medium,Retail,Summer
Barishal,Barishal,Nathullabad Market,Maize,Hybrid,Cereals,40,4226,4578,4402,2/13/2020,Grade C,Medium,High,Wholesale,Summer
