video_category,channel_country,content_language,upload_day,video_length_bucket,traffic_source,device_type,viewer_age_group,subscriber_status,engagement_level
Sports,Germany,Bengali,Sunday,10-20 min,Notifications,Tablet,35-44,Subscribed,Medium
Travel,UK,Arabic,Sunday,20-40 min,Search,Desktop,18-24,Subscribed,Low
Music,USA,Japanese,Wednesday,5-10 min,Playlists,Smart TV,35-44,Subscribed,High
Education,Brazil,Urdu,Saturday,>40 min,External,Smart TV,35-44,Subscribed,Low
Gaming,Pakistan,Hindi,Tuesday,10-20 min,Suggested,Desktop,55+,Not Subscribed,Very High
Finance,Canada,Bengali,Monday,>40 min,Shorts Feed,Game Console,18-24,Not Subscribed,Very Low
Technology,Brazil,Hindi,Wednesday,<5 min,Browse,Mobile,35-44,Not Subscribed,Very High
Gaming,Pakistan,Spanish,Monday,<5 min,External,Smart TV,35-44,Not Subscribed,Very High
Education,Pakistan,English,Saturday,>40 min,External,Tablet,55+,Subscribed,Low
Education,Germany,Urdu,Sunday,<5 min,Playlists,Mobile,45-54,Not Subscribed,Very Low
Entertainment,Germany,Spanish,Tuesday,20-40 min,Search,Mobile,18-24,Subscribed,High
Entertainment,Germany,Spanish,Monday,10-20 min,External,Smart TV,55+,Not Subscribed,Very High
Music,Pakistan,Hindi,Sunday,10-20 min,Notifications,Desktop,35-44,Not Subscribed,High
Travel,Germany,Bengali,Friday,20-40 min,Search,Smart TV,25-34,Subscribed,High
Entertainment,India,English,Friday,10-20 min,External,Desktop,55+,Subscribed,High
Lifestyle,Japan,Hindi,Wednesday,20-40 min,External,Mobile,35-44,Not Subscribed,Low
Music,Germany,German,Friday,20-40 min,Browse,Game Console,13-17,Subscribed,Very Low
Lifestyle,India,Arabic,Thursday,20-40 min,Search,Smart TV,55+,Not Subscribed,Medium
Sports,UAE,Hindi,Sunday,>40 min,Search,Mobile,55+,Not Subscribed,Low
Music,Australia,English,Monday,20-40 min,Playlists,Tablet,25-34,Not Subscribed,High
Finance,Germany,Urdu,Sunday,5-10 min,Suggested,Desktop,13-17,Not Subscribed,Very Low
Entertainment,Japan,English,Monday,20-40 min,Search,Mobile,18-24,Not Subscribed,High
Entertainment,UAE,Japanese,Wednesday,>40 min,Shorts Feed,Game Console,25-34,Not Subscribed,Medium
Gaming,UK,Spanish,Monday,5-10 min,Search,Mobile,55+,Subscribed,Very Low
Technology,Brazil,Spanish,Saturday,5-10 min,External,Game Console,18-24,Subscribed,Medium
Travel,UK,Japanese,Thursday,<5 min,Search,Desktop,18-24,Not Subscribed,High
Travel,USA,Japanese,Friday,5-10 min,Suggested,Tablet,45-54,Not Subscribed,Very Low
News,USA,Hindi,Saturday,20-40 min,External,Smart TV,55+,Not Subscribed,Very Low
Travel,Australia,Japanese,Friday,>40 min,Playlists,Game Console,55+,Not Subscribed,Low
Education,Japan,English,Thursday,>40 min,Browse,Game Console,13-17,Not Subscribed,High
Travel,India,Japanese,Friday,10-20 min,External,Smart TV,13-17,Subscribed,Medium
Technology,Brazil,Urdu,Thursday,5-10 min,Notifications,Desktop,45-54,Not Subscribed,Very High
Travel,UK,French,Saturday,20-40 min,External,Tablet,35-44,Subscribed,Very High
Technology,Germany,Hindi,Saturday,20-40 min,Suggested,Desktop,18-24,Subscribed,Very High
Travel,India,Portuguese,Thursday,10-20 min,Suggested,Desktop,45-54,Subscribed,Very Low
News,Germany,Urdu,Saturday,5-10 min,Suggested,Game Console,13-17,Subscribed,Medium
Entertainment,India,Bengali,Tuesday,<5 min,Notifications,Desktop,35-44,Not Subscribed,Medium
News,USA,Arabic,Wednesday,5-10 min,Shorts Feed,Game Console,45-54,Subscribed,Very Low
Travel,Brazil,Hindi,Monday,>40 min,Notifications,Mobile,45-54,Subscribed,Very High
Gaming,UK,Hindi,Sunday,5-10 min,Browse,Desktop,55+,Not Subscribed,High
Lifestyle,Brazil,Hindi,Tuesday,10-20 min,Browse,Desktop,13-17,Subscribed,High
Entertainment,USA,German,Sunday,20-40 min,Browse,Tablet,45-54,Subscribed,Very Low
Sports,Pakistan,Portuguese,Wednesday,5-10 min,Suggested,Game Console,35-44,Subscribed,Low
Entertainment,Australia,Portuguese,Thursday,>40 min,Shorts Feed,Tablet,13-17,Not Subscribed,Low
Education,Japan,Hindi,Monday,10-20 min,Browse,Smart TV,18-24,Not Subscribed,Very Low
Entertainment,USA,Spanish,Friday,<5 min,Playlists,Game Console,25-34,Not Subscribed,High
Lifestyle,Germany,Urdu,Wednesday,<5 min,Shorts Feed,Tablet,45-54,Subscribed,High
Travel,Canada,Arabic,Friday,>40 min,Playlists,Smart TV,55+,Not Subscribed,High
Technology,Germany,Hindi,Monday,>40 min,Browse,Smart TV,55+,Subscribed,Very High
Lifestyle,Germany,German,Monday,>40 min,Notifications,Tablet,45-54,Not Subscribed,Low
Education,USA,Arabic,Friday,10-20 min,Suggested,Tablet,55+,Not Subscribed,Very High
Gaming,USA,Urdu,Wednesday,>40 min,Browse,Mobile,13-17,Subscribed,High
Sports,UAE,English,Thursday,10-20 min,Suggested,Game Console,45-54,Subscribed,Medium
Sports,Germany,Bengali,Saturday,5-10 min,Playlists,Smart TV,45-54,Subscribed,Very Low
News,Japan,Bengali,Tuesday,10-20 min,External,Mobile,18-24,Not Subscribed,High
Gaming,India,English,Thursday,5-10 min,External,Desktop,35-44,Subscribed,Medium
Lifestyle,Australia,Bengali,Friday,>40 min,Shorts Feed,Smart TV,25-34,Not Subscribed,High
Travel,Brazil,Portuguese,Sunday,5-10 min,Suggested,Game Console,18-24,Not Subscribed,High
Music,Japan,Arabic,Monday,5-10 min,External,Smart TV,13-17,Subscribed,Very High
News,India,Bengali,Sunday,20-40 min,Search,Mobile,25-34,Not Subscribed,Very Low
Lifestyle,UK,Hindi,Wednesday,10-20 min,Browse,Tablet,25-34,Not Subscribed,Very Low
Music,UK,Bengali,Thursday,<5 min,Browse,Tablet,18-24,Subscribed,High
Education,India,Arabic,Wednesday,<5 min,Shorts Feed,Mobile,35-44,Not Subscribed,Very High
Sports,UAE,Japanese,Wednesday,20-40 min,External,Game Console,18-24,Subscribed,Very High
Travel,Brazil,Japanese,Tuesday,10-20 min,Search,Game Console,55+,Not Subscribed,High
Technology,Australia,Urdu,Friday,<5 min,Playlists,Smart TV,55+,Not Subscribed,Very Low
Music,USA,Bengali,Saturday,10-20 min,Notifications,Mobile,55+,Subscribed,Low
Finance,Japan,Bengali,Sunday,<5 min,Notifications,Game Console,18-24,Not Subscribed,Very High
Education,India,Arabic,Tuesday,<5 min,Browse,Desktop,18-24,Not Subscribed,Very Low
Lifestyle,UAE,Urdu,Thursday,>40 min,Search,Smart TV,13-17,Not Subscribed,High
Music,Australia,English,Sunday,>40 min,Browse,Smart TV,25-34,Subscribed,Very Low
Gaming,Japan,Spanish,Wednesday,5-10 min,Suggested,Tablet,13-17,Subscribed,Medium
Entertainment,UK,English,Friday,10-20 min,Suggested,Mobile,55+,Subscribed,Medium
Entertainment,India,Urdu,Tuesday,20-40 min,Browse,Tablet,35-44,Subscribed,Very Low
Technology,Canada,Bengali,Friday,5-10 min,External,Game Console,45-54,Not Subscribed,Very Low
Sports,USA,Urdu,Thursday,>40 min,External,Mobile,35-44,Subscribed,High
Technology,USA,French,Friday,>40 min,Playlists,Mobile,18-24,Subscribed,Medium
Finance,Australia,Japanese,Monday,>40 min,Suggested,Desktop,25-34,Subscribed,Low
Lifestyle,Australia,Arabic,Thursday,<5 min,Search,Smart TV,45-54,Not Subscribed,Low
Education,USA,Japanese,Wednesday,>40 min,Browse,Smart TV,25-34,Subscribed,Very High
Lifestyle,Germany,English,Tuesday,>40 min,Notifications,Mobile,25-34,Subscribed,High
Gaming,UK,Arabic,Wednesday,20-40 min,Suggested,Game Console,45-54,Not Subscribed,Medium
Sports,Brazil,French,Tuesday,10-20 min,Browse,Desktop,35-44,Not Subscribed,Very Low
Music,USA,Bengali,Thursday,<5 min,Search,Desktop,35-44,Not Subscribed,High
Lifestyle,India,Hindi,Friday,<5 min,Shorts Feed,Smart TV,55+,Subscribed,Medium
Entertainment,UAE,Urdu,Thursday,5-10 min,Shorts Feed,Mobile,13-17,Not Subscribed,Medium
Technology,Brazil,English,Tuesday,<5 min,Shorts Feed,Tablet,55+,Not Subscribed,Low
Gaming,UAE,French,Sunday,5-10 min,Suggested,Smart TV,25-34,Subscribed,Medium
Travel,UAE,German,Monday,5-10 min,Shorts Feed,Smart TV,13-17,Not Subscribed,Very High
Lifestyle,Brazil,Spanish,Friday,5-10 min,Playlists,Game Console,55+,Subscribed,Very Low
Finance,UK,Hindi,Tuesday,10-20 min,Notifications,Desktop,45-54,Not Subscribed,Low
Education,Japan,Bengali,Wednesday,>40 min,External,Mobile,35-44,Subscribed,Medium
Entertainment,Australia,French,Monday,>40 min,External,Smart TV,25-34,Subscribed,Low
Education,Germany,Portuguese,Friday,20-40 min,Browse,Mobile,35-44,Subscribed,Medium
Gaming,UAE,English,Saturday,5-10 min,Playlists,Smart TV,13-17,Subscribed,Low
Music,Pakistan,French,Monday,<5 min,Search,Smart TV,35-44,Subscribed,Very High
News,Germany,German,Monday,20-40 min,Suggested,Tablet,13-17,Not Subscribed,Very High
Technology,India,Bengali,Friday,20-40 min,Shorts Feed,Mobile,55+,Not Subscribed,Very High
Gaming,India,English,Monday,20-40 min,Browse,Mobile,18-24,Subscribed,High
Education,Germany,Bengali,Saturday,20-40 min,Search,Mobile,55+,Subscribed,Very High
Education,Germany,Portuguese,Thursday,<5 min,Notifications,Smart TV,18-24,Subscribed,High
Entertainment,Brazil,Portuguese,Friday,>40 min,Search,Tablet,55+,Subscribed,High
Lifestyle,Pakistan,Bengali,Tuesday,<5 min,Search,Mobile,45-54,Subscribed,Very High
Technology,UAE,Spanish,Saturday,>40 min,Browse,Tablet,35-44,Not Subscribed,Very High
Travel,UK,German,Tuesday,<5 min,Search,Desktop,25-34,Not Subscribed,Very High
News,Germany,Bengali,Friday,5-10 min,Suggested,Smart TV,25-34,Not Subscribed,Medium
News,USA,Arabic,Friday,5-10 min,Search,Desktop,45-54,Subscribed,High
News,Canada,German,Saturday,5-10 min,Shorts Feed,Mobile,25-34,Subscribed,High
Travel,UAE,Urdu,Sunday,>40 min,Notifications,Tablet,45-54,Not Subscribed,High
News,UK,Hindi,Thursday,<5 min,External,Desktop,13-17,Subscribed,Low
Travel,UAE,German,Tuesday,20-40 min,Playlists,Tablet,55+,Not Subscribed,Low
Entertainment,UK,English,Wednesday,<5 min,Search,Tablet,13-17,Subscribed,Low
Sports,Brazil,German,Saturday,>40 min,Shorts Feed,Tablet,13-17,Subscribed,Low
Technology,Germany,Spanish,Tuesday,10-20 min,Playlists,Desktop,25-34,Subscribed,Low
Technology,USA,Spanish,Sunday,10-20 min,Search,Mobile,55+,Subscribed,High
Gaming,Pakistan,German,Wednesday,20-40 min,Suggested,Tablet,25-34,Subscribed,Very High
Finance,Australia,Hindi,Monday,5-10 min,Suggested,Desktop,18-24,Not Subscribed,Medium
News,UAE,Portuguese,Saturday,5-10 min,Search,Game Console,45-54,Subscribed,Very High
Sports,UK,Urdu,Tuesday,<5 min,Playlists,Tablet,18-24,Not Subscribed,Low
Gaming,Brazil,Bengali,Monday,5-10 min,Notifications,Smart TV,55+,Not Subscribed,High
Lifestyle,Brazil,Spanish,Wednesday,10-20 min,Notifications,Smart TV,55+,Not Subscribed,High
Sports,UAE,Portuguese,Saturday,>40 min,Playlists,Mobile,18-24,Subscribed,Low
Travel,Canada,Portuguese,Tuesday,10-20 min,External,Smart TV,45-54,Subscribed,Medium
Sports,Japan,Hindi,Tuesday,<5 min,Browse,Smart TV,45-54,Not Subscribed,Low
Finance,USA,Japanese,Friday,>40 min,Browse,Smart TV,35-44,Not Subscribed,High
Entertainment,Pakistan,Japanese,Wednesday,10-20 min,External,Mobile,18-24,Not Subscribed,Low
Sports,India,Urdu,Monday,10-20 min,Shorts Feed,Game Console,45-54,Subscribed,Medium
Technology,India,Hindi,Monday,10-20 min,Search,Game Console,18-24,Not Subscribed,Low
News,Germany,French,Saturday,10-20 min,Suggested,Game Console,18-24,Not Subscribed,Very Low
Sports,Germany,Urdu,Sunday,20-40 min,External,Game Console,55+,Subscribed,High
Lifestyle,UK,Portuguese,Tuesday,5-10 min,Playlists,Desktop,35-44,Subscribed,Very High
Finance,Japan,Japanese,Saturday,20-40 min,Browse,Mobile,25-34,Subscribed,High
Entertainment,Canada,Japanese,Thursday,>40 min,Search,Tablet,18-24,Subscribed,Medium
Education,Brazil,Urdu,Wednesday,5-10 min,External,Smart TV,55+,Not Subscribed,Very High
Sports,Pakistan,Bengali,Monday,>40 min,Shorts Feed,Mobile,18-24,Subscribed,Medium
Finance,UAE,Bengali,Friday,20-40 min,External,Desktop,35-44,Subscribed,Very High
Entertainment,Canada,Japanese,Monday,10-20 min,Notifications,Smart TV,55+,Not Subscribed,Very Low
Music,India,Arabic,Tuesday,<5 min,Shorts Feed,Game Console,35-44,Subscribed,Low
Technology,India,Portuguese,Wednesday,5-10 min,Suggested,Tablet,55+,Subscribed,High
Education,Pakistan,Arabic,Monday,5-10 min,Browse,Smart TV,35-44,Subscribed,Very Low
Music,Japan,Portuguese,Thursday,<5 min,External,Desktop,18-24,Subscribed,Medium
Entertainment,Brazil,Spanish,Friday,>40 min,Browse,Game Console,18-24,Not Subscribed,Medium
Technology,USA,Spanish,Thursday,<5 min,Shorts Feed,Smart TV,45-54,Subscribed,Very High
News,UAE,Japanese,Thursday,20-40 min,Notifications,Mobile,55+,Subscribed,Medium
Travel,Pakistan,French,Thursday,>40 min,Shorts Feed,Desktop,35-44,Subscribed,Low
Finance,Australia,Japanese,Thursday,5-10 min,Playlists,Game Console,13-17,Not Subscribed,Very Low
Technology,UK,French,Saturday,>40 min,Browse,Mobile,55+,Subscribed,High
Entertainment,Japan,Hindi,Wednesday,<5 min,Shorts Feed,Mobile,45-54,Not Subscribed,High
Travel,UK,French,Tuesday,>40 min,Search,Smart TV,13-17,Subscribed,High
Entertainment,Pakistan,Portuguese,Sunday,5-10 min,External,Mobile,13-17,Not Subscribed,Very Low
Music,Pakistan,Japanese,Thursday,20-40 min,Search,Mobile,45-54,Subscribed,High
Music,Brazil,French,Sunday,5-10 min,Suggested,Mobile,45-54,Subscribed,Low
Sports,India,Arabic,Saturday,20-40 min,Suggested,Mobile,55+,Subscribed,Medium
Music,Brazil,Urdu,Tuesday,5-10 min,Playlists,Mobile,55+,Subscribed,High
Education,Japan,Hindi,Thursday,10-20 min,External,Mobile,45-54,Subscribed,Very Low
Entertainment,Canada,German,Wednesday,5-10 min,Suggested,Mobile,13-17,Not Subscribed,Very Low
Education,Pakistan,German,Saturday,<5 min,Suggested,Mobile,55+,Subscribed,Low
Education,Australia,Arabic,Monday,10-20 min,Browse,Game Console,55+,Subscribed,Very High
Technology,Japan,Portuguese,Thursday,<5 min,Suggested,Desktop,13-17,Not Subscribed,Medium
Music,USA,Portuguese,Saturday,10-20 min,Search,Smart TV,18-24,Not Subscribed,Low
Gaming,Germany,Bengali,Wednesday,<5 min,Search,Desktop,35-44,Not Subscribed,Very High
Travel,India,Arabic,Sunday,>40 min,Suggested,Tablet,13-17,Not Subscribed,High
Music,Pakistan,Spanish,Saturday,10-20 min,Shorts Feed,Smart TV,13-17,Not Subscribed,Very Low
Finance,UAE,Japanese,Thursday,>40 min,Playlists,Desktop,45-54,Subscribed,Low
Education,UAE,Hindi,Wednesday,5-10 min,Playlists,Smart TV,18-24,Subscribed,Very Low
Music,Pakistan,Japanese,Wednesday,5-10 min,Suggested,Smart TV,18-24,Subscribed,Low
Finance,Brazil,Urdu,Tuesday,10-20 min,Browse,Mobile,45-54,Not Subscribed,Medium
Education,Canada,Urdu,Wednesday,5-10 min,Suggested,Game Console,13-17,Subscribed,Low
Finance,Australia,Arabic,Wednesday,5-10 min,External,Mobile,13-17,Not Subscribed,Very Low
Technology,USA,Spanish,Tuesday,5-10 min,Search,Desktop,45-54,Subscribed,Low
Lifestyle,India,Portuguese,Saturday,20-40 min,Browse,Desktop,55+,Subscribed,Low
Entertainment,UK,Bengali,Tuesday,10-20 min,Browse,Game Console,35-44,Subscribed,Medium
Travel,India,Urdu,Thursday,20-40 min,Suggested,Smart TV,35-44,Not Subscribed,Very High
Finance,Australia,Spanish,Sunday,20-40 min,Search,Smart TV,35-44,Subscribed,Medium
Finance,Japan,Spanish,Friday,5-10 min,Browse,Smart TV,35-44,Not Subscribed,High
Sports,Australia,Arabic,Friday,20-40 min,Search,Tablet,18-24,Not Subscribed,Low
Music,Canada,English,Monday,>40 min,Playlists,Tablet,35-44,Not Subscribed,High
Entertainment,Pakistan,Portuguese,Thursday,10-20 min,Playlists,Game Console,13-17,Not Subscribed,Very Low
Gaming,Australia,Bengali,Tuesday,5-10 min,Shorts Feed,Smart TV,25-34,Not Subscribed,Very High
Travel,Pakistan,English,Saturday,20-40 min,External,Desktop,18-24,Not Subscribed,Very Low
News,USA,Spanish,Wednesday,>40 min,External,Desktop,25-34,Subscribed,Very High
Finance,UK,English,Monday,<5 min,Playlists,Smart TV,35-44,Subscribed,Very High
Technology,Australia,Spanish,Sunday,20-40 min,Browse,Tablet,45-54,Not Subscribed,Very High
Sports,Australia,Hindi,Monday,>40 min,Shorts Feed,Tablet,18-24,Not Subscribed,Low
Entertainment,Germany,English,Tuesday,20-40 min,Search,Mobile,13-17,Not Subscribed,Very High
Entertainment,Germany,Portuguese,Tuesday,5-10 min,Browse,Desktop,55+,Subscribed,Low
Travel,UK,Arabic,Monday,20-40 min,Notifications,Desktop,18-24,Subscribed,Very Low
Music,Canada,French,Sunday,20-40 min,External,Game Console,13-17,Subscribed,Very Low
Sports,India,Portuguese,Monday,10-20 min,Search,Tablet,13-17,Subscribed,High
Travel,India,English,Monday,10-20 min,Shorts Feed,Mobile,55+,Subscribed,Very Low
Technology,Japan,English,Thursday,>40 min,Notifications,Tablet,35-44,Not Subscribed,Medium
Finance,Australia,Urdu,Wednesday,10-20 min,Browse,Desktop,25-34,Not Subscribed,High
Finance,USA,Urdu,Sunday,10-20 min,Shorts Feed,Mobile,13-17,Not Subscribed,High
Music,USA,Bengali,Monday,>40 min,Browse,Desktop,25-34,Not Subscribed,Very High
Travel,Japan,Portuguese,Saturday,5-10 min,Search,Tablet,13-17,Not Subscribed,Very Low
News,Brazil,German,Friday,20-40 min,External,Game Console,13-17,Not Subscribed,High
Travel,India,Portuguese,Wednesday,>40 min,Suggested,Desktop,45-54,Subscribed,Low
Travel,India,French,Sunday,>40 min,Shorts Feed,Smart TV,18-24,Not Subscribed,Very Low
Travel,Japan,German,Tuesday,5-10 min,Suggested,Mobile,13-17,Not Subscribed,Very Low
Music,Pakistan,Portuguese,Sunday,10-20 min,Suggested,Tablet,55+,Not Subscribed,Very Low
Music,Japan,Japanese,Monday,10-20 min,Shorts Feed,Desktop,45-54,Subscribed,Medium
Entertainment,Australia,Arabic,Sunday,20-40 min,Shorts Feed,Desktop,18-24,Not Subscribed,Very Low
Sports,India,Hindi,Monday,10-20 min,Playlists,Game Console,18-24,Subscribed,Very High
News,UK,Urdu,Thursday,>40 min,Playlists,Mobile,25-34,Subscribed,Very High
Lifestyle,Canada,Portuguese,Thursday,10-20 min,Shorts Feed,Tablet,55+,Subscribed,Very High
Finance,UAE,German,Monday,20-40 min,Search,Game Console,35-44,Not Subscribed,Low
Sports,Canada,Japanese,Saturday,20-40 min,Suggested,Game Console,25-34,Subscribed,Very Low
Finance,Pakistan,French,Friday,<5 min,Browse,Game Console,35-44,Subscribed,High
Sports,Australia,English,Sunday,10-20 min,Suggested,Desktop,55+,Subscribed,Very Low
Music,Brazil,Portuguese,Wednesday,5-10 min,Search,Game Console,35-44,Not Subscribed,High
Travel,Pakistan,Portuguese,Thursday,<5 min,Notifications,Tablet,25-34,Subscribed,Very High
Entertainment,India,Spanish,Wednesday,>40 min,Shorts Feed,Mobile,55+,Not Subscribed,High
Music,UAE,Spanish,Thursday,20-40 min,Browse,Desktop,18-24,Subscribed,Low
Education,Pakistan,Bengali,Monday,5-10 min,External,Smart TV,55+,Subscribed,Very Low
Gaming,Pakistan,Japanese,Tuesday,<5 min,Search,Game Console,55+,Not Subscribed,Very High
Entertainment,UK,Portuguese,Tuesday,<5 min,Search,Desktop,35-44,Not Subscribed,Medium
Finance,UK,Portuguese,Sunday,<5 min,Shorts Feed,Smart TV,55+,Not Subscribed,Medium
Travel,Pakistan,English,Monday,<5 min,Search,Mobile,35-44,Subscribed,Very Low
Finance,UAE,Bengali,Thursday,10-20 min,Playlists,Mobile,45-54,Subscribed,High
Travel,Australia,French,Friday,5-10 min,Search,Tablet,13-17,Subscribed,High
Education,Australia,Arabic,Sunday,>40 min,Shorts Feed,Game Console,35-44,Subscribed,Very High
Finance,Japan,Hindi,Sunday,5-10 min,Playlists,Mobile,18-24,Subscribed,Very Low
Lifestyle,Brazil,Urdu,Monday,<5 min,Suggested,Game Console,18-24,Subscribed,Very Low
Lifestyle,Germany,English,Monday,<5 min,Notifications,Tablet,25-34,Subscribed,High
Education,Canada,French,Monday,>40 min,Shorts Feed,Tablet,55+,Not Subscribed,Low
Finance,Brazil,Urdu,Friday,10-20 min,Notifications,Game Console,45-54,Subscribed,Very Low
Education,Canada,English,Tuesday,5-10 min,Browse,Desktop,18-24,Subscribed,Very High
News,Germany,Spanish,Saturday,>40 min,External,Mobile,45-54,Not Subscribed,Medium
Entertainment,UK,Portuguese,Thursday,<5 min,Browse,Smart TV,55+,Subscribed,Very High
Technology,India,French,Saturday,5-10 min,Playlists,Tablet,45-54,Subscribed,High
Music,Pakistan,Portuguese,Thursday,<5 min,Notifications,Desktop,13-17,Not Subscribed,Very Low
Lifestyle,India,Arabic,Thursday,<5 min,Browse,Mobile,25-34,Not Subscribed,Medium
Music,Canada,French,Monday,<5 min,External,Desktop,35-44,Subscribed,Very Low
Music,Japan,French,Friday,20-40 min,Search,Game Console,25-34,Not Subscribed,Very High
Sports,UAE,Hindi,Monday,5-10 min,Browse,Smart TV,18-24,Not Subscribed,Very High
Lifestyle,UAE,Portuguese,Thursday,>40 min,Suggested,Tablet,13-17,Subscribed,Low
Music,Australia,Bengali,Saturday,10-20 min,Search,Tablet,55+,Subscribed,Very High
Entertainment,Brazil,Spanish,Thursday,10-20 min,Shorts Feed,Smart TV,45-54,Not Subscribed,Medium
Entertainment,Japan,German,Wednesday,<5 min,Browse,Smart TV,25-34,Subscribed,Very Low
Gaming,Canada,Hindi,Tuesday,>40 min,Search,Mobile,55+,Not Subscribed,Very High
Travel,USA,Portuguese,Saturday,>40 min,Playlists,Desktop,35-44,Not Subscribed,Very High
Lifestyle,India,Portuguese,Monday,>40 min,Suggested,Mobile,55+,Not Subscribed,Very High
News,Canada,Arabic,Saturday,>40 min,Search,Game Console,35-44,Subscribed,Very High
