call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,seconds_of_use_phase,frequency_of_use_phase,frequency_of_sms_phase,distinct_called_numbers_phase,customer_value_phase,in_pocket,target_real,target
11,0,32,1,9115,115,136,42,3,1,1,30,913.2,2.27082,1.96087,1.83525,2.27024,1.92624,0,0,0
5,0,33,0,13773,163,0,43,3,1,1,30,557.44,2.71023,2.53415,-2.67069,2.43398,1.19993,1,0,0
5,0,33,0,4515,77,0,24,3,1,1,30,183.68,0.967358,0.8851,-2.95044,0.425983,-0.492047,0,0,0
4,0,33,0,5918,89,0,11,2,1,1,25,270.315,1.30636,1.40321,-2.16161,-1.48013,0.448516,0,0,0
7,1,33,0,2238,48,0,16,3,1,2,30,91.44,-0.755112,-0.311496,-2.67872,-0.684241,-1.87728,0,0,0
23,0,33,2,15140,219,46,31,3,1,1,30,798.36,2.81557,2.94093,1.10743,1.33606,1.63726,1,0,1
2,0,33,0,3095,21,475,7,3,1,1,30,2024.64,0.0972003,-1.92463,3.01969,-2.10413,3.05164,0,0,0
7,0,32,0,15485,176,142,29,2,1,1,25,1343.74,2.93952,2.70078,1.84022,1.08891,2.57443,1,0,0
1,0,32,0,6500,80,178,25,3,1,1,30,975.2,1.61312,1.01884,2.1366,0.590134,2.15235,0,0,0
0,0,32,0,875,8,0,10,2,1,2,25,39.735,-2.17144,-2.53519,-2.63935,-1.60459,-2.52853,0,0,0
0,0,33,0,710,8,5,7,2,1,2,25,54.81,-2.31353,-2.55133,-1.68088,-2.07994,-2.3129,0,0,0
0,0,32,0,0,0,0,0,2,1,2,25,0,-3.01484,-3.01493,-2.67407,-2.8543,-3.08677,0,1,1
1,0,32,0,7508,121,376,42,2,1,1,25,2035.31,2.0483,2.08172,2.8975,2.34145,3.03315,0,0,0
5,0,32,0,11465,148,3,46,3,1,1,30,476.52,2.53653,2.36837,-1.76168,2.60052,1.1207,1,0,0
6,0,32,0,6718,69,100,36,2,1,1,25,755.415,1.71839,0.633687,1.66976,1.78547,1.47094,0,0,0
21,1,28,0,955,41,8,16,2,1,2,25,80.82,-2.03292,-0.709389,-1.11794,-0.762095,-2.0501,0,1,1
19,0,31,7,10435,87,0,41,4,1,1,45,263.05,2.43472,1.27741,-2.68359,2.24752,0.359485,1,0,1
11,0,31,0,5818,92,18,23,2,1,1,25,346.95,1.285,1.51924,-0.199084,0.277693,0.820695,0,1,1
0,0,29,0,2840,16,0,13,3,1,1,30,114.24,-0.144758,-2.17879,-2.7038,-1.20195,-1.52579,0,0,0
7,1,30,0,2990,35,1,15,2,1,2,25,140.625,-0.00302629,-1.12736,-1.86623,-0.873847,-1.19618,0,1,1
7,1,31,0,2268,38,26,30,3,1,2,30,196.24,-0.698438,-0.951235,0.310317,1.12815,-0.356921,0,1,1
0,1,31,0,0,0,0,0,2,1,2,25,0,-3.02608,-2.96424,-2.66703,-2.87752,-3.0595,0,1,1
0,0,31,0,1668,19,0,5,3,1,1,30,67.48,-1.29079,-2.02095,-2.69812,-2.36176,-2.18988,0,0,0
1,0,28,0,6785,91,6,21,4,1,1,45,186.9,1.74383,1.49851,-1.56509,0.0626169,-0.512624,0,0,0
0,0,31,0,628,1,1,3,4,1,2,45,18.225,-2.40816,-2.84528,-1.85435,-2.58533,-2.7344,0,1,1
0,0,31,0,338,5,0,1,4,1,1,45,8.575,-2.65163,-2.72576,-2.68,-2.83889,-2.88141,0,0,0
23,0,26,2,16075,232,0,79,2,1,1,25,733.815,3.07891,2.9941,-2.71654,3.07904,1.40482,1,0,1
4,0,29,2,6965,110,263,32,2,2,1,25,1501.88,1.8756,1.88829,2.59595,1.46765,2.72825,0,0,0
0,0,31,0,3718,76,0,27,2,1,1,25,170.73,0.485425,0.844058,-2.70575,0.867723,-0.742027,0,0,0
1,0,30,0,1665,38,30,19,3,1,2,30,188.12,-1.30311,-0.976935,0.520367,-0.294063,-0.42166,0,0,0
4,0,31,0,2780,47,167,22,2,1,1,25,878.715,-0.201284,-0.389051,2.03998,0.132043,1.81796,0,0,0
2,0,22,0,1315,30,185,10,2,2,1,25,893.025,-1.66601,-1.35911,2.20145,-1.65622,1.91137,0,0,0
2,0,21,0,1568,33,22,67,4,1,1,45,95.025,-1.42546,-1.20332,0.0720784,2.951,-1.83465,0,0,0
9,0,22,0,700,19,2,6,2,1,2,25,41.355,-2.33177,-2.02525,-1.80505,-2.15406,-2.49579,0,0,0
0,0,21,0,825,4,13,2,4,1,2,45,53.225,-2.20199,-2.80855,-0.672847,-2.67669,-2.36705,0,0,0
8,0,20,0,1225,26,11,12,2,1,1,25,105.795,-1.81621,-1.68339,-0.836189,-1.28691,-1.69169,0,0,0
0,0,20,0,3225,55,0,22,3,1,1,30,131.2,0.190909,0.105271,-2.67421,0.11468,-1.31449,0,0,0
0,0,13,0,1695,20,20,13,2,1,1,25,167.175,-1.25095,-1.96636,-0.102633,-1.22772,-0.794721,0,0,0
14,0,12,0,6392,135,77,41,1,2,1,15,782.485,1.53052,2.25051,1.51683,2.20235,1.56269,1,0,0
10,0,10,0,8932,165,65,39,4,1,1,45,389.925,2.25607,2.59406,1.37018,2.03701,1.00922,1,0,1
6,0,11,2,2852,39,23,18,3,1,1,30,207.64,-0.146829,-0.840268,0.157948,-0.427051,-0.238647,0,0,0
0,0,4,0,4390,34,207,9,3,1,1,30,1004.96,0.856174,-1.16713,2.40701,-1.81008,2.20817,0,0,0
1,0,4,0,1487,13,0,6,2,1,1,25,67.5,-1.46413,-2.33945,-2.63259,-2.26851,-2.19165,0,1,1
10,0,43,1,4370,77,13,18,3,1,1,30,229.88,0.877706,0.935947,-0.679034,-0.388543,0.0074669,0,0,0
2,0,44,0,318,11,15,5,3,1,2,30,73.16,-2.6784,-2.42194,-0.546866,-2.26485,-2.11154,0,0,0
12,0,42,1,2453,66,367,25,3,1,1,30,1568.76,-0.573483,0.530333,2.86901,0.559584,2.77668,0,0,0
12,0,43,1,4198,72,9,36,1,1,1,15,284.35,0.773785,0.722002,-1.03525,1.77038,0.539386,0,0,0
5,0,43,1,2393,64,10,34,2,1,1,25,155.565,-0.650281,0.426506,-0.906629,1.65608,-0.961204,0,0,0
13,0,43,2,3775,88,40,29,3,1,1,30,314.52,0.53547,1.33552,0.978337,1.07971,0.674511,0,0,0
6,0,43,1,2360,45,293,19,4,1,1,45,792.625,-0.666189,-0.493049,2.72308,-0.243921,1.59083,0,0,0
15,0,42,3,9115,127,152,44,3,1,1,30,977.68,2.27385,2.16784,1.94198,2.44842,2.15342,0,0,0
9,0,43,1,13773,175,8,45,3,1,1,30,589.92,2.68885,2.70309,-1.11816,2.59042,1.20536,1,0,0
9,0,43,2,4515,89,10,26,3,1,1,30,224.16,0.940147,1.39895,-0.883859,0.662864,-0.0295964,0,0,0
8,0,43,1,5918,101,15,13,3,1,1,30,300.76,1.27045,1.75067,-0.485649,-1.19507,0.624008,1,0,1
11,1,43,0,2238,60,16,18,3,1,2,30,155.92,-0.749115,0.306425,-0.328901,-0.391079,-0.966891,0,0,0
27,0,43,4,15140,231,62,33,3,1,1,30,862.84,2.85142,3.03305,1.37395,1.54639,1.76568,1,0,0
6,0,43,2,3095,33,491,9,4,1,1,45,1305.7,0.100656,-1.21282,3.13338,-1.8205,2.52124,0,0,0
11,0,42,1,15485,188,158,31,2,1,1,25,1416.29,2.94069,2.83761,1.99222,1.31494,2.66912,1,0,0
5,0,42,2,6500,92,194,27,3,1,1,30,1039.68,1.62596,1.43042,2.3067,0.778913,2.25669,0,0,0
2,0,42,0,875,20,8,12,2,1,2,25,76.275,-2.16758,-1.93421,-1.12526,-1.31998,-2.05642,0,0,0
4,0,43,0,710,20,21,9,3,1,2,30,113.2,-2.26647,-1.91589,-0.0060358,-1.8204,-1.60427,0,0,0
0,0,42,0,0,0,8,0,2,1,2,25,36,-2.89453,-2.86563,-1.10537,-2.81396,-2.57352,0,1,1
5,0,42,1,7508,133,392,44,3,1,1,30,1873.64,2.05803,2.27424,2.95212,2.48743,2.91767,0,0,0
9,0,42,2,11465,160,19,48,4,1,1,45,338.125,2.56301,2.52815,-0.136999,2.75053,0.827276,1,0,0
10,0,42,2,6718,81,116,38,2,1,1,25,827.955,1.73181,1.02651,1.73872,1.95404,1.66316,0,0,0
25,1,38,0,955,53,24,18,3,1,2,30,136.32,-2.0585,-0.00881634,0.184846,-0.344572,-1.2134,0,1,1
23,0,41,9,10435,99,9,43,5,2,1,55,171.51,2.43194,1.70693,-0.971156,2.43211,-0.718467,1,0,1
15,0,41,2,5818,104,34,25,3,1,1,30,372.88,1.28208,1.80795,0.740487,0.566574,0.875453,0,0,0
3,0,39,1,2840,28,8,15,3,1,1,30,146.72,-0.105307,-1.5563,-1.04061,-0.887997,-1.09855,0,0,0
11,0,40,0,2990,47,17,17,3,1,2,30,189.48,0.0316083,-0.341264,-0.252245,-0.549296,-0.420406,0,1,1
11,1,41,0,2268,50,42,32,4,1,2,45,162.95,-0.737876,-0.207134,1.01247,1.45805,-0.815585,0,1,1
2,0,41,0,133,8,8,3,3,1,2,30,37.64,-2.83459,-2.52735,-1.09643,-2.5488,-2.57659,0,1,1
3,0,41,1,1668,31,8,7,4,1,1,45,62.475,-1.30036,-1.37529,-1.06276,-2.0751,-2.26291,0,0,0
5,0,38,2,6785,103,22,23,5,1,1,55,136.32,1.76127,1.75781,0.0330359,0.287402,-1.25079,0,0,0
2,0,41,0,628,13,17,5,4,1,2,45,58.525,-2.37019,-2.37622,-0.325255,-2.31265,-2.30256,0,1,1
2,0,41,2,338,10,12,3,5,1,1,55,23.22,-2.63358,-2.47795,-0.750337,-2.57959,-2.7152,0,0,0
27,0,36,4,16075,244,8,81,2,1,1,25,770.355,3.04352,3.08181,-1.04982,3.0397,1.50743,1,0,1
8,0,39,4,6965,122,279,34,3,2,1,30,1399.48,1.88519,2.10506,2.63332,1.5868,2.64525,1,0,0
4,0,41,1,3718,88,10,29,3,1,1,30,192.24,0.515847,1.30747,-0.881391,1.02532,-0.383826,0,0,0
5,0,40,0,1665,50,46,21,4,1,2,45,157.875,-1.29964,-0.215308,1.09699,-0.0090379,-0.883009,0,0,0
8,0,41,1,2780,59,183,24,2,1,1,25,951.255,-0.190741,0.248949,2.24115,0.456921,2.09949,0,0,0
6,1,32,2,1315,42,201,12,3,2,1,30,858.28,-1.67595,-0.662232,2.35649,-1.26125,1.76949,0,1,1
6,0,31,1,1568,45,38,69,5,1,1,55,81.195,-1.42193,-0.527533,0.896371,2.96188,-1.99919,0,0,0
13,0,32,0,700,31,18,8,3,1,2,30,101.24,-2.34225,-1.38251,-0.209605,-1.96524,-1.72982,0,0,0
2,0,31,0,825,16,29,4,4,1,2,45,93.525,-2.18456,-2.15831,0.478441,-2.39284,-1.8606,0,0,0
12,0,30,1,1225,38,27,14,2,1,1,25,178.335,-1.75858,-0.942838,0.352875,-1.0731,-0.620922,0,0,0
4,0,30,1,3225,67,16,24,3,1,1,30,195.68,0.203351,0.578801,-0.38665,0.446437,-0.346815,0,0,0
4,0,23,1,1695,32,36,15,3,1,1,30,213.08,-1.2936,-1.25969,0.799667,-0.924384,-0.17824,0,0,0
18,0,22,2,6392,147,93,43,2,2,1,25,712.755,1.5501,2.37271,1.60184,2.37448,1.34967,0,0,0
14,0,20,1,8932,177,81,41,5,1,1,55,258.135,2.26149,2.7363,1.50647,2.15484,0.298716,1,0,0
10,0,21,4,2852,51,39,20,3,1,1,30,272.12,-0.164003,-0.181088,0.910509,-0.10052,0.407463,0,0,0
4,0,14,2,4390,46,223,11,3,1,1,30,1069.44,0.901662,-0.424652,2.45472,-1.51622,2.30222,0,0,0
5,1,14,2,1487,25,8,8,3,1,1,30,92.48,-1.51111,-1.71927,-1.08439,-1.90628,-1.90265,0,1,1
14,0,39,1,5080,82,30,17,3,1,1,30,326.48,1.09299,1.07903,0.525513,-0.556323,0.760258,0,0,0
6,0,40,0,1028,16,15,4,3,1,2,30,101.76,-1.99193,-2.189,-0.513735,-2.4278,-1.75304,0,0,0
16,0,38,1,3163,71,367,24,3,1,1,30,1597.36,0.144109,0.739345,2.86155,0.482437,2.85829,0,0,0
16,0,39,1,4908,77,9,35,1,1,1,15,323.675,1.07892,0.90537,-1.00249,1.67624,0.737071,0,0,0
9,0,39,1,3103,69,10,33,2,1,1,25,187.74,0.0835041,0.61389,-0.877443,1.51997,-0.502137,0,0,0
17,0,39,2,4485,93,40,28,3,1,1,30,343.12,0.917952,1.5286,0.954442,0.971458,0.799437,0,0,0
10,0,39,1,3070,50,293,18,3,1,1,30,1296.8,0.0412035,-0.214599,2.71868,-0.494191,2.53301,0,0,0
19,0,38,3,9825,132,152,43,3,1,1,30,1006.28,2.36351,2.21573,1.90965,2.39458,2.22443,1,0,1
13,0,39,1,14483,180,8,44,3,1,1,30,618.52,2.75763,2.78976,-1.13112,2.46364,1.20518,1,0,0
13,0,39,2,5225,94,10,25,3,1,1,30,252.76,1.12166,1.52408,-0.845828,0.528405,0.244035,0,0,0
12,0,39,1,6628,106,15,12,3,1,1,30,329.36,1.68048,1.85105,-0.535622,-1.30698,0.750807,0,0,0
15,0,39,0,2948,65,16,17,3,1,2,30,184.52,-0.0496112,0.485388,-0.417113,-0.538672,-0.494365,0,0,0
31,1,39,4,15850,236,62,32,3,1,1,30,891.44,3.04707,3.0483,1.33479,1.43713,1.89251,1,0,0
10,0,39,2,3805,38,491,8,3,1,1,30,2117.72,0.556742,-0.921119,3.0976,-1.95198,3.11218,0,0,0
15,0,38,1,16195,193,158,30,2,1,1,25,1448.46,3.08462,2.91059,2.00452,1.15757,2.68824,1,0,1
9,0,38,2,7210,97,194,26,3,1,1,30,1068.28,1.94944,1.63087,2.29308,0.666688,2.32146,0,0,0
6,0,38,0,1585,25,8,11,2,1,2,25,108.45,-1.39445,-1.72701,-1.13859,-1.4834,-1.64431,0,0,0
8,0,39,0,1420,25,21,8,3,1,2,30,141.8,-1.58489,-1.74071,-0.0694644,-1.98053,-1.17363,0,0,0
6,0,38,0,710,11,8,2,2,1,2,25,68.445,-2.2898,-2.42346,-1.09569,-2.77169,-2.1985,0,1,1
9,0,38,1,8218,138,392,43,3,1,1,30,1902.24,2.11025,2.28473,3.00243,2.39479,2.96697,0,0,0
13,0,38,2,12175,165,19,47,4,1,1,45,356,2.65948,2.56152,-0.150561,2.6706,0.855226,1,0,0
14,0,38,2,7428,86,116,37,2,1,1,25,860.13,2.0477,1.23089,1.74927,1.92857,1.80204,0,0,0
29,1,34,0,1665,58,24,17,3,1,2,30,164.92,-1.32592,0.198217,0.216327,-0.566812,-0.807753,0,1,1
27,0,37,9,11145,104,9,42,5,2,1,55,182.235,2.5333,1.7959,-0.998297,2.31432,-0.567909,0,0,0
19,0,37,2,6528,109,34,24,2,1,1,25,451.665,1.61521,1.84026,0.718191,0.392387,1.0498,0,0,0
7,0,35,1,3550,33,8,14,3,1,1,30,175.32,0.412185,-1.23636,-1.11499,-1.03716,-0.622692,0,0,0
15,1,36,0,3700,52,17,16,3,1,2,30,218.08,0.490395,-0.0852192,-0.290972,-0.743859,-0.124043,0,1,1
15,1,37,0,2978,55,42,31,3,1,2,30,289.32,0.0144928,0.0754897,1.02556,1.31146,0.575962,0,1,1
6,0,37,0,843,13,8,2,3,1,2,30,66.24,-2.20149,-2.33373,-1.14664,-2.75229,-2.21761,0,1,1
7,0,37,1,2378,36,8,6,4,1,1,45,80.35,-0.609262,-1.05888,-1.14131,-2.12878,-2.05089,0,0,0
9,0,34,2,7495,108,22,22,5,1,1,55,147.045,2.04722,1.88181,0.0749586,0.138853,-1.11385,0,0,0
6,1,37,0,1338,18,17,4,4,1,2,45,76.4,-1.63954,-2.0525,-0.244246,-2.42539,-2.06411,0,1,1
6,0,37,2,1048,15,12,2,5,1,1,55,33.945,-1.97788,-2.21829,-0.704124,-2.59543,-2.61471,0,0,0
31,1,32,4,16785,249,8,80,2,1,1,25,802.53,3.13916,3.10414,-1.1633,3.08473,1.61245,1,0,1
12,1,35,4,7675,127,279,33,3,2,1,30,1428.08,2.04593,2.14108,2.65113,1.57081,2.67762,1,0,0
8,0,37,1,4428,93,10,28,3,1,1,30,220.84,0.909406,1.46613,-0.907683,0.928914,-0.0740727,0,0,0
9,0,36,0,2375,55,46,20,3,1,2,30,281.2,-0.630141,0.0530165,1.15598,-0.0624069,0.498617,0,0,0
12,0,37,1,3490,64,183,23,2,1,1,25,983.43,0.363218,0.483705,2.17892,0.273089,2.19224,0,0,0
10,0,28,2,2025,47,201,11,3,2,1,30,886.88,-0.976471,-0.381327,2.3406,-1.48388,1.89318,0,0,0
10,0,27,1,2278,50,38,68,4,1,1,45,153.2,-0.67935,-0.169887,0.881294,2.98641,-1.02289,0,0,0
17,0,28,0,1410,36,18,7,3,1,2,30,129.84,-1.5673,-0.986653,-0.208078,-2.09238,-1.31976,0,0,0
6,0,27,0,1535,21,29,3,4,1,2,45,111.4,-1.46146,-1.9672,0.48569,-2.55308,-1.6167,0,0,0
16,0,26,1,1935,43,27,13,2,1,1,25,210.51,-1.06679,-0.640145,0.371292,-1.12395,-0.153687,0,0,0
8,0,26,1,3935,72,16,23,3,1,1,30,224.28,0.614942,0.760762,-0.409272,0.236703,-0.0557596,0,0,0
8,0,19,1,2405,37,36,14,2,1,1,25,271.89,-0.593109,-0.994093,0.800443,-1.01524,0.422985,0,0,0
22,0,18,2,7102,152,93,42,2,2,1,25,744.93,1.89624,2.43692,1.57986,2.28403,1.45196,0,0,0
18,0,16,1,9642,182,81,40,5,1,1,55,268.86,2.36134,2.80356,1.54395,2.10517,0.412665,1,0,0
14,0,17,4,3562,56,39,19,3,2,1,30,300.72,0.421158,0.120701,0.894408,-0.286055,0.589533,0,0,0
8,0,10,2,5100,51,223,10,3,1,1,30,1098.04,1.09217,-0.15567,2.45947,-1.62414,2.3895,0,0,0
9,0,10,2,2197,30,8,7,3,1,1,30,121.08,-0.838577,-1.43779,-1.0521,-2.07523,-1.42935,0,1,1
2,0,37,0,3660,60,0,17,2,1,1,25,167.4,0.46262,0.264327,-2.66561,-0.510544,-0.752939,0,0,0
0,0,38,0,0,0,0,0,2,1,2,25,0,-2.85521,-2.88983,-2.64386,-2.9055,-3.04306,0,0,0
4,0,36,0,1743,49,334,24,2,1,1,25,1583.64,-1.21847,-0.205801,2.77023,0.491234,2.80977,0,0,0
4,0,37,0,3488,55,0,35,1,1,1,15,194.865,0.364596,0.0288586,-2.63195,1.65589,-0.326383,0,0,0
0,0,37,0,1683,47,0,33,1,1,1,15,95.15,-1.28808,-0.381373,-2.69119,1.53979,-1.8465,0,0,0
5,0,37,0,3065,71,7,28,3,1,1,30,153.44,0.0424907,0.669797,-1.17045,0.963091,-1.02357,0,0,0
0,0,37,0,1650,28,260,18,3,1,1,30,1107.12,-1.33272,-1.54415,2.57627,-0.472784,2.41394,0,0,0
7,0,36,1,8405,110,119,43,3,1,1,30,816.6,2.14127,1.90062,1.73586,2.33872,1.63531,1,0,0
1,0,37,0,13063,158,0,44,3,1,1,30,528.84,2.66294,2.49052,-2.67338,2.45633,1.09049,1,0,1
1,0,37,0,3805,72,0,25,3,1,1,30,155.08,0.532756,0.764378,-2.64901,0.594776,-0.957228,0,0,0
0,0,37,0,5208,84,0,12,2,1,1,25,238.14,1.16229,1.16224,-2.65014,-1.42152,0.0624024,0,0,0
3,0,37,0,1528,43,0,17,3,1,2,30,62.84,-1.44393,-0.635511,-2.66294,-0.550287,-2.25791,0,0,0
19,0,37,2,14430,214,29,32,3,1,1,30,701.76,2.77877,2.93654,0.500265,1.35721,1.35988,1,0,0
0,0,37,0,2385,16,458,8,3,1,1,30,1928.04,-0.618301,-2.15858,3.02951,-1.90633,2.96555,0,0,0
3,0,36,0,14775,171,125,30,2,1,1,25,1235.07,2.7968,2.63175,1.75964,1.12319,2.47275,1,0,1
0,0,36,0,5790,75,161,26,3,1,1,30,878.6,1.2556,0.824729,2.03924,0.684766,1.84799,0,0,0
0,0,36,0,165,3,0,11,2,1,2,25,7.56,-2.78978,-2.80761,-2.65747,-1.49732,-2.85825,0,0,0
0,0,37,0,0,0,0,0,2,1,2,25,0,-2.82815,-2.84876,-2.759,-3.02719,-3.09734,0,0,0
0,0,36,0,0,0,0,0,2,1,2,25,0,-2.873,-2.86681,-2.77574,-3.05642,-3.09563,0,1,1
0,0,36,0,6798,116,359,43,2,1,1,25,1926.63,1.74854,1.9521,2.86523,2.37029,2.95174,1,0,1
1,0,36,0,10755,143,0,47,3,1,1,30,435.92,2.47325,2.3637,-2.77685,2.67128,1.00048,1,0,0
2,0,36,0,6008,64,83,37,2,1,1,25,646.74,1.35187,0.452697,1.54892,1.93164,1.26274,0,0,0
17,0,32,0,245,36,0,17,2,1,2,25,12.645,-2.77394,-1.0448,-2.76603,-0.539471,-2.80361,0,1,1
15,0,35,7,9725,82,0,42,4,1,1,45,245.175,2.37153,1.10341,-2.76185,2.31791,0.215169,0,0,0
7,0,35,0,5108,87,1,24,2,1,1,25,238.275,1.09021,1.26595,-1.86063,0.360591,0.0716888,0,1,1
0,0,33,0,2130,11,0,14,3,1,1,30,85.64,-0.831712,-2.38064,-2.80645,-1.02765,-1.96925,0,0,0
3,1,34,0,2280,30,0,16,2,1,2,25,103.95,-0.738921,-1.45114,-2.79415,-0.728075,-1.71073,0,1,1
3,0,35,0,1558,33,9,31,3,1,2,30,99.64,-1.4383,-1.22747,-1.05161,1.32547,-1.78831,0,1,1
0,0,35,0,0,0,0,0,3,1,2,30,0,-2.89697,-3.08422,-2.79142,-3.03894,-3.12054,0,1,1
0,0,35,0,958,14,0,6,3,1,1,30,38.88,-2.0713,-2.26694,-2.81174,-2.11591,-2.5588,0,0,0
0,0,32,0,6075,86,0,22,4,1,1,45,154.025,1.36585,1.25521,-2.79604,0.160217,-1.02665,0,0,0
0,0,35,0,0,0,0,0,4,1,2,45,0,-2.8857,-3.10784,-2.7103,-3.05363,-3.08392,0,1,1
0,0,35,0,0,0,0,0,5,1,1,55,0,-2.90851,-3.10433,-2.82768,-3.08183,-2.9249,0,0,0
19,0,30,2,15365,227,0,80,2,1,1,25,701.64,2.88012,3.00899,-2.77452,3.05447,1.32137,1,0,0
0,0,33,2,6255,105,246,33,2,2,1,25,1393.2,1.42972,1.79709,2.52821,1.48863,2.6301,0,0,0
0,0,35,0,3008,71,0,28,2,1,1,25,138.555,0.0133845,0.692949,-2.7553,0.929974,-1.22249,0,0,0
0,0,34,0,955,33,13,20,3,1,2,30,91.52,-2.0428,-1.1981,-0.649509,-0.154235,-1.85723,0,0,0
0,0,35,0,2070,42,150,23,2,1,1,25,770.04,-0.873615,-0.734071,1.90639,0.258101,1.5325,0,0,0
0,0,26,0,605,25,168,11,2,2,1,25,784.35,-2.44225,-1.68249,2.05853,-1.44423,1.57054,0,0,0
0,0,25,0,858,28,5,68,4,1,1,45,34.65,-2.17481,-1.56248,-1.63229,2.9758,-2.6207,0,0,0
0,0,26,0,0,0,0,0,2,1,2,25,0,-2.84991,-3.00682,-2.7757,-3.0897,-2.94073,0,0,0
0,0,25,0,0,0,0,0,4,1,2,45,0,-2.85011,-2.99163,-2.74792,-3.04571,-2.89497,0,0,0
4,0,24,0,515,21,0,13,2,1,1,25,24.12,-2.52967,-1.87868,-2.79717,-1.18961,-2.68806,0,0,0
0,0,24,0,2515,50,0,23,3,1,1,30,102.6,-0.491373,-0.1778,-2.72495,0.23208,-1.73551,0,0,0
0,0,17,0,985,15,3,14,2,1,1,25,58.5,-2.03504,-2.23136,-1.75335,-1.04319,-2.31913,0,0,0
10,0,16,0,5682,130,60,42,1,2,1,15,649.66,1.23976,2.20535,1.3132,2.27227,1.25941,0,0,0
6,0,14,0,8222,160,48,40,4,1,1,45,329.55,2.15138,2.4919,1.17756,2.09929,0.728834,1,0,1
2,0,15,2,2142,34,6,19,3,1,1,30,111.04,-0.841172,-1.13877,-1.61686,-0.258781,-1.60553,0,0,0
0,0,8,0,3680,29,190,10,3,1,1,30,908.36,0.463008,-1.47086,2.26051,-1.58371,1.96923,0,0,0
0,0,8,0,777,8,0,7,3,1,1,30,31.4,-2.22394,-2.55465,-2.72499,-2.0875,-2.6481,0,1,1
8,0,38,0,4370,71,5,17,3,1,1,30,197.64,0.840271,0.713783,-1.67335,-0.538402,-0.333231,0,0,0
0,0,39,0,318,5,7,4,2,1,2,25,46.035,-2.66752,-2.69382,-1.1871,-2.46892,-2.43739,0,0,0
10,0,37,0,2453,60,359,24,3,1,1,30,1536.52,-0.570927,0.290419,2.87434,0.42006,2.75219,0,0,0
10,0,38,0,4198,66,1,35,1,1,1,15,240.02,0.761409,0.526549,-1.87056,1.71189,0.171858,0,0,0
3,0,38,0,2393,58,2,33,1,1,1,15,145.805,-0.652809,0.232253,-1.82814,1.49007,-1.12581,0,0,0
11,0,38,1,3775,82,32,28,3,1,1,30,282.28,0.500883,1.0863,0.656705,0.915216,0.543181,0,0,0
4,0,38,0,2360,39,285,18,3,1,1,30,1235.96,-0.657535,-0.845286,2.68733,-0.441772,2.48897,0,0,0
13,0,37,2,9115,121,144,43,3,1,1,30,945.44,2.30192,2.07583,1.85657,2.4253,2.07901,0,0,0
7,0,38,0,13773,169,0,44,3,1,1,30,557.68,2.74713,2.59504,-2.72838,2.49696,1.15601,1,0,1
7,0,38,1,4515,83,2,25,3,1,1,30,191.92,0.935226,1.19967,-1.82233,0.471377,-0.381978,0,0,0
6,0,38,0,5918,95,7,12,3,1,1,30,268.52,1.3226,1.5937,-1.16687,-1.2934,0.383852,0,0,0
9,1,38,0,2238,54,8,17,3,1,2,30,123.68,-0.769955,0.0230357,-1.11182,-0.489147,-1.41852,0,0,0
25,0,38,3,15140,225,54,32,3,1,1,30,830.6,2.80466,2.95577,1.27855,1.39436,1.69524,1,0,1
4,0,38,1,3095,27,483,8,3,1,1,30,2056.88,0.0577392,-1.57933,3.06289,-1.91217,3.06646,0,0,0
9,0,37,0,15485,182,150,30,2,1,1,25,1380.02,2.91858,2.82926,1.86308,1.15826,2.61815,1,0,0
3,0,37,1,6500,86,186,26,3,1,1,30,1007.44,1.58308,1.23823,2.22254,0.629718,2.26183,0,0,0
0,0,37,0,875,14,0,11,2,1,2,25,40.005,-2.16411,-2.27057,-2.74785,-1.50046,-2.53165,0,0,0
2,0,38,0,710,14,13,8,3,1,2,30,80.96,-2.29001,-2.29527,-0.693633,-1.91853,-2.04812,0,0,0
0,0,37,0,0,0,0,0,2,1,2,25,0,-2.87457,-3.11413,-2.74502,-3.05614,-3.00872,0,1,1
3,0,37,0,7508,127,384,43,2,1,1,25,2071.57,2.04106,2.2069,2.95762,2.42425,3.08746,0,0,0
7,0,37,1,11465,154,11,47,4,1,1,45,317.975,2.5991,2.47177,-0.806778,2.72096,0.702326,1,0,1
8,0,37,1,6718,75,108,37,2,1,1,25,791.685,1.72534,0.837502,1.61595,1.84585,1.58494,0,0,0
23,0,33,0,955,47,16,17,2,1,2,25,117.09,-2.04899,-0.385687,-0.351446,-0.492082,-1.52135,0,1,1
21,1,36,8,10435,93,1,42,5,1,1,55,159.42,2.48079,1.53391,-1.91866,2.33896,-0.863329,1,0,1
13,0,36,1,5818,98,26,24,2,1,1,25,383.22,1.26425,1.63897,0.298477,0.373168,0.959897,0,1,1
1,0,34,0,2840,22,0,14,3,1,1,30,114.48,-0.119125,-1.80375,-2.71809,-1.05411,-1.55604,0,0,0
9,1,35,0,2990,41,9,16,3,1,2,30,157.24,0.0105263,-0.739182,-0.888068,-0.749852,-0.942238,0,1,1
9,0,36,0,2268,44,34,31,3,1,2,30,228.48,-0.712055,-0.524601,0.716522,1.25502,0.00952739,0,1,1
