position_id,asset,position_side,leverage,margin_mode,notional_usd,initial_margin,init_margin_rate,maint_margin_rate,liq_distance_pct,vol_regime,hourly_volatility,funding_rate_8h,adds_margin,uses_stop_loss,intended_hold_hours,time_to_liquidation_hours,pnl_pct,got_liquidated,survived
POS006811,HYPE,short,33,cross,7930.0,240.3,0.0303,0.0152,1.515,normal,0.02,-0.00057,0,0,11,1.0,-100.0,1,0
POS006812,ARB,short,17,isolated,2988.0,175.76,0.0588,0.0294,2.941,calm,0.0108,-0.00035,1,1,26,,72.6,0,1
POS006813,ETH,short,73,cross,7929.0,108.62,0.0137,0.0068,0.685,calm,0.006,-0.00013,0,1,22,,28.3,0,1
POS006814,ETH,short,30,cross,7687.0,256.23,0.0333,0.0167,1.667,normal,0.01,-0.00059,0,1,10,,31.1,0,1
POS006815,DOGE,long,53,isolated,7068.0,133.36,0.0189,0.0094,0.943,volatile,0.0396,0.00054,1,1,44,,-31.0,0,1
POS006816,DOGE,short,97,cross,21854.0,225.3,0.0103,0.0052,0.515,crash,0.0704,0.00122,0,1,20,,-100.0,0,1
POS006817,altcoin_smallcap,short,25,cross,3481.0,139.24,0.04,0.02,2.0,calm,0.018,-7e-05,1,1,5,,204.6,0,1
POS006818,ARB,short,26,isolated,327.0,12.58,0.0385,0.0192,1.923,calm,0.0108,0.00053,0,0,67,,58.2,0,1
POS006819,AVAX,long,53,cross,4320.0,81.51,0.0189,0.0094,0.943,crash,0.0512,0.00076,1,1,7,2.0,-100.0,1,0
POS006820,BTC,long,5,isolated,13356.0,2671.2,0.2,0.1,10.0,normal,0.008,-0.00063,1,0,13,,-12.4,0,1
POS006821,ETH,long,6,cross,17368.0,2894.67,0.1667,0.0833,8.333,normal,0.01,0.00042,0,0,29,,-17.6,0,1
POS006822,ETH,short,9,isolated,10174.0,1130.44,0.1111,0.0556,5.556,normal,0.01,-0.00082,0,1,3,,4.0,0,1
POS006823,SOL,long,12,isolated,13804.0,1150.33,0.0833,0.0417,4.167,calm,0.009,0.00037,0,0,3,,15.9,0,1
POS006824,BTC,short,37,isolated,275.0,7.43,0.027,0.0135,1.351,normal,0.008,-0.00032,0,1,60,5.0,-100.0,1,0
POS006825,altcoin_smallcap,long,37,isolated,1781.0,48.14,0.027,0.0135,1.351,crash,0.096,0.00052,0,0,4,1.0,-100.0,1,0
POS006826,altcoin_smallcap,long,33,cross,600.0,18.18,0.0303,0.0152,1.515,calm,0.018,-0.00027,0,0,4,1.0,-100.0,1,0
POS006827,BTC,long,15,isolated,1828.0,121.87,0.0667,0.0333,3.333,calm,0.0048,0.00062,1,0,13,,-11.3,0,1
POS006828,SOL,long,30,isolated,3804.0,126.8,0.0333,0.0167,1.667,volatile,0.027,0.0001,0,0,1,,89.1,0,1
POS006829,SOL,long,46,isolated,4620.0,100.43,0.0217,0.0109,1.087,crash,0.048,0.00127,1,0,60,1.0,-100.0,1,0
POS006830,ETH,long,41,isolated,424.0,10.34,0.0244,0.0122,1.22,calm,0.006,-0.0005,1,0,7,,137.3,0,1
POS006831,SOL,long,48,isolated,5755.0,119.9,0.0208,0.0104,1.042,calm,0.009,-0.0001,0,0,18,4.0,-100.0,1,0
POS006832,SOL,short,104,cross,1104.0,10.62,0.0096,0.0048,0.481,normal,0.015,0.00016,1,0,5,1.0,-100.0,1,0
POS006833,BTC,short,9,isolated,3392.0,376.89,0.1111,0.0556,5.556,normal,0.008,-2e-05,1,0,29,,11.1,0,1
POS006834,ETH,short,26,isolated,4183.0,160.88,0.0385,0.0192,1.923,calm,0.006,0.00032,0,1,23,,72.9,0,1
POS006835,ARB,short,20,isolated,6110.0,305.5,0.05,0.025,2.5,calm,0.0108,9e-05,1,0,31,12.0,-100.0,1,0
POS006836,BTC,long,16,isolated,8294.0,518.38,0.0625,0.0312,3.125,normal,0.008,0.00035,0,1,7,,-19.7,0,1
POS006837,HYPE,short,28,isolated,11746.0,419.5,0.0357,0.0179,1.786,crash,0.064,0.00067,0,0,7,,268.0,0,1
POS006838,SOL,short,77,cross,11772.0,152.88,0.013,0.0065,0.649,calm,0.009,0.00038,0,0,15,6.0,-100.0,1,0
POS006839,BTC,short,4,isolated,9568.0,2392.0,0.25,0.125,12.5,normal,0.008,0.00023,1,1,31,,-27.7,0,1
POS006840,ARB,short,33,cross,12445.0,377.12,0.0303,0.0152,1.515,crash,0.0576,0.00101,1,1,8,,635.8,0,1
POS006841,altcoin_smallcap,short,20,isolated,7563.0,378.15,0.05,0.025,2.5,normal,0.03,0.00024,0,0,12,1.0,-100.0,1,0
POS006842,ETH,long,73,isolated,7752.0,106.19,0.0137,0.0068,0.685,calm,0.006,0.00041,0,0,18,,65.1,0,1
POS006843,altcoin_smallcap,short,19,cross,9934.0,522.84,0.0526,0.0263,2.632,calm,0.018,0.00037,0,1,12,,89.2,0,1
POS006844,DOGE,short,24,isolated,2990.0,124.58,0.0417,0.0208,2.083,calm,0.0132,-0.00012,0,0,3,1.0,-100.0,1,0
POS006845,HYPE,short,6,cross,10228.0,1704.67,0.1667,0.0833,8.333,normal,0.02,-0.00027,1,1,32,,45.3,0,1
POS006846,BTC,long,16,isolated,6402.0,400.12,0.0625,0.0312,3.125,volatile,0.0144,0.00054,0,0,17,8.0,-100.0,1,0
POS006847,altcoin_smallcap,long,3,cross,1290.0,430.0,0.3333,0.1667,16.667,normal,0.03,-5e-05,0,1,5,,-34.3,0,1
POS006848,SOL,long,41,cross,5646.0,137.71,0.0244,0.0122,1.22,crash,0.048,0.00096,0,1,8,1.0,-100.0,1,0
POS006849,BTC,long,30,cross,6088.0,202.93,0.0333,0.0167,1.667,calm,0.0048,-0.00016,0,0,2,,5.2,0,1
POS006850,BTC,long,27,isolated,10449.0,387.0,0.037,0.0185,1.852,crash,0.0256,0.0011,0,1,22,10.0,-100.0,1,0
POS006851,DOGE,long,21,cross,2316.0,110.29,0.0476,0.0238,2.381,crash,0.0704,0.00095,0,1,20,1.0,-100.0,1,0
POS006852,ETH,long,21,cross,7182.0,342.0,0.0476,0.0238,2.381,calm,0.006,-0.00029,0,0,14,,-40.9,0,1
POS006853,ARB,short,8,isolated,11807.0,1475.88,0.125,0.0625,6.25,volatile,0.0324,0.0011,1,0,21,,162.0,0,1
POS006854,BTC,short,12,isolated,12872.0,1072.67,0.0833,0.0417,4.167,crash,0.0256,0.00097,0,0,11,2.0,-100.0,1,0
POS006855,ETH,long,125,isolated,1799.0,14.39,0.008,0.004,0.4,normal,0.01,0.00024,1,1,15,,-77.3,0,1
POS006856,HYPE,short,59,isolated,11077.0,187.75,0.0169,0.0085,0.847,calm,0.012,-1e-05,0,1,9,,412.2,0,1
POS006857,ETH,short,12,cross,2646.0,220.5,0.0833,0.0417,4.167,volatile,0.018,0.00046,0,0,14,,137.3,0,1
POS006858,BTC,long,6,isolated,754.0,125.67,0.1667,0.0833,8.333,normal,0.008,-0.00065,0,0,2,,-9.4,0,1
POS006859,BTC,short,31,cross,5534.0,178.52,0.0323,0.0161,1.613,normal,0.008,-0.00053,0,1,29,,-65.6,0,1
POS006860,ETH,long,46,cross,12363.0,268.76,0.0217,0.0109,1.087,calm,0.006,0.0002,0,1,27,,-54.8,0,1
POS006861,altcoin_smallcap,short,41,cross,18447.0,449.93,0.0244,0.0122,1.22,calm,0.018,-0.00062,0,0,12,1.0,-100.0,1,0
POS006862,BTC,long,20,cross,4828.0,241.4,0.05,0.025,2.5,normal,0.008,0.00049,0,0,2,,11.7,0,1
POS006863,altcoin_smallcap,long,19,isolated,18113.0,953.32,0.0526,0.0263,2.632,volatile,0.054,9e-05,0,0,6,,158.9,0,1
POS006864,ETH,short,49,isolated,7317.0,149.33,0.0204,0.0102,1.02,normal,0.01,-0.00031,0,0,56,12.0,-100.0,1,0
POS006865,altcoin_smallcap,short,33,cross,5716.0,173.21,0.0303,0.0152,1.515,calm,0.018,1e-05,1,0,44,4.0,-100.0,1,0
POS006866,SOL,long,28,cross,1297.0,46.32,0.0357,0.0179,1.786,normal,0.015,0.00032,1,1,3,,109.7,0,1
POS006867,BTC,short,26,cross,4312.0,165.85,0.0385,0.0192,1.923,calm,0.0048,0.00014,0,0,14,,9.7,0,1
POS006868,ETH,long,18,isolated,9843.0,546.83,0.0556,0.0278,2.778,volatile,0.018,0.0007,0,0,23,2.0,-100.0,1,0
POS006869,BTC,short,61,cross,8820.0,144.59,0.0164,0.0082,0.82,normal,0.008,3e-05,0,0,5,2.0,-100.0,1,0
POS006870,BTC,long,37,isolated,2643.0,71.43,0.027,0.0135,1.351,crash,0.0256,0.00054,1,0,11,,6.7,0,1
POS006871,ETH,long,19,cross,9478.0,498.84,0.0526,0.0263,2.632,normal,0.01,0.00024,1,0,3,,-9.3,0,1
POS006872,BTC,short,13,cross,2976.0,228.92,0.0769,0.0385,3.846,calm,0.0048,5e-05,0,0,12,,6.4,0,1
POS006873,DOGE,long,43,isolated,2718.0,63.21,0.0233,0.0116,1.163,calm,0.0132,0.00023,0,0,9,1.0,-100.0,1,0
POS006874,HYPE,short,10,cross,6803.0,680.3,0.1,0.05,5.0,normal,0.02,0.00018,0,1,10,,-48.8,0,1
POS006875,ETH,long,30,isolated,7114.0,237.13,0.0333,0.0167,1.667,normal,0.01,0.0004,0,1,14,,-49.3,0,1
POS006876,BTC,long,38,isolated,3269.0,86.03,0.0263,0.0132,1.316,normal,0.008,0.00019,1,0,2,,29.1,0,1
POS006877,BTC,short,55,cross,10154.0,184.62,0.0182,0.0091,0.909,crash,0.0256,0.00152,1,1,20,,1240.6,0,1
POS006878,ARB,long,25,isolated,14778.0,591.12,0.04,0.02,2.0,volatile,0.0324,-0.00039,0,0,15,9.0,-100.0,1,0
POS006879,ETH,short,47,isolated,9401.0,200.02,0.0213,0.0106,1.064,normal,0.01,0.00027,1,0,24,,326.2,0,1
POS006880,ETH,long,35,cross,9927.0,283.63,0.0286,0.0143,1.429,volatile,0.018,-7e-05,0,0,16,2.0,-100.0,1,0
POS006881,AVAX,short,64,cross,4519.0,70.61,0.0156,0.0078,0.781,normal,0.016,5e-05,0,0,8,4.0,-100.0,1,0
POS006882,DOGE,long,23,isolated,2042.0,88.78,0.0435,0.0217,2.174,normal,0.022,0.00045,1,1,7,,-30.4,0,1
POS006883,SOL,short,29,isolated,7887.0,271.97,0.0345,0.0172,1.724,volatile,0.027,0.00033,0,0,54,3.0,-100.0,1,0
POS006884,altcoin_smallcap,long,5,cross,7368.0,1473.6,0.2,0.1,10.0,crash,0.096,0.00081,1,0,12,,-14.2,0,1
POS006885,AVAX,short,38,isolated,16030.0,421.84,0.0263,0.0132,1.316,crash,0.0512,0.0007,0,1,11,,72.5,0,1
POS006886,altcoin_smallcap,long,38,isolated,9854.0,259.32,0.0263,0.0132,1.316,volatile,0.054,0.00106,0,0,22,1.0,-100.0,1,0
POS006887,ARB,short,93,cross,215.0,2.31,0.0108,0.0054,0.538,crash,0.0576,0.0007,0,1,16,1.0,-100.0,1,0
POS006888,HYPE,long,23,isolated,18113.0,787.52,0.0435,0.0217,2.174,calm,0.012,-0.00016,0,1,8,,-31.9,0,1
POS006889,ETH,short,24,isolated,1599.0,66.62,0.0417,0.0208,2.083,calm,0.006,-3e-05,0,1,11,,77.8,0,1
POS006890,HYPE,long,33,isolated,2918.0,88.42,0.0303,0.0152,1.515,normal,0.02,0.00032,0,1,14,,9.0,0,1
POS006891,SOL,short,22,cross,351.0,15.95,0.0455,0.0227,2.273,calm,0.009,0.00073,1,1,16,,32.1,0,1
POS006892,ETH,long,58,isolated,10044.0,173.17,0.0172,0.0086,0.862,calm,0.006,-0.00095,1,1,30,,114.8,0,1
POS006893,SOL,long,18,cross,228.0,12.67,0.0556,0.0278,2.778,normal,0.015,7e-05,1,1,36,,-50.8,0,1
POS006894,altcoin_smallcap,long,63,cross,6381.0,101.29,0.0159,0.0079,0.794,calm,0.018,-0.00012,1,0,29,1.0,-100.0,1,0
POS006895,BTC,short,23,cross,13823.0,601.0,0.0435,0.0217,2.174,volatile,0.0144,0.00075,0,1,13,,104.6,0,1
POS006896,HYPE,short,72,isolated,3245.0,45.07,0.0139,0.0069,0.694,normal,0.02,0.00089,0,0,5,2.0,-100.0,1,0
POS006897,HYPE,long,46,isolated,13155.0,285.98,0.0217,0.0109,1.087,normal,0.02,-0.00042,0,0,14,,293.2,0,1
POS006898,BTC,long,13,cross,13209.0,1016.08,0.0769,0.0385,3.846,volatile,0.0144,-9e-05,0,0,10,6.0,-100.0,1,0
POS006899,DOGE,short,28,cross,6642.0,237.21,0.0357,0.0179,1.786,normal,0.022,-0.00018,1,0,20,2.0,-100.0,1,0
POS006900,ETH,long,42,isolated,6287.0,149.69,0.0238,0.0119,1.19,normal,0.01,-0.00037,0,0,17,2.0,-100.0,1,0
POS006901,ETH,short,68,cross,880.0,12.94,0.0147,0.0074,0.735,volatile,0.018,0.00049,0,0,11,,545.7,0,1
POS006902,SOL,long,36,isolated,7428.0,206.33,0.0278,0.0139,1.389,volatile,0.027,6e-05,0,1,18,,-100.0,0,1
POS006903,ETH,short,14,isolated,26346.0,1881.86,0.0714,0.0357,3.571,normal,0.01,0.00011,0,1,2,,-38.0,0,1
POS006904,AVAX,long,19,isolated,1805.0,95.0,0.0526,0.0263,2.632,normal,0.016,-4e-05,0,1,12,,76.6,0,1
POS006905,AVAX,short,42,isolated,3765.0,89.64,0.0238,0.0119,1.19,normal,0.016,0.00138,0,1,3,1.0,-100.0,1,0
POS006906,BTC,long,48,isolated,4394.0,91.54,0.0208,0.0104,1.042,crash,0.0256,0.00031,1,0,12,1.0,-100.0,1,0
POS006907,SOL,short,62,isolated,13486.0,217.52,0.0161,0.0081,0.806,normal,0.015,0.00042,1,0,17,,457.8,0,1
POS006908,DOGE,long,8,isolated,6012.0,751.5,0.125,0.0625,6.25,calm,0.0132,0.00067,1,0,2,,-15.2,0,1
POS006909,BTC,long,14,isolated,28415.0,2029.64,0.0714,0.0357,3.571,crash,0.0256,0.00092,0,1,6,2.0,-100.0,1,0
POS006910,DOGE,long,21,cross,6884.0,327.81,0.0476,0.0238,2.381,calm,0.0132,0.0009,0,1,20,19.0,-100.0,1,0
POS006911,ARB,long,31,cross,7577.0,244.42,0.0323,0.0161,1.613,calm,0.0108,-0.0002,0,0,12,7.0,-100.0,1,0
POS006912,AVAX,short,80,isolated,780.0,9.75,0.0125,0.0062,0.625,calm,0.0096,-6e-05,1,0,2,,68.2,0,1
POS006913,ARB,short,102,cross,1929.0,18.91,0.0098,0.0049,0.49,calm,0.0108,2e-05,1,0,3,1.0,-100.0,1,0
POS006914,BTC,short,61,isolated,1613.0,26.44,0.0164,0.0082,0.82,crash,0.0256,0.00103,0,0,41,1.0,-100.0,1,0
POS006915,ETH,long,14,cross,20621.0,1472.93,0.0714,0.0357,3.571,volatile,0.018,0.00039,1,0,4,,97.0,0,1
POS006916,ARB,long,33,isolated,5869.0,177.85,0.0303,0.0152,1.515,normal,0.018,-0.00049,1,0,4,,144.4,0,1
POS006917,HYPE,long,25,cross,6391.0,255.64,0.04,0.02,2.0,normal,0.02,-9e-05,0,0,1,,34.5,0,1
POS006918,BTC,long,24,isolated,6563.0,273.46,0.0417,0.0208,2.083,calm,0.0048,0.00092,1,0,22,,78.4,0,1
POS006919,BTC,long,70,cross,1517.0,21.67,0.0143,0.0071,0.714,volatile,0.0144,0.00075,0,0,17,3.0,-100.0,1,0
POS006920,altcoin_smallcap,short,22,isolated,2647.0,120.32,0.0455,0.0227,2.273,calm,0.018,-0.00039,0,1,7,,-46.5,0,1
POS006921,AVAX,long,51,cross,4263.0,83.59,0.0196,0.0098,0.98,normal,0.016,0.00015,0,1,22,,416.1,0,1
POS006922,SOL,long,24,cross,8026.0,334.42,0.0417,0.0208,2.083,normal,0.015,0.00025,1,0,4,3.0,-100.0,1,0
POS006923,BTC,long,46,cross,3124.0,67.91,0.0217,0.0109,1.087,calm,0.0048,-0.00076,0,0,2,,-30.4,0,1
POS006924,BTC,short,45,isolated,9619.0,213.76,0.0222,0.0111,1.111,normal,0.008,-0.00012,0,0,1,,44.5,0,1
POS006925,BTC,short,55,cross,4983.0,90.6,0.0182,0.0091,0.909,normal,0.008,0.00069,0,1,66,2.0,-100.0,1,0
POS006926,DOGE,short,55,isolated,5097.0,92.67,0.0182,0.0091,0.909,normal,0.022,0.00022,1,1,10,,-71.0,0,1
POS006927,BTC,long,22,isolated,4928.0,224.0,0.0455,0.0227,2.273,volatile,0.0144,-0.00019,1,0,6,,-35.8,0,1
POS006928,BTC,long,107,cross,10286.0,96.13,0.0093,0.0047,0.467,normal,0.008,0.00061,0,0,1,,58.6,0,1
POS006929,altcoin_smallcap,long,27,isolated,2841.0,105.22,0.037,0.0185,1.852,normal,0.03,0.0001,1,0,7,2.0,-100.0,1,0
POS006930,ARB,long,64,cross,5725.0,89.45,0.0156,0.0078,0.781,calm,0.0108,6e-05,0,0,9,3.0,-100.0,1,0
POS006931,AVAX,long,100,cross,6224.0,62.24,0.01,0.005,0.5,volatile,0.0288,-0.00052,0,1,24,,-65.1,0,1
POS006932,DOGE,short,12,isolated,2015.0,167.92,0.0833,0.0417,4.167,volatile,0.0396,0.00104,0,1,4,4.0,-100.0,1,0
POS006933,altcoin_smallcap,short,35,cross,4525.0,129.29,0.0286,0.0143,1.429,normal,0.03,-5e-05,0,0,25,13.0,-100.0,1,0
POS006934,BTC,short,61,cross,33321.0,546.25,0.0164,0.0082,0.82,crash,0.0256,0.0012,1,1,142,2.0,-100.0,1,0
POS006935,SOL,long,53,isolated,7948.0,149.96,0.0189,0.0094,0.943,calm,0.009,0.00026,1,0,1,,-14.1,0,1
POS006936,altcoin_smallcap,long,72,cross,9109.0,126.51,0.0139,0.0069,0.694,calm,0.018,-0.00015,0,1,1,,-100.0,0,1
POS006937,HYPE,long,26,isolated,6280.0,241.54,0.0385,0.0192,1.923,volatile,0.036,0.00059,0,0,22,1.0,-100.0,1,0
POS006938,ARB,long,29,isolated,11933.0,411.48,0.0345,0.0172,1.724,normal,0.018,-0.00026,0,0,10,1.0,-100.0,1,0
POS006939,ETH,short,16,cross,2890.0,180.62,0.0625,0.0312,3.125,normal,0.01,0.00046,0,0,54,8.0,-100.0,1,0
POS006940,altcoin_smallcap,short,43,isolated,4725.0,109.88,0.0233,0.0116,1.163,calm,0.018,0.00049,0,0,4,,488.8,0,1
POS006941,ETH,short,30,cross,5254.0,175.13,0.0333,0.0167,1.667,normal,0.01,-0.00015,0,1,1,,-43.1,0,1
POS006942,BTC,long,69,isolated,6136.0,88.93,0.0145,0.0072,0.725,normal,0.008,5e-05,0,1,21,,-56.0,0,1
POS006943,BTC,long,20,isolated,4973.0,248.65,0.05,0.025,2.5,normal,0.008,-0.00079,0,1,12,,20.8,0,1
POS006944,SOL,short,32,isolated,3295.0,102.97,0.0312,0.0156,1.562,volatile,0.027,0.00052,0,0,1,,-15.7,0,1
POS006945,SOL,short,33,cross,2002.0,60.67,0.0303,0.0152,1.515,normal,0.015,-2e-05,0,1,6,5.0,-100.0,1,0
POS006946,BTC,short,61,isolated,1033.0,16.93,0.0164,0.0082,0.82,crash,0.0256,0.00139,1,0,32,,1048.7,0,1
POS006947,BTC,long,56,cross,16626.0,296.89,0.0179,0.0089,0.893,calm,0.0048,0.00039,0,0,25,6.0,-100.0,1,0
POS006948,BTC,long,20,isolated,6562.0,328.1,0.05,0.025,2.5,volatile,0.0144,0.00049,1,0,6,,102.6,0,1
POS006949,ETH,short,31,isolated,4351.0,140.35,0.0323,0.0161,1.613,crash,0.032,0.00075,0,0,7,,475.4,0,1
POS006950,HYPE,short,49,cross,2534.0,51.71,0.0204,0.0102,1.02,normal,0.02,-0.00016,1,1,15,5.0,-100.0,1,0
POS006951,altcoin_smallcap,long,99,isolated,4418.0,44.63,0.0101,0.0051,0.505,calm,0.018,-0.00071,0,1,3,,180.3,0,1
POS006952,DOGE,short,24,cross,4779.0,199.12,0.0417,0.0208,2.083,normal,0.022,-5e-05,0,0,21,,107.7,0,1
POS006953,DOGE,long,36,cross,2826.0,78.5,0.0278,0.0139,1.389,calm,0.0132,-0.00067,1,1,36,,-80.6,0,1
POS006954,ETH,long,31,cross,1537.0,49.58,0.0323,0.0161,1.613,normal,0.01,0.00046,0,0,4,,-40.7,0,1
POS006955,BTC,short,43,isolated,7683.0,178.67,0.0233,0.0116,1.163,calm,0.0048,0.00058,0,1,2,,-35.0,0,1
POS006956,ETH,long,63,cross,4457.0,70.75,0.0159,0.0079,0.794,crash,0.032,0.0016,0,1,17,,-100.0,0,1
POS006957,HYPE,long,56,isolated,1437.0,25.66,0.0179,0.0089,0.893,calm,0.012,0.0001,0,0,58,,244.7,0,1
POS006958,BTC,short,45,isolated,5185.0,115.22,0.0222,0.0111,1.111,calm,0.0048,0.00035,0,0,31,,19.7,0,1
POS006959,BTC,long,42,isolated,19026.0,453.0,0.0238,0.0119,1.19,calm,0.0048,0.00019,0,0,6,2.0,-100.0,1,0
POS006960,ARB,long,58,cross,3632.0,62.62,0.0172,0.0086,0.862,normal,0.018,0.00015,0,1,25,,-100.0,0,1
POS006961,BTC,long,25,isolated,5598.0,223.92,0.04,0.02,2.0,volatile,0.0144,0.00026,1,1,7,,-6.7,0,1
POS006962,SOL,short,33,isolated,20475.0,620.45,0.0303,0.0152,1.515,calm,0.009,0.00028,0,0,11,3.0,-100.0,1,0
POS006963,BTC,long,24,isolated,12500.0,520.83,0.0417,0.0208,2.083,volatile,0.0144,0.00036,0,0,6,,-20.2,0,1
POS006964,DOGE,long,49,isolated,4847.0,98.92,0.0204,0.0102,1.02,normal,0.022,-0.00081,0,1,3,,-35.5,0,1
POS006965,AVAX,long,14,cross,843.0,60.21,0.0714,0.0357,3.571,calm,0.0096,2e-05,1,1,40,,-31.0,0,1
POS006966,SOL,long,35,cross,14843.0,424.09,0.0286,0.0143,1.429,calm,0.009,0.00087,0,1,6,,-24.9,0,1
POS006967,altcoin_smallcap,short,33,cross,3310.0,100.3,0.0303,0.0152,1.515,volatile,0.054,0.00023,0,0,4,,534.6,0,1
POS006968,ETH,short,54,cross,25377.0,469.94,0.0185,0.0093,0.926,normal,0.01,-0.00053,0,1,31,,-58.2,0,1
POS006969,AVAX,short,59,isolated,22417.0,379.95,0.0169,0.0085,0.847,volatile,0.0288,0.00101,1,0,41,,639.2,0,1
POS006970,altcoin_smallcap,short,21,isolated,3739.0,178.05,0.0476,0.0238,2.381,normal,0.03,0.00033,0,1,4,,20.5,0,1
POS006971,BTC,long,10,cross,4157.0,415.7,0.1,0.05,5.0,calm,0.0048,0.00011,0,0,95,46.0,-100.0,1,0
POS006972,BTC,long,25,cross,6572.0,262.88,0.04,0.02,2.0,normal,0.008,0.00033,0,1,3,,-10.8,0,1
POS006973,AVAX,short,29,cross,7520.0,259.31,0.0345,0.0172,1.724,calm,0.0096,0.00039,0,0,14,,214.4,0,1
POS006974,DOGE,long,28,isolated,6701.0,239.32,0.0357,0.0179,1.786,crash,0.0704,0.0012,0,0,53,1.0,-100.0,1,0
POS006975,ARB,long,5,isolated,5988.0,1197.6,0.2,0.1,10.0,volatile,0.0324,-0.00036,0,0,2,,-18.4,0,1
POS006976,altcoin_smallcap,short,55,cross,8893.0,161.69,0.0182,0.0091,0.909,crash,0.096,0.00083,0,0,10,,1358.8,0,1
POS006977,ETH,short,31,isolated,4910.0,158.39,0.0323,0.0161,1.613,calm,0.006,0.00015,0,1,30,,-63.3,0,1
POS006978,BTC,long,9,cross,10504.0,1167.11,0.1111,0.0556,5.556,volatile,0.0144,0.00057,0,0,35,25.0,-100.0,1,0
POS006979,BTC,long,12,isolated,2605.0,217.08,0.0833,0.0417,4.167,normal,0.008,0.00081,1,0,6,,21.4,0,1
POS006980,SOL,long,26,isolated,6484.0,249.38,0.0385,0.0192,1.923,crash,0.048,0.00132,0,0,27,2.0,-100.0,1,0
POS006981,SOL,short,31,isolated,1432.0,46.19,0.0323,0.0161,1.613,normal,0.015,-0.00028,0,0,23,5.0,-100.0,1,0
POS006982,AVAX,long,20,isolated,25439.0,1271.95,0.05,0.025,2.5,normal,0.016,-0.00025,0,0,12,,56.0,0,1
POS006983,ETH,short,45,cross,3151.0,70.02,0.0222,0.0111,1.111,calm,0.006,-0.00057,0,0,11,,46.7,0,1
POS006984,BTC,short,13,isolated,4125.0,317.31,0.0769,0.0385,3.846,calm,0.0048,-0.00041,0,0,11,,-12.3,0,1
POS006985,AVAX,short,12,cross,2700.0,225.0,0.0833,0.0417,4.167,calm,0.0096,0.00031,1,0,1,,-20.9,0,1
POS006986,HYPE,short,29,cross,16962.0,584.9,0.0345,0.0172,1.724,calm,0.012,-0.00011,0,1,33,,-100.0,0,1
POS006987,altcoin_smallcap,long,35,cross,17748.0,507.09,0.0286,0.0143,1.429,crash,0.096,0.00042,0,1,35,,-100.0,0,1
POS006988,SOL,long,38,cross,4635.0,121.97,0.0263,0.0132,1.316,volatile,0.027,0.00015,0,1,11,2.0,-100.0,1,0
POS006989,DOGE,long,23,isolated,5668.0,246.43,0.0435,0.0217,2.174,normal,0.022,-0.00082,0,0,12,,149.0,0,1
POS006990,DOGE,short,73,isolated,1560.0,21.37,0.0137,0.0068,0.685,normal,0.022,-0.00069,0,0,19,1.0,-100.0,1,0
POS006991,DOGE,long,39,cross,2747.0,70.44,0.0256,0.0128,1.282,normal,0.022,6e-05,0,0,21,4.0,-100.0,1,0
POS006992,BTC,short,14,isolated,4704.0,336.0,0.0714,0.0357,3.571,normal,0.008,-3e-05,0,0,10,,-3.7,0,1
POS006993,DOGE,long,69,cross,3087.0,44.74,0.0145,0.0072,0.725,volatile,0.0396,0.00074,1,1,65,1.0,-100.0,1,0
POS006994,BTC,long,38,cross,10849.0,285.5,0.0263,0.0132,1.316,normal,0.008,0.00019,0,0,1,,37.8,0,1
POS006995,ETH,long,49,isolated,11694.0,238.65,0.0204,0.0102,1.02,crash,0.032,0.00145,0,1,77,,-100.0,0,1
POS006996,ETH,long,23,isolated,16828.0,731.65,0.0435,0.0217,2.174,normal,0.01,0.00023,0,1,31,6.0,-100.0,1,0
POS006997,ETH,long,32,isolated,9525.0,297.66,0.0312,0.0156,1.562,calm,0.006,-0.00066,0,0,3,,27.2,0,1
POS006998,BTC,long,33,cross,1107.0,33.55,0.0303,0.0152,1.515,normal,0.008,-0.00016,0,1,12,,48.9,0,1
POS006999,ETH,long,14,cross,7749.0,553.5,0.0714,0.0357,3.571,calm,0.006,4e-05,0,1,55,,-1.6,0,1
POS007000,BTC,long,37,isolated,2477.0,66.95,0.027,0.0135,1.351,calm,0.0048,0.00019,0,0,29,14.0,-100.0,1,0
POS007001,ETH,short,14,cross,2579.0,184.21,0.0714,0.0357,3.571,normal,0.01,2e-05,0,0,3,,-23.3,0,1
POS007002,BTC,short,42,cross,7141.0,170.02,0.0238,0.0119,1.19,normal,0.008,-0.00036,0,0,20,5.0,-100.0,1,0
POS007003,BTC,short,37,cross,3221.0,87.05,0.027,0.0135,1.351,normal,0.008,4e-05,0,0,42,,128.4,0,1
POS007004,ARB,short,5,isolated,1305.0,261.0,0.2,0.1,10.0,normal,0.018,5e-05,1,0,33,,14.8,0,1
POS007005,ARB,long,33,isolated,5557.0,168.39,0.0303,0.0152,1.515,normal,0.018,0.00011,1,1,18,18.0,-100.0,1,0
POS007006,BTC,long,54,isolated,4351.0,80.57,0.0185,0.0093,0.926,calm,0.0048,0.00062,0,1,18,,-29.7,0,1
POS007007,ETH,long,12,isolated,4094.0,341.17,0.0833,0.0417,4.167,normal,0.01,0.00019,0,0,6,,62.0,0,1
POS007008,AVAX,long,31,cross,1160.0,37.42,0.0323,0.0161,1.613,volatile,0.0288,-0.00041,0,1,15,1.0,-100.0,1,0
