item_name,item_category,item_subcategory,brand_name,brand_tier,country,city,city_tier,price_usd_normalized,serving_size_g,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,sugars_g,avg_rating,is_bestseller
Egg Fried Rice,Rice/Bowl,Veg,Nando's,mid,UK,London,metro,18.19,280.5,574.3,26.9,16.0,79.1,732.2,5.1,3.4,0
Orange Juice,Drink,Veg,Applebee's,mid,Canada,Windsor,tier-3,11.07,398.5,232.1,3.2,4.0,75.1,6.8,28.4,4.5,0
Churros,Dessert,Veg,The Cheesecake Factory,premium,India,Mumbai,metro,18.28,122.4,694.3,4.0,11.7,54.5,209.9,51.775,4.0,0
Mushroom Swiss Beef Burger,Burger,Non-Veg,TGI Fridays,mid,Canada,Toronto,metro,10.32,258.5,602.3,17.0,36.7,44.4,675.7,15.6,3.4,0
Apple Pie,Dessert,Veg,Chili's,mid,USA,Chicago,metro,14.17,93.9,481.2,2.6,27.1,81.5,310.7,44.0,3.7,0
Beyond Meat Burger,Burger,Vegan,Burger King,budget,UK,Manchester,metro,8.38,250.8,466.7,20.0,16.1,53.3,805.7,6.4,4.7,0
Caesar Salad,Salad,Veg,McDonald's,budget,USA,Portland,tier-2,3.23,301.1,129.0,15.3,15.6,38.1,159.2,12.0,3.4,0
Mozzarella Sticks,Sides,Veg,Wendy's,budget,UK,Exeter,tier-3,5.93,119.2,52.6,4.2,20.6,23.7,396.3,2.0,4.5,0
Caprese Sandwich,Sandwich,Veg,Five Guys,mid,India,Hyderabad,metro,8.06,235.8,472.7,22.8,21.6,32.7,625.1,10.1,4.0,0
Teriyaki Chicken Bowl,Rice/Bowl,Non-Veg,Subway,budget,Canada,Montreal,tier-2,3.18,375.2,602.0,22.8,10.0,77.4,816.7,1.7,2.6,0
Fish Fillet Burger,Burger,Non-Veg,Subway,budget,Australia,Sydney,metro,8.48,199.0,667.1,38.3,29.6,73.4,958.7,13.0,4.3,0
Beyond Meat Burger,Burger,Vegan,Pizza Hut,budget,India,Ahmedabad,tier-2,3.4,296.7,528.6,22.5,34.5,32.0,710.3,9.2,4.4,0
Paneer Tikka Pizza,Pizza,Veg,McDonald's,budget,India,Hyderabad,metro,3.48,129.0,254.8,10.3,8.6,30.9,571.0,4.2,4.3,1
Onion Rings,Sides,Veg,TGI Fridays,mid,USA,Nashville,tier-2,10.47,116.9,348.2,0.0,4.2,68.0,562.1,4.7,2.9,1
Club Sandwich,Sandwich,Non-Veg,McDonald's,budget,India,Surat,tier-3,1.08,221.1,437.4,26.8,20.2,51.0,903.0,7.9,4.3,1
Caprese Sandwich,Sandwich,Veg,Domino's,budget,USA,Portland,tier-2,7.77,203.4,427.5,2.0,15.5,36.5,890.9,9.3,3.9,0
Halloumi Burger,Burger,Veg,Burger King,budget,Australia,Melbourne,metro,6.36,291.4,423.8,19.7,17.3,46.3,536.2,6.9,4.6,0
Avocado Toast Sandwich,Sandwich,Vegan,Chili's,mid,Australia,Perth,tier-2,13.56,215.8,358.7,19.0,15.8,35.1,538.5,6.1,4.1,0
Kale Caesar Salad,Salad,Vegan,Domino's,budget,UK,Bath,tier-3,2.5,260.6,176.4,14.6,12.3,20.4,437.0,12.2,4.0,0
Fanta Orange,Drink,Veg,McDonald's,budget,India,Hyderabad,metro,1.87,262.8,162.3,0.0,3.7,61.0,27.7,35.7,2.3,0
Mushroom Swiss Beef Burger,Burger,Non-Veg,Nando's,mid,UK,Manchester,metro,17.01,289.5,522.6,15.8,24.0,50.0,771.4,4.1,4.4,0
Vanilla Shake,Drink,Veg,Wendy's,budget,India,Hyderabad,metro,1.17,469.2,5.0,0.9,4.3,50.5,0.0,38.9,3.2,0
Fish Fillet Burger,Burger,Non-Veg,Shake Shack,mid,USA,Houston,metro,10.63,274.5,766.7,29.0,23.0,55.0,718.3,5.0,3.2,0
Pepsi,Drink,Veg,Subway,budget,USA,New York,metro,4.16,341.1,348.4,0.2,1.6,6.6,80.6,3.4,3.4,0
Green Detox Juice,Drink,Vegan,McDonald's,budget,USA,New York,metro,2.61,415.3,206.0,2.3,2.2,12.2,0.0,11.589999999999998,3.6,0
Chicken BBQ Pizza,Pizza,Non-Veg,Wendy's,budget,India,Delhi,metro,2.11,139.4,365.3,13.1,13.5,37.9,653.8,2.7,3.8,0
Club Sandwich,Sandwich,Non-Veg,Domino's,budget,USA,Chicago,metro,4.69,159.6,405.5,30.1,22.4,30.8,1040.2,8.8,3.1,0
Plant-Based Burger,Burger,Vegan,Wendy's,budget,India,Hyderabad,metro,3.07,318.5,589.1,19.4,28.2,52.0,414.8,7.9,2.9,0
Corn on the Cob,Sides,Veg,Gordon Ramsay Bar & Grill,premium,India,Jaipur,tier-2,9.89,142.6,475.2,5.5,15.5,62.4,172.0,0.0,4.6,0
Pasta Salad,Salad,Veg,KFC,budget,India,Bangalore,metro,2.96,247.0,338.5,8.5,10.6,20.0,538.7,7.5,3.8,0
Chickpea Buddha Bowl,Rice/Bowl,Vegan,McDonald's,budget,India,Chennai,tier-2,3.65,468.9,552.4,35.6,10.8,54.7,362.3,3.9,4.2,0
BLT Sandwich,Sandwich,Non-Veg,KFC,budget,India,Mumbai,metro,1.61,170.6,552.1,15.7,21.1,49.1,689.6,7.5,3.7,0
Caprese Salad,Salad,Veg,Chili's,mid,India,Delhi,metro,7.54,274.8,296.8,16.3,8.3,29.9,413.5,11.9,3.3,0
Spicy Chicken Pizza,Pizza,Non-Veg,Shake Shack,mid,India,Indore,tier-3,5.74,138.4,226.3,16.1,18.7,33.3,779.7,6.0,4.4,0
Vegan Mango Smoothie,Drink,Vegan,Burger King,budget,Canada,Windsor,tier-3,4.92,427.5,360.6,2.8,0.0,17.1,50.0,16.245,4.4,0
Kale Caesar Salad,Salad,Vegan,Taco Bell,budget,India,Chennai,tier-2,2.6,252.2,261.4,12.9,13.4,20.0,570.7,5.1,4.0,1
Double Smash Burger,Burger,Non-Veg,Burger King,budget,USA,New York,metro,9.37,148.5,565.7,37.5,27.9,43.7,915.1,15.5,4.5,0
Orange Juice,Drink,Veg,Domino's,budget,USA,Chicago,metro,1.5,422.8,5.0,2.8,2.1,80.7,45.0,10.6,4.0,0
Garlic Bread,Sides,Veg,Five Guys,mid,UK,Bristol,tier-2,11.55,86.7,98.2,0.4,14.4,33.4,270.8,2.0,3.8,0
Orange Juice,Drink,Veg,Subway,budget,USA,Fargo,tier-3,4.99,397.5,78.4,0.8,2.2,35.4,0.5,33.629999999999995,3.0,1
Vegan BLT,Sandwich,Vegan,Taco Bell,budget,USA,Houston,metro,3.48,174.6,421.7,9.1,20.3,37.3,785.6,7.1,3.8,0
Potato Wedges,Sides,Veg,Subway,budget,Australia,Brisbane,tier-2,1.81,84.9,158.0,10.1,12.7,39.4,584.9,1.4,4.3,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,KFC,budget,India,Pune,tier-2,2.68,479.3,816.2,16.8,20.1,64.6,1130.8,7.0,3.9,0
Paneer Tikka Pizza,Pizza,Veg,Wendy's,budget,USA,Austin,tier-2,6.57,171.0,203.1,13.8,13.8,38.3,779.6,4.3,3.8,0
Caesar Salad,Salad,Veg,Domino's,budget,USA,New York,metro,7.78,413.3,171.7,19.5,8.0,19.3,572.3,8.8,4.4,0
Almond Milk Shake,Drink,Vegan,Wendy's,budget,USA,Portland,tier-2,3.79,306.4,188.5,1.1,3.0,43.5,10.6,41.324999999999996,3.8,0
Chicken Wings,Sides,Non-Veg,Burger King,budget,India,Coimbatore,tier-3,1.27,155.4,192.8,0.0,16.1,43.2,383.1,3.1,4.1,0
Mac and Cheese,Sides,Veg,Pizza Hut,budget,India,Ahmedabad,tier-2,1.48,76.2,274.7,1.8,16.3,44.5,618.0,4.4,4.4,0
Beyond Meat Burger,Burger,Vegan,Wendy's,budget,USA,Denver,tier-2,5.03,261.8,485.0,28.7,33.2,47.8,831.7,11.6,4.6,0
Onion Rings,Sides,Veg,Wendy's,budget,UK,Bath,tier-3,3.71,144.7,308.5,0.0,4.8,62.7,169.9,1.9,3.2,0
Chicken Sub,Sandwich,Non-Veg,Gordon Ramsay Bar & Grill,premium,USA,Nashville,tier-2,30.37,186.0,496.1,25.5,18.2,54.1,946.1,5.9,2.8,0
Chicken BBQ Pizza,Pizza,Non-Veg,Shake Shack,mid,USA,Houston,metro,19.49,107.5,457.8,4.9,17.7,35.1,586.7,3.9,4.2,0
Roasted Veggie Salad,Salad,Vegan,Subway,budget,USA,New York,metro,2.82,299.0,187.2,16.7,18.5,13.8,342.9,11.5,4.3,0
Chicken BBQ Pizza,Pizza,Non-Veg,Pizza Hut,budget,USA,New York,metro,3.97,181.2,258.3,16.4,14.9,35.6,642.0,6.9,4.6,1
Cold Coffee,Drink,Veg,Domino's,budget,Australia,Sydney,metro,3.42,539.5,138.8,0.0,1.2,31.6,62.6,30.02,2.5,0
Strawberry Milkshake,Drink,Veg,Burger King,budget,Canada,Vancouver,metro,2.78,265.9,64.1,2.6,5.6,50.0,45.8,27.6,4.4,1
Kale Caesar Salad,Salad,Vegan,Nando's,mid,USA,Portland,tier-2,13.8,339.7,68.7,13.7,1.7,24.0,620.3,7.4,4.1,0
Green Detox Juice,Drink,Vegan,Pizza Hut,budget,India,Jaipur,tier-2,1.45,526.1,235.3,2.7,0.1,62.1,95.9,5.8,4.1,0
Veggie Supreme Pizza,Pizza,Veg,Applebee's,mid,USA,Portland,tier-2,15.73,202.9,236.9,13.0,11.1,40.4,593.5,3.3,4.5,0
Spicy Jalapeño Burger,Burger,Non-Veg,Chili's,mid,USA,New York,metro,20.4,180.1,569.8,33.0,29.2,31.1,1161.3,10.2,3.7,0
Vegan BBQ Pizza,Pizza,Vegan,Subway,budget,India,Hyderabad,metro,2.68,185.5,280.5,8.2,9.8,50.6,631.5,3.5,3.0,0
Paneer Tikka Pizza,Pizza,Veg,Domino's,budget,USA,Portland,tier-2,4.95,124.8,409.8,13.0,13.3,52.7,498.7,2.2,4.1,0
BBQ Bacon Burger,Burger,Non-Veg,Burger King,budget,USA,New York,metro,8.07,259.1,457.8,36.3,34.5,58.7,704.0,12.5,3.4,0
Caprese Salad,Salad,Veg,Chili's,mid,Canada,Kelowna,tier-3,16.01,239.2,419.5,13.2,9.2,27.8,720.1,9.2,3.9,0
Four Cheese Pizza,Pizza,Veg,KFC,budget,USA,Fargo,tier-3,3.91,93.6,189.1,14.3,17.7,29.2,671.4,7.4,3.3,0
Spicy Chicken Pizza,Pizza,Non-Veg,The Cheesecake Factory,premium,USA,Spokane,tier-3,25.86,164.0,413.1,20.0,10.2,30.0,662.4,3.1,3.9,0
BLT Sandwich,Sandwich,Non-Veg,Taco Bell,budget,Canada,Saskatoon,tier-3,6.97,226.3,477.2,20.0,13.0,34.0,721.1,6.9,3.3,0
Sprite,Drink,Veg,Domino's,budget,Canada,Toronto,metro,4.96,400.6,64.9,1.1,1.8,52.4,3.0,27.1,2.6,1
Mushroom Swiss Beef Burger,Burger,Non-Veg,TGI Fridays,mid,USA,Denver,tier-2,10.28,181.1,418.0,26.4,26.3,44.7,846.4,6.1,4.5,0
Quinoa Salad,Salad,Vegan,Domino's,budget,UK,Manchester,metro,3.53,237.7,309.3,15.5,0.0,11.6,312.2,11.02,2.5,0
Lemonade,Drink,Veg,Applebee's,mid,Canada,Vancouver,metro,8.62,489.1,154.1,5.3,0.0,42.3,31.3,40.184999999999995,3.8,1
Vanilla Shake,Drink,Veg,Domino's,budget,India,Mumbai,metro,1.16,316.5,338.2,1.0,2.6,11.2,46.6,7.7,3.4,0
Waffles with Syrup,Dessert,Veg,Nando's,mid,Australia,Hobart,tier-3,15.72,171.9,433.9,0.0,13.2,92.2,167.6,38.8,4.4,0
Plant-Based Burger,Burger,Vegan,McDonald's,budget,Canada,Calgary,tier-2,8.24,176.6,465.7,14.8,9.8,34.9,528.8,9.7,4.3,1
Hummus Veggie Wrap,Sandwich,Vegan,Nando's,mid,USA,Boise,tier-3,8.11,189.3,307.5,29.2,15.9,60.1,837.0,12.2,3.6,0
Vegan Mango Smoothie,Drink,Vegan,Shake Shack,mid,USA,New York,metro,11.04,379.0,534.4,1.1,0.0,72.1,60.7,43.8,3.6,1
Pepsi,Drink,Veg,Wendy's,budget,UK,Glasgow,tier-2,2.62,273.0,5.0,0.0,1.1,36.2,19.5,23.0,3.8,0
Veggie Supreme Pizza,Pizza,Veg,Subway,budget,UK,York,tier-3,7.26,176.4,350.3,14.8,6.8,44.7,377.6,4.8,3.4,0
Double Smash Burger,Burger,Non-Veg,Subway,budget,UK,Bath,tier-3,4.51,255.9,530.3,23.1,34.5,51.7,1230.8,3.0,3.8,0
Greek Salad,Salad,Veg,Subway,budget,USA,Portland,tier-2,5.4,259.7,288.5,5.8,12.5,15.2,363.1,13.4,3.8,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Nando's,mid,Australia,Melbourne,metro,16.6,128.5,363.4,12.4,6.9,31.2,473.0,4.0,3.1,0
Lemonade,Drink,Veg,KFC,budget,India,Surat,tier-3,1.97,402.9,105.7,4.8,1.9,77.3,46.2,46.1,3.4,0
Chocolate Brownie,Dessert,Veg,Nando's,mid,Canada,Montreal,tier-2,15.19,153.9,576.2,5.6,17.5,37.9,154.2,35.5,3.4,0
Caesar Salad with Chicken,Salad,Non-Veg,Ruth's Chris Steakhouse,premium,USA,Denver,tier-2,31.56,247.4,238.4,17.1,0.0,22.6,333.4,8.8,3.9,0
Halloumi Burger,Burger,Veg,Shake Shack,mid,India,Surat,tier-3,6.16,233.5,342.4,18.8,17.0,29.7,974.1,9.4,3.4,0
Avocado Toast Sandwich,Sandwich,Vegan,Wendy's,budget,USA,Fargo,tier-3,7.28,169.0,424.8,17.7,23.9,49.1,798.7,6.0,3.0,0
Cheesecake Slice,Dessert,Non-Veg,Wendy's,budget,India,Delhi,metro,2.93,135.2,457.2,3.5,25.7,40.7,284.6,38.665,2.9,0
Four Cheese Pizza,Pizza,Veg,Chili's,mid,India,Mumbai,metro,4.07,205.9,323.3,6.9,10.3,29.2,573.7,6.7,4.0,0
Strawberry Milkshake,Drink,Veg,Subway,budget,USA,Spokane,tier-3,5.66,492.3,269.9,1.0,5.1,38.8,64.1,36.85999999999999,3.7,0
BBQ Bacon Burger,Burger,Non-Veg,Burger King,budget,Australia,Perth,tier-2,7.51,237.0,391.0,25.5,12.9,41.8,932.7,11.3,3.9,0
Chocolate Brownie,Dessert,Veg,McDonald's,budget,India,Mumbai,metro,1.18,68.1,249.7,5.4,13.8,83.2,130.4,55.0,2.6,0
Vanilla Shake,Drink,Veg,Subway,budget,Canada,Calgary,tier-2,2.32,581.6,254.4,3.6,0.0,32.4,14.8,30.779999999999998,4.4,1
Buffalo Chicken Bites,Sides,Non-Veg,Five Guys,mid,Canada,Toronto,metro,8.09,63.1,358.6,0.0,14.5,28.4,334.0,1.9,3.7,1
Vegan BBQ Pizza,Pizza,Vegan,Burger King,budget,India,Delhi,metro,1.93,166.3,114.6,3.8,14.5,29.3,783.7,2.8,3.2,0
Ham & Mushroom Pizza,Pizza,Non-Veg,TGI Fridays,mid,USA,Boise,tier-3,13.01,127.4,317.5,9.5,17.6,35.8,662.4,4.7,4.3,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,Subway,budget,Canada,Ottawa,tier-2,4.15,301.5,612.1,26.0,12.4,60.6,627.0,8.2,3.5,0
Corn on the Cob,Sides,Veg,Wendy's,budget,India,Chennai,tier-2,1.34,104.7,269.1,1.2,6.4,36.2,337.6,4.8,3.8,1
Grilled Chicken Salad,Salad,Non-Veg,McDonald's,budget,UK,Glasgow,tier-2,6.16,344.3,137.3,13.2,6.3,10.0,583.6,9.5,4.2,0
Spicy Chicken Pizza,Pizza,Non-Veg,Taco Bell,budget,India,Jaipur,tier-2,1.7,132.4,280.6,16.9,11.3,35.1,680.1,8.8,3.1,0
Veggie Fried Rice,Rice/Bowl,Veg,KFC,budget,USA,Houston,metro,5.82,308.8,598.6,10.9,15.7,73.7,781.8,1.6,3.2,0
BBQ Bacon Burger,Burger,Non-Veg,Nobu,premium,Canada,Vancouver,metro,21.77,279.2,704.0,27.4,27.8,39.1,1097.4,12.6,4.3,0
Potato Wedges,Sides,Veg,Applebee's,mid,USA,Houston,metro,8.72,129.0,349.5,4.9,16.3,34.9,456.1,3.2,4.5,0
Lemonade,Drink,Veg,Shake Shack,mid,USA,Fargo,tier-3,5.52,356.3,513.2,2.3,0.0,31.5,39.5,15.5,3.7,0
Tuna Melt,Sandwich,Non-Veg,Domino's,budget,USA,Denver,tier-2,8.47,208.3,354.7,28.9,12.3,30.4,859.4,12.7,4.0,0
Almond Milk Shake,Drink,Vegan,Five Guys,mid,India,Indore,tier-3,4.79,495.3,180.6,1.3,1.0,27.7,85.3,26.314999999999998,2.9,0
Grilled Chicken Salad,Salad,Non-Veg,Nando's,mid,India,Ahmedabad,tier-2,5.91,310.2,238.6,13.5,14.4,28.5,204.6,13.2,4.2,0
Caesar Salad with Chicken,Salad,Non-Veg,Subway,budget,Australia,Brisbane,tier-2,6.77,321.7,142.9,6.5,12.8,20.9,516.8,10.0,4.5,0
Ham & Mushroom Pizza,Pizza,Non-Veg,Domino's,budget,India,Nagpur,tier-3,2.85,164.8,331.9,15.6,10.7,36.8,939.1,4.9,4.7,0
Molten Lava Cake,Dessert,Veg,Five Guys,mid,India,Jaipur,tier-2,7.28,170.4,334.7,0.0,17.0,49.6,360.4,47.12,3.4,0
Pasta Salad,Salad,Veg,Ruth's Chris Steakhouse,premium,USA,Portland,tier-2,43.32,229.8,316.6,16.6,6.7,41.6,773.6,10.6,3.1,0
Onion Rings,Sides,Veg,Applebee's,mid,India,Mumbai,metro,6.41,188.6,140.2,3.8,14.0,53.3,389.7,3.2,3.7,0
Halloumi Burger,Burger,Veg,Pizza Hut,budget,USA,Los Angeles,metro,7.55,235.4,425.3,9.5,27.0,52.1,951.8,7.7,3.8,0
Mac and Cheese,Sides,Veg,Domino's,budget,Canada,Vancouver,metro,1.58,107.3,271.1,3.6,18.0,23.6,504.7,4.8,3.6,0
Turkey Sandwich,Sandwich,Non-Veg,Domino's,budget,Canada,Vancouver,metro,5.57,181.6,566.7,17.8,11.6,31.7,799.5,9.7,3.6,0
Veggie Fried Rice,Rice/Bowl,Veg,Burger King,budget,India,Delhi,metro,2.31,401.6,663.8,24.3,9.1,49.5,968.4,6.1,3.6,0
Pasta Salad,Salad,Veg,Pizza Hut,budget,Australia,Adelaide,tier-2,2.45,309.6,261.2,6.3,5.5,15.2,404.0,5.8,3.9,0
Cinnamon Roll,Dessert,Veg,Taco Bell,budget,India,Pune,tier-2,2.55,142.4,487.7,4.8,18.4,63.0,323.2,59.849999999999994,3.9,0
French Fries,Sides,Veg,The Cheesecake Factory,premium,USA,Houston,metro,33.32,161.1,221.5,10.6,12.6,75.3,273.2,3.7,4.4,1
Margherita Pizza,Pizza,Veg,Shake Shack,mid,USA,Denver,tier-2,14.94,144.7,340.7,16.4,8.2,32.6,340.1,6.9,3.9,1
Coca Cola,Drink,Veg,Gordon Ramsay Bar & Grill,premium,Australia,Perth,tier-2,30.15,362.6,325.2,0.6,0.7,37.8,26.3,35.91,4.7,1
Meat Lovers Pizza,Pizza,Non-Veg,Applebee's,mid,USA,Chicago,metro,16.79,128.1,355.0,14.1,20.9,39.0,715.9,7.2,4.2,0
Green Detox Juice,Drink,Vegan,Shake Shack,mid,USA,Boise,tier-3,7.77,515.2,169.5,2.8,1.7,51.5,39.9,43.6,4.0,0
Garden Fresh Pizza,Pizza,Veg,Subway,budget,Canada,Vancouver,metro,4.58,208.2,373.1,13.8,10.1,34.5,844.1,4.6,4.1,0
Vegan Mango Smoothie,Drink,Vegan,Pizza Hut,budget,UK,Bristol,tier-2,5.63,474.5,62.4,4.6,1.6,36.5,60.1,34.675,4.3,0
Beyond Meat Burger,Burger,Vegan,Domino's,budget,Canada,Toronto,metro,3.25,205.5,595.5,13.5,13.6,42.7,700.1,10.3,3.9,0
Garlic Bread,Sides,Veg,Nobu,premium,USA,Denver,tier-2,31.8,171.9,265.2,10.8,3.4,36.8,495.0,4.8,4.2,0
Vegan Margherita,Pizza,Vegan,Nobu,premium,Canada,Toronto,metro,35.26,174.4,275.1,10.5,7.8,48.1,458.3,6.5,4.4,0
Margherita Pizza,Pizza,Veg,Taco Bell,budget,Australia,Melbourne,metro,4.68,189.0,298.1,15.0,9.4,45.8,649.9,5.5,4.6,0
Coleslaw,Salad,Veg,Taco Bell,budget,USA,Chicago,metro,5.99,363.6,280.0,9.1,7.0,34.6,670.6,2.9,3.8,0
Paneer Tikka Pizza,Pizza,Veg,Pizza Hut,budget,USA,New York,metro,4.97,198.0,293.3,11.2,8.0,29.2,170.1,7.7,4.2,0
Vegan Buddha Bowl,Salad,Vegan,Subway,budget,India,Pune,tier-2,1.87,243.7,202.4,8.2,6.6,23.0,348.4,12.7,3.7,1
Pepperoni Pizza,Pizza,Non-Veg,Applebee's,mid,India,Bangalore,metro,9.0,139.4,170.4,13.5,12.2,37.5,811.2,5.9,3.9,0
Lamb Biryani,Rice/Bowl,Non-Veg,Subway,budget,India,Mumbai,metro,1.63,373.0,771.5,18.0,18.2,39.4,1124.1,0.0,4.1,1
Vanilla Shake,Drink,Veg,McDonald's,budget,India,Bangalore,metro,0.94,443.9,275.7,3.7,0.0,13.3,45.6,12.635,3.7,0
Margherita Pizza,Pizza,Veg,McDonald's,budget,USA,Los Angeles,metro,7.85,184.6,301.9,13.3,12.9,43.4,504.1,5.6,2.8,0
Spicy Chicken Pizza,Pizza,Non-Veg,Taco Bell,budget,USA,Los Angeles,metro,9.44,104.1,363.3,12.0,10.6,28.9,834.9,6.2,3.3,0
Loaded Fries with Bacon,Sides,Non-Veg,Pizza Hut,budget,Canada,Vancouver,metro,2.88,169.3,434.1,4.7,15.9,40.8,322.2,7.9,4.3,0
Crispy Chicken Burger,Burger,Non-Veg,Burger King,budget,USA,New York,metro,4.57,227.1,637.2,28.1,23.5,46.3,1106.0,11.0,3.9,0
Mozzarella Sticks,Sides,Veg,McDonald's,budget,USA,Eugene,tier-3,6.39,55.6,227.3,0.0,22.0,57.3,127.5,4.5,3.7,1
Mozzarella Sticks,Sides,Veg,Nando's,mid,USA,Spokane,tier-3,7.69,126.1,440.8,6.9,12.6,43.5,262.0,2.0,3.8,0
Chicken Wings,Sides,Non-Veg,Subway,budget,USA,New York,metro,6.6,109.4,242.9,9.5,14.3,25.5,463.2,2.8,3.6,0
Pepsi,Drink,Veg,Taco Bell,budget,India,Delhi,metro,0.64,192.0,204.2,3.5,1.4,55.1,30.6,9.8,3.5,0
Sprite,Drink,Veg,Domino's,budget,USA,Fargo,tier-3,3.71,287.6,180.8,0.0,0.0,92.1,115.2,18.4,4.0,0
BBQ Bacon Burger,Burger,Non-Veg,Domino's,budget,India,Mumbai,metro,3.41,128.2,674.1,21.7,37.4,38.9,944.4,11.6,3.9,0
Garden Fresh Pizza,Pizza,Veg,McDonald's,budget,UK,Bristol,tier-2,5.5,178.9,305.9,10.0,11.2,43.5,784.8,4.6,4.5,0
Double Smash Burger,Burger,Non-Veg,Shake Shack,mid,USA,Nashville,tier-2,17.21,205.6,705.5,43.6,37.9,47.7,1171.9,14.1,2.6,0
Prawn Fried Rice,Rice/Bowl,Non-Veg,Five Guys,mid,USA,Houston,metro,17.41,403.8,432.9,22.5,14.7,66.8,694.6,6.4,4.4,0
Apple Juice,Drink,Veg,Wendy's,budget,UK,London,metro,1.89,77.2,230.9,2.4,0.0,25.8,19.7,24.4,3.7,0
BLT Sandwich,Sandwich,Non-Veg,Chili's,mid,India,Hyderabad,metro,6.98,224.8,446.0,34.0,13.9,42.1,896.0,14.0,4.3,0
Hash Browns,Sides,Veg,Pizza Hut,budget,USA,Fargo,tier-3,2.86,140.2,159.7,4.4,9.7,37.2,257.8,5.2,2.8,0
BLT Sandwich,Sandwich,Non-Veg,Subway,budget,USA,Nashville,tier-2,7.03,240.6,591.3,26.6,21.5,24.6,978.7,11.8,3.8,0
Double Smash Burger,Burger,Non-Veg,Chili's,mid,India,Jaipur,tier-2,8.47,213.9,583.7,38.4,18.3,41.4,737.4,12.2,4.3,0
Meat Lovers Pizza,Pizza,Non-Veg,TGI Fridays,mid,Australia,Geelong,tier-3,18.83,178.1,328.3,13.6,12.0,49.5,791.8,4.3,3.7,0
Philly Cheesesteak,Sandwich,Non-Veg,Subway,budget,USA,Portland,tier-2,5.88,244.3,341.6,21.9,13.8,61.9,844.1,6.1,4.3,1
Fanta Orange,Drink,Veg,Taco Bell,budget,India,Pune,tier-2,2.38,489.7,190.4,0.0,0.1,49.7,53.7,47.215,3.6,0
Grilled Chicken Salad,Salad,Non-Veg,KFC,budget,India,Chennai,tier-2,2.49,140.6,303.9,27.9,10.7,6.3,645.5,5.984999999999999,3.7,1
Veggie Sub,Sandwich,Veg,Chili's,mid,USA,Los Angeles,metro,10.4,184.3,336.3,15.8,6.1,51.7,901.8,8.4,4.6,0
Crème Brûlée,Dessert,Non-Veg,Chili's,mid,Australia,Hobart,tier-3,11.63,158.5,349.0,9.5,18.0,60.9,101.5,43.7,4.1,0
Molten Lava Cake,Dessert,Veg,KFC,budget,Australia,Sydney,metro,5.61,121.3,187.6,5.1,11.7,78.4,280.1,58.3,3.6,0
Iced Tea,Drink,Veg,Domino's,budget,Canada,Ottawa,tier-2,4.75,427.6,265.1,1.1,2.1,45.7,62.0,43.415,3.9,0
Spicy Jalapeño Burger,Burger,Non-Veg,Taco Bell,budget,India,Jaipur,tier-2,3.54,239.0,505.9,15.7,42.5,56.3,1024.3,7.7,4.0,0
Caesar Salad,Salad,Veg,Five Guys,mid,Australia,Melbourne,metro,12.76,291.3,206.4,15.5,15.6,24.2,812.6,13.7,4.4,0
Greek Salad,Salad,Veg,Subway,budget,India,Ahmedabad,tier-2,3.45,341.6,225.4,0.8,0.0,16.1,192.9,7.0,3.3,0
Oat Milk Latte,Drink,Vegan,Five Guys,mid,USA,Los Angeles,metro,8.38,331.5,223.4,0.0,0.0,40.0,26.1,38.0,3.7,1
BLT Sandwich,Sandwich,Non-Veg,Shake Shack,mid,India,Mumbai,metro,6.26,194.9,428.8,28.4,13.4,62.5,844.0,5.7,4.0,0
Tuna Niçoise Salad,Salad,Non-Veg,Ruth's Chris Steakhouse,premium,India,Ahmedabad,tier-2,21.41,197.6,48.5,11.2,11.2,18.6,560.6,4.5,4.4,0
Classic Beef Burger,Burger,Non-Veg,McDonald's,budget,Canada,Edmonton,tier-2,4.78,281.5,494.1,15.3,20.6,31.1,874.4,11.0,3.8,0
Crispy Chicken Burger,Burger,Non-Veg,Taco Bell,budget,USA,Boise,tier-3,7.25,185.5,554.2,16.8,23.0,63.1,549.8,11.0,4.5,0
Mozzarella Sticks,Sides,Veg,TGI Fridays,mid,UK,Birmingham,tier-2,16.6,99.2,207.6,2.7,7.7,19.1,243.6,2.8,3.7,0
Sweet Potato Fries,Sides,Vegan,Subway,budget,Canada,Windsor,tier-3,1.97,89.2,329.2,2.8,5.6,41.8,304.7,7.9,3.2,0
Paneer Tikka Pizza,Pizza,Veg,Shake Shack,mid,USA,Los Angeles,metro,11.13,198.9,403.5,11.5,10.2,31.1,735.1,4.7,4.2,0
BBQ Bacon Burger,Burger,Non-Veg,Burger King,budget,Australia,Sydney,metro,6.22,248.1,680.6,13.6,32.0,64.1,1256.0,7.5,3.5,0
Margherita Pizza,Pizza,Veg,Chili's,mid,Canada,Saskatoon,tier-3,17.12,163.9,207.3,4.9,11.7,31.3,560.9,5.4,2.0,0
Veggie Burger,Burger,Veg,Five Guys,mid,Canada,Windsor,tier-3,12.15,276.4,728.5,16.2,24.3,49.8,774.9,13.4,4.6,0
