learner_id,fsi_category,related_language,prior_languages,age_started,total_study_hours,active_use_share,immersion_months,speaking_practice,feedback_quality,comprehensible_input_hours,uses_srs,motivation,consistency,accent_nativelike,cefr_level,reached_fluency,dropped_out
LNR002539,3,0,1,35,780,0.568,5.9,8.18,10.0,240,0,6.11,6.69,7.15,C1,1,0
LNR002540,1,1,0,42,190,0.585,0.0,5.89,7.98,70,1,5.12,6.75,4.92,A2,0,0
LNR002541,3,0,1,31,210,0.312,0.0,5.71,3.01,170,0,3.21,5.46,3.92,A1,0,1
LNR002542,1,1,0,35,700,0.256,0.0,6.47,7.48,440,0,3.06,6.01,4.51,C1,1,0
LNR002543,2,1,1,28,490,0.364,1.7,3.61,7.33,290,1,3.59,3.92,4.43,B2,1,0
LNR002544,2,1,0,36,820,0.752,0.0,9.86,5.51,260,1,8.46,9.26,4.06,C1,1,0
LNR002545,1,1,0,10,130,0.579,8.9,8.63,4.17,100,1,4.19,4.51,9.82,B1,0,0
LNR002546,2,0,2,43,900,0.446,0.0,8.77,3.04,670,1,5.34,6.66,4.93,C1,1,0
LNR002547,1,0,0,35,400,0.125,0.0,2.41,0.74,280,0,5.26,7.97,4.31,A1,0,0
LNR002548,1,1,0,9,1010,0.058,0.0,5.68,8.28,490,0,8.02,3.58,6.85,B1,0,0
LNR002549,4,0,1,33,1190,0.696,0.0,10.0,8.89,380,0,1.43,8.98,4.18,C1,1,0
LNR002550,2,1,2,49,240,0.171,0.0,7.9,7.94,140,1,8.13,9.03,5.26,A1,0,0
LNR002551,1,1,5,38,960,0.55,1.6,5.34,7.85,670,0,5.49,6.82,3.44,C2,1,0
LNR002552,1,1,2,31,1260,0.532,3.9,6.93,6.78,390,0,2.72,6.23,6.15,C2,1,0
LNR002553,3,0,1,22,320,0.493,0.0,5.79,4.72,250,0,1.62,3.41,6.43,A1,0,1
LNR002554,1,0,0,20,230,0.187,0.0,10.0,7.01,110,1,10.0,4.48,1.99,A1,0,0
LNR002555,2,0,1,31,430,0.302,0.0,9.05,7.19,230,0,3.79,8.92,4.94,A2,0,1
LNR002556,4,0,1,6,300,0.497,0.0,5.08,3.41,220,1,3.12,6.66,8.7,A1,0,1
LNR002557,3,0,1,38,140,0.072,0.0,5.36,6.06,70,0,5.21,6.77,4.69,A0,0,0
LNR002558,1,0,4,33,260,0.277,1.7,2.52,2.62,190,1,4.55,3.02,6.07,B1,0,1
LNR002559,2,0,1,40,100,0.318,2.5,9.05,6.94,30,1,4.69,8.43,3.42,A0,0,0
LNR002560,1,0,0,16,670,0.569,0.0,1.14,6.33,480,0,4.34,4.28,9.06,C1,1,0
LNR002561,3,1,0,19,300,0.564,0.0,7.78,4.27,190,1,5.11,5.87,5.55,A2,0,1
LNR002562,2,1,0,39,230,0.826,0.0,8.52,6.38,180,1,5.25,3.2,4.31,A2,0,0
LNR002563,3,1,2,31,250,0.629,1.1,6.19,3.65,160,0,5.58,6.99,6.66,A2,0,0
LNR002564,2,0,1,39,910,0.241,0.0,7.95,6.87,720,1,4.97,10.0,3.36,B2,1,0
LNR002565,1,0,1,33,390,0.291,2.6,9.75,3.84,180,0,5.62,5.33,5.8,B2,1,0
LNR002566,1,0,1,25,280,0.375,3.6,7.39,3.92,170,0,3.24,6.89,7.69,B1,0,1
LNR002567,3,1,2,40,220,0.402,0.0,5.19,6.09,70,1,3.53,6.06,7.17,A1,0,1
LNR002568,4,1,0,26,430,0.134,4.4,9.24,6.78,270,1,5.26,9.78,5.22,A1,0,1
LNR002569,1,0,0,25,940,0.349,2.7,2.73,4.02,680,1,4.45,9.25,5.93,C1,1,0
LNR002570,2,0,1,27,690,0.22,0.0,3.16,5.91,500,0,3.22,2.33,7.91,B1,0,1
LNR002571,1,0,1,27,450,0.346,0.0,5.19,9.49,250,0,5.68,4.5,4.61,C1,1,0
LNR002572,1,0,1,25,40,0.183,1.9,1.91,5.0,20,0,3.22,6.48,5.11,A0,0,0
LNR002573,2,1,0,33,560,0.302,0.0,4.49,1.66,430,0,3.71,6.94,5.3,B1,0,1
LNR002574,4,0,1,29,240,0.52,0.0,5.08,4.84,130,1,5.98,6.94,4.73,A1,0,1
LNR002575,3,1,1,19,740,0.033,0.0,7.7,4.11,440,0,2.48,5.34,6.76,A1,0,1
LNR002576,2,0,0,18,410,0.497,3.7,5.07,7.5,200,1,8.89,9.46,4.98,C1,1,0
LNR002577,1,0,0,24,260,0.707,6.4,7.41,7.39,140,0,2.71,2.73,5.1,B2,1,0
LNR002578,3,0,0,22,2330,0.735,0.0,7.58,3.49,1570,1,2.11,5.99,5.94,C2,1,0
LNR002579,3,1,0,13,200,0.333,4.5,4.57,5.91,110,0,6.31,7.73,6.9,A1,0,1
LNR002580,3,0,0,43,170,0.428,0.0,7.83,6.03,130,1,6.11,7.36,5.35,A1,0,1
LNR002581,1,0,1,15,830,0.598,13.1,2.58,2.98,360,0,10.0,6.19,10.0,C2,1,0
LNR002582,2,0,0,24,460,0.126,0.0,7.65,3.91,220,1,8.09,2.32,7.35,A2,0,0
LNR002583,4,0,0,26,1040,0.134,0.0,4.32,6.12,600,1,3.88,3.9,6.18,A2,0,1
LNR002584,1,1,0,15,780,0.605,0.0,7.73,7.09,290,1,8.38,8.52,3.75,C2,1,0
LNR002585,1,0,1,28,710,0.504,0.0,4.27,6.12,530,0,2.27,6.26,7.06,C1,1,0
LNR002586,1,0,0,61,110,0.278,5.7,3.7,6.26,70,1,8.44,4.53,1.93,A2,0,0
LNR002587,1,1,0,41,1000,0.397,0.0,6.24,6.1,610,0,4.48,4.87,2.76,C2,1,0
LNR002588,2,0,1,25,410,0.235,0.0,3.98,1.23,260,1,6.16,4.12,5.28,A2,0,1
LNR002589,1,0,3,39,450,0.5,3.6,6.0,2.24,140,0,5.48,4.42,7.75,B1,0,0
LNR002590,1,0,0,25,1190,0.292,3.6,2.92,4.74,690,0,8.38,7.27,8.56,C1,1,0
LNR002591,3,0,0,35,210,0.527,0.3,10.0,3.09,110,0,7.2,9.37,4.45,A2,0,1
LNR002592,1,0,1,26,640,0.262,0.0,10.0,2.56,240,0,7.21,10.0,7.51,B2,1,0
LNR002593,4,0,2,30,360,0.297,0.0,7.85,5.9,220,1,3.38,6.22,3.79,A0,0,0
LNR002594,3,0,1,6,580,0.56,6.2,6.31,4.49,460,1,2.65,8.51,9.08,C1,1,0
LNR002595,1,1,0,36,50,0.528,0.0,7.95,1.59,30,1,5.53,6.54,2.34,A0,0,0
LNR002596,2,1,1,45,870,0.272,2.3,7.21,7.23,410,1,7.56,9.46,4.11,C1,1,0
LNR002597,1,0,1,24,360,0.423,2.1,5.84,3.97,120,0,2.81,9.62,5.13,B1,0,1
LNR002598,1,0,0,20,1440,0.189,0.0,7.26,7.13,720,1,2.06,8.5,7.1,C2,1,0
LNR002599,2,0,0,34,120,0.194,0.0,6.15,7.97,90,0,2.35,3.5,3.4,A0,0,1
LNR002600,3,0,1,7,80,0.246,6.5,6.61,5.96,60,0,4.21,7.52,7.76,A0,0,0
LNR002601,4,0,0,30,630,0.213,0.0,4.21,4.69,310,1,7.14,5.46,2.32,A1,0,1
LNR002602,4,0,0,32,700,0.069,0.0,5.78,4.1,470,1,3.15,5.11,4.78,A1,0,1
LNR002603,4,0,2,10,220,0.703,0.0,9.3,6.07,80,1,4.16,5.45,9.09,A2,0,1
LNR002604,3,0,0,17,700,0.274,0.0,6.73,4.47,460,0,7.54,2.21,6.61,B1,0,1
LNR002605,1,0,1,28,490,0.684,0.0,9.57,6.55,300,0,7.85,5.33,8.48,C1,1,0
LNR002606,2,0,3,14,110,0.177,3.7,6.67,7.16,80,1,3.16,1.75,6.31,A0,0,0
LNR002607,3,1,2,34,410,0.141,0.0,4.87,6.27,200,0,5.13,8.9,6.85,A2,0,1
LNR002608,4,1,0,34,650,0.407,0.0,6.1,5.68,410,0,2.86,7.37,4.78,A2,0,1
LNR002609,1,0,2,22,320,0.341,0.0,5.14,2.24,100,1,5.19,10.0,5.46,A2,0,0
LNR002610,4,1,1,23,470,0.534,0.0,10.0,3.54,370,1,4.53,3.97,8.13,A2,0,1
LNR002611,2,1,0,54,820,0.582,0.0,5.74,4.19,340,0,6.75,7.96,3.17,C1,1,0
LNR002612,1,0,0,50,680,0.12,0.7,5.63,3.83,450,0,10.0,6.08,4.09,A2,0,0
LNR002613,4,0,0,13,1470,0.193,0.0,3.51,7.2,1110,1,5.05,5.23,10.0,B1,0,1
LNR002614,1,0,1,44,210,0.67,0.0,10.0,6.87,70,0,3.49,7.39,4.38,B1,0,0
LNR002615,4,0,1,19,980,0.43,8.0,9.28,6.47,390,0,1.91,6.58,9.48,B2,1,0
LNR002616,4,0,1,29,470,0.47,0.0,8.85,8.45,170,0,3.72,10.0,3.54,A2,0,1
LNR002617,1,1,2,25,360,0.148,0.0,5.58,7.77,280,0,4.89,7.37,8.53,B1,0,0
LNR002618,2,1,1,20,350,0.393,0.0,3.28,7.78,130,1,4.64,6.28,8.81,A2,0,1
LNR002619,1,1,1,18,860,0.422,0.2,2.92,6.66,300,0,1.33,4.17,8.71,C1,1,0
LNR002620,1,1,0,22,680,0.454,0.0,4.33,4.38,390,1,3.71,7.05,5.99,B2,1,0
LNR002621,3,0,1,35,300,0.649,0.6,4.9,5.87,100,1,4.76,4.41,4.2,A1,0,1
LNR002622,2,0,1,36,160,0.677,0.0,7.64,4.17,80,1,5.99,5.05,3.48,A1,0,0
LNR002623,1,0,1,29,310,0.4,1.9,6.17,0.25,130,0,1.76,6.66,4.52,A2,0,0
LNR002624,1,0,1,24,640,0.212,0.0,5.44,4.73,450,0,7.19,10.0,5.58,B1,0,0
LNR002625,2,1,1,35,460,0.527,0.0,6.34,1.53,250,0,7.05,2.78,3.41,B1,0,0
LNR002626,4,1,0,31,50,0.555,0.0,6.92,4.06,30,0,4.48,4.26,3.91,A0,0,0
LNR002627,1,0,0,38,190,0.074,0.0,6.65,7.02,90,0,6.68,8.38,3.07,A0,0,0
LNR002628,3,0,0,19,650,0.708,0.0,10.0,4.76,260,0,8.56,6.15,6.77,C1,1,0
LNR002629,2,1,1,27,510,0.355,0.0,3.89,3.78,180,1,6.04,7.05,4.85,A2,0,1
LNR002630,2,1,1,28,480,0.48,8.1,4.85,1.45,220,0,4.2,8.21,4.59,B2,1,0
LNR002631,1,0,2,45,360,0.424,1.7,6.81,4.57,170,0,6.92,7.35,3.1,A2,0,0
LNR002632,2,0,0,35,310,0.275,0.0,5.11,4.57,140,1,4.21,5.96,3.87,A2,0,0
LNR002633,4,0,4,25,900,0.396,0.0,9.37,6.36,280,0,5.58,8.48,3.8,A2,0,0
LNR002634,1,0,1,41,210,0.216,4.7,7.17,5.33,90,0,0.0,6.82,3.76,A2,0,1
LNR002635,1,1,0,12,1230,0.587,0.0,4.41,6.95,500,1,5.51,10.0,8.76,C2,1,0
LNR002636,1,1,2,23,190,0.337,1.9,3.58,3.13,80,1,4.85,4.1,2.82,A2,0,1
LNR002637,3,0,0,30,230,0.409,0.0,1.28,6.4,90,1,4.56,5.57,7.2,A1,0,1
LNR002638,4,0,0,33,660,0.414,0.0,6.0,3.5,500,0,6.47,6.82,4.38,A2,0,1
LNR002639,2,0,1,45,1410,0.137,1.6,5.69,4.47,670,1,5.28,4.63,6.12,C1,1,0
LNR002640,4,0,1,36,450,0.441,0.0,6.23,2.48,350,0,1.17,5.12,4.92,A1,0,1
LNR002641,2,0,0,24,680,0.407,0.0,5.76,3.08,470,1,3.63,4.94,6.14,B2,1,0
LNR002642,1,0,2,24,330,0.827,0.0,8.27,9.98,210,0,5.26,5.27,8.44,B2,1,0
LNR002643,1,0,2,36,1630,0.585,9.6,8.4,1.38,780,1,3.56,4.87,5.86,C2,1,0
LNR002644,4,0,0,13,90,0.128,0.0,5.57,3.91,60,1,0.2,7.29,6.1,A0,0,1
LNR002645,4,0,0,34,320,0.672,4.5,9.2,2.78,130,1,8.06,4.65,6.51,A2,0,0
LNR002646,2,0,2,10,160,0.466,0.0,2.86,7.09,110,1,7.05,7.87,7.59,A2,0,1
LNR002647,1,1,0,6,260,0.65,0.0,6.68,3.67,80,0,2.74,6.64,10.0,B1,0,0
LNR002648,3,0,0,25,510,0.037,0.0,7.59,5.7,250,1,4.4,7.09,4.16,A1,0,0
LNR002649,2,0,0,25,660,0.57,0.0,6.93,5.32,520,1,5.03,10.0,7.65,B2,1,0
LNR002650,3,0,2,22,860,0.29,0.0,7.22,5.27,350,0,7.91,6.35,4.58,B2,1,0
LNR002651,2,0,0,22,570,0.599,1.2,3.52,3.6,430,0,2.33,6.94,8.27,B2,1,0
LNR002652,1,0,0,29,160,0.345,1.1,3.67,4.12,100,1,5.15,1.84,5.2,A2,0,0
LNR002653,1,0,1,29,390,0.523,0.0,9.66,3.65,160,0,3.45,4.1,6.16,B1,0,1
LNR002654,3,1,0,37,220,0.442,0.5,9.8,7.84,150,1,0.83,6.77,3.16,A2,0,1
LNR002655,1,0,1,46,310,0.203,8.2,3.35,3.65,180,1,3.54,4.11,2.29,B1,0,1
LNR002656,1,0,1,29,1620,0.147,0.0,9.07,6.35,980,1,4.34,8.75,5.05,C1,1,0
LNR002657,1,0,5,27,140,0.804,4.2,9.42,7.08,80,0,1.36,6.72,7.62,B1,0,1
LNR002658,1,1,0,30,260,0.639,0.0,4.73,2.56,210,1,4.23,4.3,5.93,A2,0,0
LNR002659,3,1,1,13,320,0.418,5.1,6.28,2.35,250,0,1.17,8.02,6.83,B2,1,0
LNR002660,1,1,2,30,290,0.491,4.7,10.0,2.24,150,0,6.7,6.3,5.51,B2,1,0
LNR002661,2,0,0,48,270,0.542,0.0,6.32,5.44,140,0,7.25,5.67,2.77,A2,0,1
LNR002662,3,1,1,23,310,0.655,12.2,5.13,5.9,170,0,7.17,10.0,6.46,B2,1,0
LNR002663,3,0,0,25,770,0.507,0.0,8.02,6.83,290,1,5.87,4.4,7.99,B1,0,1
LNR002664,3,0,0,14,460,0.32,0.0,8.85,6.96,360,1,8.94,8.11,8.4,A2,0,0
LNR002665,1,0,0,30,100,0.249,0.0,7.34,6.94,70,0,4.77,7.15,7.14,A0,0,0
LNR002666,3,1,0,17,680,0.677,0.0,4.06,6.41,430,1,7.44,6.85,5.92,B2,1,0
LNR002667,2,0,1,27,170,0.502,0.0,3.65,5.68,90,1,7.29,8.23,6.18,A2,0,1
LNR002668,1,0,1,30,810,0.359,3.7,6.97,8.47,520,0,6.91,6.58,6.53,C2,1,0
LNR002669,2,1,0,22,640,0.352,9.4,3.91,5.51,480,0,4.09,5.68,2.62,C1,1,0
LNR002670,4,1,1,28,430,0.734,0.0,7.04,6.06,160,0,5.91,5.56,5.74,B1,0,1
LNR002671,4,0,1,18,80,0.722,0.0,10.0,6.91,40,0,7.01,6.07,6.86,A0,0,0
LNR002672,3,0,3,30,1260,0.391,0.0,7.66,3.4,560,1,0.0,2.62,6.39,C1,1,0
LNR002673,3,0,0,39,880,0.406,8.8,8.14,5.77,310,0,8.17,4.58,5.03,C2,1,0
LNR002674,3,0,1,12,520,0.27,0.0,9.44,2.04,340,1,4.51,5.67,4.67,A2,0,0
LNR002675,3,1,1,50,580,0.58,0.0,2.9,0.0,180,0,4.49,8.73,0.25,A2,0,0
LNR002676,1,1,0,29,1070,0.778,0.0,5.81,4.66,360,0,4.83,6.0,5.06,C1,1,0
LNR002677,4,0,0,38,300,0.442,5.7,9.06,4.66,100,0,4.74,7.01,4.89,A1,0,1
LNR002678,1,0,0,14,180,0.685,0.0,5.45,6.25,90,0,2.9,3.84,4.88,A2,0,1
LNR002679,2,0,0,21,1340,0.109,4.9,7.61,6.89,670,1,5.59,7.5,6.58,B2,1,0
LNR002680,1,0,1,40,1160,0.898,0.0,6.6,9.56,370,0,5.85,4.96,6.29,C2,1,0
LNR002681,3,0,1,24,1390,0.138,0.0,6.99,3.36,470,0,4.23,10.0,5.17,B1,0,1
LNR002682,4,1,1,17,450,0.211,6.2,6.68,2.06,170,1,3.85,6.7,9.77,A2,0,1
LNR002683,3,0,0,18,220,0.415,0.0,5.41,3.92,170,0,3.54,4.34,9.49,A1,0,1
LNR002684,4,0,2,32,570,0.202,5.3,5.04,2.85,270,1,4.31,8.35,5.43,A2,0,1
LNR002685,3,1,0,9,630,0.203,0.0,7.08,1.51,430,1,3.34,3.9,7.55,A2,0,1
LNR002686,4,1,2,29,600,0.068,0.0,2.61,5.32,290,0,4.59,6.12,3.97,A1,0,1
LNR002687,4,1,0,25,600,0.573,0.0,6.04,4.98,470,0,3.84,6.96,6.67,A2,0,1
LNR002688,4,1,1,19,780,0.318,0.0,6.03,5.63,390,0,5.78,5.62,7.93,B1,0,0
LNR002689,3,0,0,20,1100,0.106,1.0,4.7,6.75,740,1,7.06,3.13,8.25,A2,0,1
LNR002690,2,0,2,21,360,0.168,0.0,5.81,4.88,250,1,7.16,3.1,6.44,A2,0,1
LNR002691,4,0,1,26,270,0.585,4.2,3.24,0.06,190,0,9.02,9.41,5.89,A0,0,0
LNR002692,1,0,0,40,450,0.376,0.1,5.82,3.11,340,1,5.64,6.59,3.99,A2,0,1
LNR002693,3,0,1,6,420,0.38,1.4,5.15,8.03,320,0,9.72,6.33,9.41,A2,0,0
LNR002694,3,1,0,31,370,0.555,0.0,7.71,3.67,280,0,4.2,6.27,3.08,A2,0,1
LNR002695,1,1,0,24,1350,0.44,0.0,7.85,10.0,610,0,4.54,8.03,7.57,C2,1,0
LNR002696,1,0,1,15,1100,0.6,0.0,7.45,6.61,730,1,3.84,6.7,7.26,C2,1,0
LNR002697,1,0,0,20,290,0.629,0.0,5.85,1.48,140,0,3.45,8.65,7.76,B1,0,0
LNR002698,3,0,1,36,240,0.749,0.0,4.67,7.25,190,0,1.77,3.79,5.9,A2,0,0
LNR002699,4,1,1,37,740,0.262,0.0,0.54,7.05,270,0,1.86,5.98,4.82,A1,0,1
LNR002700,1,1,1,44,240,0.202,7.8,7.67,4.83,190,1,6.99,5.58,5.88,A2,0,1
LNR002701,1,1,1,26,700,0.204,0.1,10.0,5.18,350,1,5.51,4.57,3.84,B2,1,0
LNR002702,1,0,0,12,100,0.02,5.7,8.08,2.7,60,1,4.57,3.67,5.88,A0,0,1
LNR002703,1,0,0,22,510,0.379,0.0,2.99,4.84,400,0,4.91,6.96,7.75,B1,0,0
LNR002704,1,0,0,34,100,0.672,0.0,6.14,8.69,60,0,0.43,3.85,2.6,A2,0,0
LNR002705,1,1,0,28,370,0.639,0.0,6.05,5.48,190,1,5.5,4.12,4.95,C2,1,0
LNR002706,3,1,2,30,570,0.525,0.1,6.75,2.94,430,0,5.32,10.0,4.69,A2,0,0
LNR002707,1,1,1,30,440,0.825,2.1,5.86,1.07,340,1,2.65,4.82,4.82,C2,1,0
LNR002708,3,1,3,40,830,0.361,2.6,3.26,4.81,430,1,6.42,7.39,4.77,C1,1,0
LNR002709,2,0,0,31,780,0.138,1.9,4.54,4.89,390,0,3.89,10.0,6.04,A2,0,0
LNR002710,1,0,4,40,410,0.379,0.0,6.42,3.59,160,0,6.74,6.32,1.39,B2,1,0
LNR002711,1,0,0,34,900,0.223,7.9,10.0,6.47,700,0,2.71,6.15,6.7,C2,1,0
LNR002712,3,0,0,27,730,0.718,0.0,5.95,6.81,280,0,3.45,6.56,3.86,B2,1,0
LNR002713,3,0,0,20,150,0.105,3.2,5.72,4.2,60,1,7.62,6.13,7.02,A0,0,1
LNR002714,2,0,0,38,300,0.493,0.0,4.47,2.19,90,0,4.9,5.76,4.41,A2,0,1
LNR002715,4,0,2,38,220,0.388,0.0,4.53,3.43,110,1,7.48,0.51,8.14,A1,0,1
LNR002716,2,0,0,14,50,0.241,7.5,8.15,0.54,30,0,5.02,8.1,6.92,A0,0,0
LNR002717,1,0,0,22,830,0.221,0.0,6.64,9.24,660,0,5.35,4.6,7.8,C1,1,0
LNR002718,1,0,1,25,440,0.405,0.0,8.9,7.46,140,1,3.11,7.47,5.95,B1,0,0
LNR002719,2,0,1,37,730,0.638,0.0,8.99,4.38,250,0,6.67,9.23,3.95,C1,1,0
LNR002720,2,0,0,22,970,0.75,0.0,7.4,0.85,750,1,4.51,7.01,4.86,C1,1,0
LNR002721,3,1,0,24,260,0.788,8.2,9.88,6.5,160,0,9.89,10.0,7.63,B1,0,0
LNR002722,4,1,1,45,580,0.21,6.0,4.02,5.7,270,1,3.65,5.83,2.93,A2,0,1
LNR002723,1,0,0,27,540,0.627,0.0,7.68,1.41,330,1,5.72,8.19,4.78,C1,1,0
LNR002724,2,1,2,24,550,0.238,0.0,5.49,8.1,180,0,2.08,3.73,8.52,B2,1,0
LNR002725,3,1,0,30,110,0.163,9.6,6.39,5.53,90,0,7.12,9.3,7.13,A1,0,0
LNR002726,3,0,0,29,650,0.373,0.0,10.0,3.04,390,1,5.77,6.92,4.7,B1,0,1
LNR002727,1,0,0,32,900,0.166,0.0,3.54,7.37,440,1,4.32,10.0,8.29,B2,1,0
LNR002728,1,0,0,47,700,0.363,4.2,9.16,5.53,560,1,4.75,4.43,1.93,C1,1,0
LNR002729,4,0,0,25,60,0.316,0.1,8.96,1.46,30,1,5.56,5.18,7.8,A0,0,1
LNR002730,1,1,1,27,1270,0.252,0.0,8.27,7.76,660,0,1.37,4.44,7.03,C2,1,0
LNR002731,4,0,1,23,1000,0.079,0.0,3.59,1.83,600,0,1.55,4.94,6.15,A1,0,0
LNR002732,1,0,0,19,600,0.613,0.0,6.98,6.02,450,1,8.69,5.02,3.6,C2,1,0
LNR002733,3,0,0,17,490,0.704,0.2,7.44,5.09,360,0,6.7,4.04,7.27,B2,1,0
LNR002734,4,0,2,39,1100,0.708,0.0,10.0,6.78,680,0,4.61,8.67,4.09,B2,1,0
LNR002735,4,0,0,24,560,0.199,0.0,2.47,8.84,380,0,5.03,5.3,6.59,A1,0,1
LNR002736,2,1,2,36,1810,0.622,0.0,8.81,8.36,1070,0,4.73,3.33,5.03,C2,1,0
LNR002737,2,0,1,37,1590,0.599,0.0,6.88,4.15,870,1,7.17,7.07,5.68,C2,1,0
LNR002738,3,0,0,32,1200,0.065,0.0,4.16,4.73,550,1,4.13,9.58,4.26,A2,0,1
LNR002739,4,0,1,6,1410,0.55,5.5,5.93,1.99,1000,0,7.28,8.82,8.54,C1,1,0
LNR002740,4,0,1,28,300,0.673,0.0,7.79,5.17,130,0,1.91,7.1,6.6,A2,0,1
LNR002741,1,0,1,35,440,0.845,2.3,10.0,1.63,290,1,7.31,7.2,5.46,C1,1,0
LNR002742,2,0,1,34,870,0.354,4.4,6.22,8.8,550,0,4.15,6.17,8.22,C2,1,0
LNR002743,1,0,2,33,1990,0.8,0.0,4.62,1.75,970,0,3.38,6.88,6.12,C2,1,0
LNR002744,4,0,0,23,1180,0.844,0.0,10.0,5.34,660,1,3.96,6.44,4.31,C1,1,0
LNR002745,4,0,0,14,430,0.693,0.0,7.37,7.52,330,0,8.97,8.17,5.15,A2,0,1
LNR002746,1,1,0,16,170,0.638,0.0,5.54,4.09,110,0,0.0,6.21,5.32,A2,0,1
LNR002747,1,0,0,36,40,0.525,0.0,6.26,4.28,10,0,6.45,6.34,5.74,A0,0,0
LNR002748,4,0,0,25,330,0.49,0.0,4.84,5.26,230,0,6.09,3.37,6.63,A2,0,1
LNR002749,2,0,0,31,580,0.553,0.0,4.89,3.16,310,0,1.03,3.23,2.27,B1,0,1
LNR002750,2,1,0,32,340,0.43,0.0,4.22,6.16,140,0,2.8,10.0,5.85,A2,0,1
LNR002751,1,1,2,35,460,0.521,0.0,3.53,4.27,160,0,0.59,6.56,6.27,B2,1,0
LNR002752,1,0,2,41,120,0.393,0.0,7.27,5.36,70,0,2.01,4.35,1.34,A2,0,1
LNR002753,4,0,2,22,140,0.396,0.0,9.38,5.37,100,0,5.98,9.71,6.9,A0,0,0
LNR002754,2,0,0,23,400,0.114,2.2,4.61,7.78,270,0,1.58,5.61,8.28,B1,0,1
LNR002755,2,0,0,46,650,0.637,0.0,5.94,5.9,490,1,0.05,8.17,3.42,B2,1,0
LNR002756,2,0,2,19,720,0.6,0.0,10.0,8.61,360,0,5.23,8.64,7.97,B1,0,0
LNR002757,3,0,2,29,540,0.289,0.0,3.33,3.73,290,0,4.63,7.14,5.21,A1,0,1
LNR002758,1,1,1,34,190,0.195,7.7,8.83,6.3,60,1,8.28,5.79,6.09,A2,0,0
LNR002759,2,0,0,16,130,0.396,8.7,6.43,5.59,70,0,6.44,8.38,9.53,B1,0,0
LNR002760,3,1,3,31,380,0.138,0.0,4.41,4.92,260,0,5.82,9.5,1.61,A2,0,0
LNR002761,1,0,0,31,650,0.441,0.0,5.39,3.82,250,0,7.17,5.88,4.21,C1,1,0
LNR002762,2,0,1,28,220,0.581,1.6,7.14,2.15,120,1,5.56,6.67,6.76,A2,0,0
LNR002763,2,1,1,26,510,0.173,0.0,6.79,4.17,390,1,5.27,4.57,6.35,B1,0,1
LNR002764,4,0,0,24,1790,0.704,4.5,9.29,0.31,1360,1,7.92,9.71,5.4,C1,1,0
LNR002765,1,0,0,31,380,0.774,0.0,7.22,6.11,210,0,7.19,7.32,6.36,B2,1,0
LNR002766,1,0,1,14,1050,0.491,0.0,3.68,6.5,530,1,3.04,7.58,6.01,C2,1,0
LNR002767,2,0,0,9,380,0.523,0.0,5.14,7.48,160,0,7.41,6.22,9.06,B1,0,0
LNR002768,1,0,0,29,900,0.167,0.0,10.0,8.96,660,0,6.53,10.0,4.03,B2,1,0
LNR002769,3,1,0,39,400,0.152,0.0,5.51,2.78,250,1,3.61,8.51,5.99,A1,0,0
LNR002770,2,0,1,36,530,0.472,0.0,4.92,9.34,420,1,3.3,6.65,5.15,C1,1,0
LNR002771,3,0,1,35,1110,0.373,17.7,6.79,8.43,840,0,1.41,4.51,7.16,C1,1,0
LNR002772,3,0,2,40,1120,0.384,0.0,6.93,0.0,870,0,3.97,4.94,2.96,B1,0,0
LNR002773,1,0,1,47,860,0.411,0.0,10.0,6.32,470,0,1.16,7.09,3.86,C1,1,0
LNR002774,3,1,0,18,600,0.405,0.0,7.41,3.15,350,0,3.22,9.1,6.92,B2,1,0
LNR002775,2,0,0,14,1160,0.084,3.5,8.05,8.34,690,0,4.29,7.23,8.21,B1,0,1
LNR002776,1,1,0,31,240,0.21,1.0,2.3,7.84,100,0,2.17,4.76,2.84,B1,0,1
LNR002777,2,0,0,43,530,0.142,0.9,5.08,1.27,370,0,4.75,6.04,6.7,A2,0,1
LNR002778,1,0,1,29,370,0.452,0.0,7.21,6.85,120,0,4.61,4.82,6.32,B2,1,0
LNR002779,1,1,0,49,740,0.461,10.4,10.0,4.08,570,0,4.64,4.44,3.09,C2,1,0
LNR002780,1,0,0,30,240,0.199,0.0,4.66,3.36,90,0,2.58,6.19,2.64,A1,0,0
LNR002781,4,0,1,52,750,0.335,0.0,2.02,3.97,430,0,7.74,6.44,3.33,A2,0,0
LNR002782,3,0,1,24,290,0.358,4.7,8.47,4.59,200,0,10.0,5.7,5.05,A2,0,0
LNR002783,3,1,3,13,370,0.256,7.6,1.98,8.15,260,0,4.43,3.17,5.3,A2,0,1
LNR002784,1,1,0,44,310,0.482,0.0,9.26,1.79,160,1,8.64,4.65,4.65,B2,1,0
LNR002785,1,1,0,16,740,0.471,1.1,4.97,3.05,260,0,7.16,10.0,6.42,C1,1,0
LNR002786,1,1,2,6,480,0.566,0.0,4.11,8.53,300,0,8.48,8.34,8.52,B2,1,0
LNR002787,4,0,1,28,1720,0.321,0.0,9.76,4.05,1310,0,10.0,7.09,5.8,A2,0,0
LNR002788,4,1,1,30,20,0.03,2.7,6.19,8.46,10,1,6.72,9.48,5.86,A0,0,0
LNR002789,1,0,2,22,860,0.628,0.0,6.39,5.08,620,0,4.98,5.96,6.76,C2,1,0
