student_id,age,gender,study_hours_per_day,sleep_hours_per_day,social_media_hours,exercise_hours_per_week,attendance_percentage,internet_access,part_time_job,stress_level,assignment_completion_rate,exam_score,cgpa,academic_performance
1345,18,Female,3.1,4.4,2.2,3.0,76.4,Yes,Yes,Medium,100.0,70.4,2.55,Average
1346,25,Male,2.5,8.6,2.9,4.7,91.9,Yes,No,Medium,100.0,68.1,2.05,Poor
1347,24,Male,5.9,8.1,2.9,0.0,92.3,Yes,Yes,Low,100.0,94.0,3.94,Good
1348,23,Male,5.1,5.7,6.0,2.0,65.5,Yes,No,Medium,100.0,79.0,2.84,Average
1349,23,Male,2.4,7.0,0.0,6.2,73.8,Yes,No,Medium,87.4,60.0,2.51,Average
1350,22,Male,4.4,8.2,1.3,6.0,77.4,Yes,Yes,Medium,100.0,81.1,2.96,Average
1351,17,Female,2.4,7.5,3.0,4.7,88.0,Yes,No,Low,100.0,65.4,2.86,Average
1352,20,Male,1.7,7.2,1.0,5.8,93.4,Yes,No,Medium,97.9,67.5,2.76,Average
1353,21,Female,5.1,8.3,2.5,4.4,100.0,Yes,No,Medium,,94.4,2.87,Average
1354,25,Female,0.9,6.1,2.8,5.1,77.3,Yes,No,Medium,87.6,53.7,2.28,Average
1355,18,Female,4.9,7.0,1.8,3.4,77.8,Yes,No,Low,100.0,84.4,3.27,Good
1356,21,Female,3.1,7.0,3.1,4.2,87.9,No,No,Medium,100.0,83.6,3.84,Good
1357,20,Female,3.2,6.7,4.1,2.7,75.2,No,No,Low,99.9,69.0,2.9,Average
1358,18,Female,4.1,6.5,2.6,6.5,80.6,Yes,No,Medium,100.0,98.1,4.0,Good
1359,17,Male,4.4,7.1,2.2,7.0,77.8,Yes,No,Medium,100.0,79.3,2.93,Average
1360,20,Male,2.3,7.0,2.7,6.8,55.8,Yes,No,High,74.8,61.2,2.17,Poor
1361,17,Male,4.6,5.7,3.0,3.2,83.2,Yes,Yes,Medium,100.0,75.5,3.01,Average
1362,17,Female,3.7,8.0,0.0,2.1,80.2,Yes,No,Medium,100.0,88.6,3.42,Good
1363,20,Male,1.6,5.8,3.8,6.6,94.7,Yes,Yes,High,78.7,54.7,2.66,Average
1364,18,Female,3.2,6.7,2.2,5.1,82.1,Yes,Yes,Medium,98.4,75.0,2.95,Average
1365,21,Male,5.6,6.6,5.3,4.7,69.5,Yes,No,High,100.0,78.9,2.73,Average
1366,17,Female,6.0,7.4,4.1,2.7,79.4,Yes,No,Low,100.0,93.4,3.45,Good
1367,19,Male,4.6,4.5,5.1,4.9,61.1,Yes,Yes,Medium,100.0,68.5,3.08,Average
1368,21,Male,1.7,8.1,1.2,1.8,69.9,Yes,No,Low,72.2,50.1,1.95,Poor
1369,25,Male,4.2,6.2,2.3,5.3,88.4,Yes,No,Medium,100.0,79.1,3.09,Average
1370,22,Male,4.8,8.5,0.8,6.8,79.5,Yes,No,High,100.0,97.2,4.0,Good
1371,24,Male,4.6,6.4,1.7,7.3,91.2,No,No,Medium,100.0,89.8,3.27,Good
1372,20,Male,4.7,,5.3,5.4,62.3,No,Yes,Medium,100.0,61.0,1.66,Poor
1373,21,Male,4.0,9.3,5.7,1.2,79.6,Yes,Yes,Medium,100.0,80.5,2.92,Average
1374,20,Male,3.4,6.7,0.9,4.4,77.2,Yes,No,High,100.0,65.6,2.71,Average
1375,24,Male,2.6,8.5,2.2,8.3,91.6,Yes,Yes,Medium,100.0,75.4,2.93,Average
1376,25,Male,0.7,7.0,2.9,2.3,88.7,Yes,No,Medium,76.2,56.4,1.71,Poor
1377,25,Male,4.0,7.5,4.1,3.9,88.4,Yes,No,High,100.0,81.9,3.63,Good
1378,23,Male,3.8,7.1,0.0,6.8,97.4,Yes,No,Medium,100.0,99.2,4.0,Good
1379,21,Male,4.3,8.0,0.1,5.2,78.3,Yes,No,Medium,100.0,75.3,3.15,Average
1380,21,Male,1.5,6.2,3.9,9.0,95.4,Yes,No,Low,100.0,64.4,2.72,Average
1381,25,Male,4.5,5.8,0.0,2.5,71.6,Yes,No,Low,100.0,90.9,3.18,Average
1382,19,Female,6.6,6.2,2.2,2.0,71.2,Yes,Yes,High,100.0,89.1,3.67,Good
1383,20,Female,3.6,7.1,3.3,6.4,89.5,Yes,No,Medium,92.7,69.4,3.09,Average
1384,25,Female,3.4,6.7,3.7,1.6,67.0,Yes,Yes,High,88.8,62.8,2.91,Average
1385,20,Male,4.0,,2.7,3.6,87.7,Yes,No,Low,100.0,80.9,3.49,Good
1386,19,Female,6.5,8.6,2.3,3.9,83.0,Yes,No,Medium,100.0,86.6,3.65,Good
1387,22,Male,2.0,5.8,4.5,6.1,92.7,Yes,No,Medium,84.2,65.8,2.02,Poor
1388,19,Female,3.8,6.1,3.5,5.2,81.4,Yes,No,Medium,100.0,62.4,2.49,Average
1389,25,Female,2.3,5.3,1.8,,82.6,Yes,No,Medium,100.0,74.9,2.66,Average
1390,25,Female,2.7,9.4,3.1,3.2,87.1,Yes,Yes,Medium,100.0,71.4,3.31,Good
1391,19,Female,3.4,7.4,3.7,6.4,75.4,Yes,No,Medium,100.0,83.6,3.74,Good
1392,21,Male,5.5,7.6,6.1,12.1,74.9,Yes,Yes,High,100.0,86.6,3.13,Average
1393,25,Female,6.2,5.4,4.4,5.4,86.7,Yes,No,Medium,100.0,90.9,3.62,Good
1394,23,Female,4.2,7.0,5.2,4.2,81.7,Yes,No,Medium,100.0,67.8,2.8,Average
1395,18,Male,2.9,7.6,1.9,1.4,77.9,Yes,No,Medium,83.7,69.8,3.11,Average
1396,22,Female,7.2,6.7,2.1,2.7,81.2,Yes,No,Medium,100.0,100.0,3.41,Good
1397,22,Male,2.9,,2.6,3.6,97.9,Yes,Yes,Low,100.0,82.8,2.54,Average
1398,22,Female,2.6,9.8,2.7,2.9,77.6,Yes,No,High,87.8,56.8,2.28,Average
1399,17,Female,0.8,5.9,1.2,4.0,77.3,No,Yes,Low,80.8,68.1,1.84,Poor
1400,19,Male,5.6,5.8,5.3,7.6,64.9,Yes,No,Low,100.0,89.8,3.65,Good
1401,24,Female,5.0,5.9,4.6,6.5,81.6,No,No,Medium,,79.7,3.39,Good
1402,19,Male,7.1,8.9,2.4,3.7,88.6,Yes,Yes,Low,100.0,100.0,4.0,Good
1403,19,Female,1.4,8.3,4.2,1.6,90.4,Yes,Yes,Low,88.6,50.5,1.8,Poor
1404,19,Female,5.7,6.8,3.4,6.7,83.1,Yes,No,Low,100.0,91.1,3.7,Good
1405,18,Female,3.6,7.0,4.3,3.9,91.6,Yes,Yes,Low,100.0,64.2,2.8,Average
1406,18,Female,4.7,6.0,0.6,0.5,89.3,Yes,No,Medium,100.0,100.0,3.59,Good
1407,20,Male,1.0,8.1,2.7,5.4,93.1,Yes,No,High,100.0,43.5,2.06,Poor
1408,24,Male,5.7,6.5,2.9,6.1,91.8,Yes,No,Medium,100.0,81.9,3.37,Good
1409,17,Male,4.7,6.7,4.1,,97.7,Yes,No,Medium,100.0,80.4,3.0,Average
1410,19,Male,3.4,7.7,1.9,,80.3,Yes,No,Medium,100.0,83.4,3.39,Good
1411,17,Male,4.5,6.8,0.0,,68.7,Yes,No,Medium,100.0,87.4,3.45,Good
1412,22,Male,2.4,6.7,1.1,5.5,88.6,Yes,No,Medium,87.9,69.2,3.04,Average
1413,19,Male,2.6,7.0,2.9,3.0,89.8,Yes,Yes,Medium,99.4,76.3,2.93,Average
1414,24,Male,2.8,8.0,3.1,2.3,97.7,Yes,Yes,Medium,100.0,71.0,2.92,Average
1415,22,Female,0.7,9.0,6.0,5.5,94.8,Yes,No,Medium,87.3,53.3,1.91,Poor
1416,24,Male,4.8,7.7,4.0,3.1,100.0,Yes,No,Low,100.0,100.0,3.67,Good
1417,22,Female,5.3,8.0,3.1,5.1,88.2,Yes,No,High,100.0,86.5,3.52,Good
1418,20,Male,2.4,6.8,2.9,1.8,84.3,Yes,Yes,High,100.0,58.5,2.03,Poor
1419,24,Male,4.0,6.2,5.0,1.3,68.2,No,No,High,100.0,72.3,3.17,Average
1420,21,Male,3.1,7.8,1.9,5.5,85.1,Yes,No,Low,100.0,77.6,3.31,Good
1421,25,Male,4.0,7.2,2.7,4.5,76.5,Yes,No,High,100.0,75.5,2.75,Average
1422,25,Male,2.6,5.3,1.0,5.8,84.1,Yes,Yes,Medium,100.0,76.4,3.13,Average
1423,22,Male,2.2,6.6,5.6,2.9,82.5,Yes,Yes,Low,100.0,56.3,1.98,Poor
1424,23,Male,5.1,6.9,3.7,2.4,86.7,Yes,No,High,100.0,86.4,2.9,Average
1425,19,Male,3.4,6.4,1.7,6.7,81.0,Yes,No,High,100.0,76.0,2.83,Average
1426,24,Female,6.5,8.8,2.8,1.0,91.4,Yes,Yes,Low,100.0,100.0,3.98,Good
1427,23,Male,3.6,7.6,3.9,6.5,54.8,No,Yes,High,88.5,74.8,3.17,Average
1428,25,Female,2.1,8.6,2.5,6.6,83.9,Yes,No,Low,92.1,65.4,2.67,Average
1429,19,Male,5.3,7.3,2.0,5.7,94.0,Yes,No,Medium,100.0,90.1,3.92,Good
1430,24,Female,4.4,7.1,1.8,2.6,100.0,Yes,No,Low,,92.1,3.34,Good
1431,21,Female,4.6,5.9,3.6,2.4,89.3,Yes,No,Low,100.0,90.6,3.49,Good
1432,18,Female,5.3,7.0,2.4,3.6,98.8,Yes,Yes,High,100.0,99.5,4.0,Good
1433,18,Female,2.5,7.0,2.2,1.4,83.7,Yes,Yes,Medium,84.8,71.9,2.2,Average
1434,22,Male,3.3,5.4,0.6,2.1,82.0,Yes,No,Medium,,62.3,2.33,Average
1435,19,Female,3.2,6.4,3.1,5.3,87.3,No,No,High,100.0,51.8,1.7,Poor
1436,17,Male,1.6,6.6,2.7,5.3,82.0,Yes,No,High,80.0,67.4,2.63,Average
1437,20,Female,3.1,7.5,2.4,1.9,74.2,Yes,No,High,88.1,70.7,2.68,Average
1438,22,Female,5.5,7.6,3.4,5.4,76.8,Yes,Yes,High,100.0,85.7,3.64,Good
1439,19,Male,3.9,6.3,4.3,4.9,70.9,Yes,Yes,High,99.3,74.7,3.08,Average
1440,25,Female,1.5,,4.3,7.0,87.3,Yes,No,Medium,89.8,71.4,2.4,Average
1441,24,Male,1.2,6.8,4.0,5.1,82.1,Yes,Yes,Medium,78.3,63.4,2.33,Average
1442,21,Female,6.0,3.6,2.6,6.1,78.4,Yes,Yes,High,100.0,99.3,3.97,Good
1443,25,Female,3.4,6.4,2.0,5.0,76.3,No,No,Low,100.0,63.6,2.8,Average
1444,20,Male,2.5,8.3,1.1,,87.1,Yes,No,Low,100.0,63.0,3.37,Good
1445,18,Female,3.1,5.0,1.9,,89.8,Yes,No,Medium,100.0,54.2,2.41,Average
1446,17,Female,1.3,7.1,3.0,3.8,70.7,Yes,No,Medium,,55.5,1.87,Poor
1447,25,Male,5.6,8.9,1.6,3.9,69.1,Yes,Yes,Medium,100.0,95.8,3.8,Good
1448,25,Male,2.9,6.1,3.2,3.5,91.5,Yes,No,High,100.0,80.1,3.27,Good
1449,23,Male,5.6,7.0,1.3,4.9,68.2,Yes,No,Medium,100.0,91.8,3.49,Good
1450,17,Female,3.6,5.4,0.0,5.3,87.5,Yes,Yes,Medium,100.0,78.0,3.28,Good
1451,19,Male,5.6,9.0,4.5,4.8,98.2,Yes,No,Medium,100.0,88.3,2.74,Average
1452,17,Female,3.9,6.9,2.1,3.6,98.2,Yes,No,Medium,99.2,75.6,3.22,Good
1453,17,Female,4.8,7.1,1.5,,89.4,Yes,No,Low,100.0,86.0,3.27,Good
1454,19,Male,4.6,8.6,1.0,6.2,89.1,Yes,No,Low,100.0,78.4,3.1,Average
1455,22,Male,4.4,7.8,3.8,4.7,100.0,Yes,No,Medium,,98.9,4.0,Good
1456,17,Female,4.0,,5.5,,58.7,Yes,No,Medium,94.3,54.1,1.72,Poor
1457,25,Female,3.2,6.2,2.3,3.6,77.4,Yes,Yes,Medium,89.5,67.3,2.79,Average
1458,21,Male,6.4,7.6,2.6,0.5,90.5,Yes,No,Medium,100.0,83.2,3.61,Good
1459,19,Male,2.1,6.3,4.9,4.1,78.6,Yes,No,Low,85.3,59.6,2.44,Average
1460,21,Male,3.5,4.5,0.0,3.6,94.4,Yes,No,Medium,95.3,81.1,2.68,Average
1461,24,Female,3.5,6.9,6.5,2.9,81.6,Yes,No,Medium,100.0,64.1,3.04,Average
1462,19,Male,4.1,5.2,7.4,7.2,83.3,Yes,No,Medium,100.0,63.4,2.46,Average
1463,17,Female,2.9,8.9,0.0,,79.3,Yes,Yes,High,99.1,70.6,2.64,Average
1464,17,Male,4.0,7.2,2.8,5.4,76.8,Yes,No,Medium,100.0,70.1,2.69,Average
1465,24,Female,3.2,5.9,1.7,8.4,76.5,Yes,No,Low,100.0,69.1,2.63,Average
1466,18,Male,1.1,6.2,2.5,6.2,84.7,Yes,No,Medium,97.3,70.5,2.41,Average
1467,22,Male,3.5,4.7,2.2,3.9,74.3,Yes,No,Low,88.7,72.1,2.94,Average
1468,20,Female,1.8,5.7,4.5,1.7,91.5,Yes,No,Low,79.5,64.4,2.37,Average
1469,23,Female,0.9,8.2,2.8,1.3,88.5,No,No,Medium,78.1,50.3,2.25,Average
1470,17,Male,3.7,9.7,1.4,3.2,93.0,Yes,Yes,Low,100.0,73.9,3.14,Average
1471,25,Male,4.2,7.9,2.7,2.6,70.7,Yes,No,Medium,100.0,74.4,3.54,Good
1472,23,Male,4.3,6.9,3.9,2.6,65.0,Yes,No,High,100.0,91.2,3.57,Good
1473,21,Male,4.4,6.5,0.9,3.3,82.0,Yes,No,Medium,100.0,79.9,2.91,Average
1474,18,Male,0.6,5.9,0.0,3.8,100.0,Yes,Yes,High,88.8,62.6,1.99,Poor
1475,25,Female,1.5,9.5,6.6,,94.7,Yes,No,High,98.1,48.3,2.7,Average
1476,19,Male,6.5,6.8,1.8,1.5,76.5,Yes,No,Medium,100.0,73.6,3.18,Average
1477,21,Female,1.9,9.5,2.8,2.6,86.2,Yes,No,Medium,93.9,55.2,1.96,Poor
1478,20,Male,4.4,8.7,2.3,3.7,89.3,Yes,No,Medium,100.0,100.0,4.0,Good
1479,19,Male,2.5,4.9,4.0,3.6,68.3,Yes,Yes,Medium,81.7,62.5,2.97,Average
1480,20,Female,3.6,6.2,6.2,,95.7,Yes,No,Medium,100.0,86.3,2.98,Average
1481,18,Male,2.6,,4.0,,80.3,Yes,No,Low,96.1,59.7,2.12,Poor
1482,17,Female,4.3,6.9,0.3,0.8,81.1,Yes,No,Low,100.0,63.9,2.51,Average
1483,19,Male,3.7,6.9,0.5,4.8,82.2,Yes,No,High,95.5,68.8,2.38,Average
1484,18,Female,2.8,10.0,2.3,5.1,93.4,No,Yes,Low,100.0,75.1,2.97,Average
1485,20,Female,1.9,5.7,2.5,3.7,74.4,Yes,No,Medium,80.3,59.6,2.63,Average
1486,24,Female,3.9,7.3,0.0,1.6,64.9,Yes,No,High,94.3,73.9,2.47,Average
1487,18,Male,1.7,7.7,4.5,7.5,85.2,Yes,No,Medium,84.6,52.3,2.2,Poor
1488,17,Male,4.1,7.0,1.0,1.9,61.6,Yes,No,Medium,94.8,80.6,3.63,Good
1489,17,Male,7.4,7.1,5.7,5.3,79.0,No,No,Low,100.0,94.6,3.92,Good
1490,21,Female,5.5,5.7,6.3,4.4,93.9,Yes,No,High,100.0,90.1,3.58,Good
1491,19,Male,4.6,7.1,2.6,5.2,87.8,Yes,No,Medium,100.0,85.1,3.17,Average
1492,21,Male,3.4,7.6,3.8,7.4,92.4,Yes,Yes,Medium,100.0,70.7,3.12,Average
1493,17,Male,0.6,7.4,0.8,5.1,88.2,Yes,Yes,High,77.1,47.4,1.48,Poor
1494,19,Male,1.5,7.7,4.1,2.9,100.0,Yes,No,Low,100.0,57.5,2.39,Average
1495,20,Male,5.4,8.7,2.1,6.2,76.1,Yes,Yes,Medium,,100.0,4.0,Good
1496,20,Male,2.3,8.1,1.0,,86.0,Yes,No,Low,100.0,76.0,3.43,Good
1497,21,Male,2.5,7.1,2.5,4.3,77.6,Yes,Yes,Low,100.0,71.2,2.64,Average
1498,24,Female,3.3,5.6,2.2,1.4,91.6,Yes,Yes,Medium,100.0,68.5,2.57,Average
1499,21,Male,1.9,6.3,2.4,1.9,81.4,Yes,No,Medium,88.3,48.6,1.51,Poor
1500,24,Male,1.7,6.7,4.7,4.1,99.2,Yes,No,Medium,100.0,69.7,2.94,Average
1117,25,Female,3.3,9.3,2.9,5.3,76.7,Yes,Yes,High,100.0,51.6,1.78,Poor
1369,25,Male,4.2,6.2,2.3,5.3,88.4,Yes,No,Medium,100.0,79.1,3.09,Average
423,23,Male,5.8,5.8,4.2,0.7,80.1,Yes,No,Medium,100.0,90.5,2.94,Average
414,18,Male,2.9,7.7,5.6,4.4,78.3,Yes,No,Low,100.0,60.4,2.35,Average
452,25,Female,0.7,8.7,0.4,5.2,96.7,Yes,No,Low,100.0,74.6,3.4,Good
862,25,Female,3.8,6.1,1.4,2.8,94.8,Yes,Yes,Medium,100.0,75.7,3.24,Good
1064,23,Male,5.9,8.9,1.8,5.0,67.9,Yes,No,Medium,100.0,83.3,3.58,Good
742,23,Female,5.4,4.4,0.3,3.2,81.3,Yes,No,Low,100.0,93.5,3.85,Good
1273,25,Male,5.1,8.2,3.3,3.5,83.7,Yes,No,Medium,100.0,89.0,3.52,Good
260,22,Male,0.6,6.0,4.6,3.6,85.9,No,Yes,Medium,75.7,59.6,1.65,Poor
889,17,Male,3.7,5.0,6.3,1.6,65.0,Yes,No,High,100.0,71.4,3.24,Good
1433,18,Female,2.5,7.0,2.2,1.4,83.7,Yes,Yes,Medium,84.8,71.9,2.2,Average
713,23,Male,3.5,7.9,4.0,3.1,69.2,No,Yes,Low,100.0,45.3,1.11,Poor
1383,20,Female,3.6,7.1,3.3,6.4,89.5,Yes,No,Medium,92.7,69.4,3.09,Average
71,24,Male,15.0,6.5,4.6,5.0,86.8,Yes,No,Medium,100.0,83.8,3.57,Good
1269,25,Female,5.6,6.6,7.7,2.4,74.5,Yes,No,Medium,100.0,67.6,2.75,Average
1492,21,Male,3.4,7.6,3.8,7.4,92.4,Yes,Yes,Medium,100.0,70.7,3.12,Average
608,21,Male,0.6,9.5,2.7,0.4,79.4,Yes,No,Medium,92.2,68.5,2.86,Average
434,18,Male,3.5,6.9,4.7,3.2,92.5,Yes,No,Medium,,80.6,3.84,Good
52,18,Male,3.4,6.2,5.6,3.7,80.3,No,Yes,Medium,100.0,81.8,3.07,Average
1200,22,Female,2.8,6.5,4.3,8.1,81.8,Yes,No,High,94.4,66.4,2.36,Average
1129,22,Female,2.5,8.5,4.8,6.3,63.4,Yes,No,Low,90.9,57.0,2.28,Average
